Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 1 -> Track 20 -> TS 2:07,vocal E 127.24,,Bokfresh,
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 1 -> Track 21 -> TS 0:52,synth E 136.67,Pad (Looped),What About the Future,
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 1 -> Track 27 -> TS 2:12,drumloops x25 110,FX Hit,Bokfresh,
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 1 -> Track 34 -> TS 0:09,drumloops x28 125,Apache,Bokfresh,
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 2 -> Track 08 -> TS 0:58,,,What About the Future,
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 2 -> Track 13 -> TS 1:27,synth E 146.17,,,
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 2 -> Track 36 -> TS 0:26,hits x84,"""Yo""",What About the Future,
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 2 -> Track 39 -> TS 0:00,female vocals x10,"""Mmmm I like that...""",Bokfresh,
Big Fish Audio,Roots of India,Track 38,various,,The Latch Brothers - Latch Brothers Bounce,
Big Fish Audio,Roots of India,Track 39,various,,The Latch Brothers - Latch Brothers Bounce,
Big Fish Audio,Roots of India,Track 46,Sample 5,,The Latch Brothers - Latch Brothers Bounce,
Big Fish Audio,Roots of The Middle East & North Africa,Partition A -> ADANI,"ADANI-1, 3",,The Latch Brothers - Latch Brothers Bounce,
Big Fish Audio,Roots of The Middle East & North Africa,Partition B -> KHALIGI 1,KHALIG-1A,,The Latch Brothers - Latch Brothers Bounce,
Big Fish Audio,Roots of The Middle East & North Africa,Partition C -> MAKSOUM 3 ,MAKSOU-1B,,The Latch Brothers - Me Likey The Poom Poom,
Clavia,Nord Rack 2,Internal,16 Saw mono,WHRRRRRRRRR,Shape Da Future,
Clavia,Nord Rack 2,Internal,73 Fluff,Distorted synth fx (R),The Concept of Love,
Clavia,Nord Rack 2,Internal,96 Ravi,Ringmod FX,Fly Like a Butterfly,
Discovery FIrm,Breakbeat Ammo Drum and Bass,Track 06,ROLLIN' 2,,The Concept of Love,
Discovery FIrm,Breakbeat Ammo Drum and Bass,Track 09,SUB KICK,"Pitch shift +4st, BGM TS 0:57",The Concept of Love,
e-LAB,X-Files of Jungle,Track 02 - -Deep State Loops & Samples -159 BPM -> TS 0:30,6DRLPS,,Fly Like a Butterfly,
e-LAB,X-Files of Jungle,Track 06 - -Hard Step Loops & Samples -168 BPM -> TS 0:00,6DRLPS,,Fly Like a Butterfly,
e-LAB,X-Files of Jungle,Track 60 - -154 bpm -> TS 1:33,29 CHORD/PAD & BASS LPS,"Pad backing, hi-boosted, palindrome",Teknopathetic,
EastWest,Chronic Horns,CD 1 -> Track 19 - Section & Solo Riffs -> TS 0:03,Section Riffs G# min 2,,Funky Dealer,
EastWest,Chronic Horns,CD 1 -> Track 20 - Section & Solo Riffs -> TS 0:07,Section Riffs G# min 2,,Funky Dealer,
EastWest,Drum & Bass Construction Kits,Demo Track,Timestamp 0:00,Main drums synth hit (C),Funky Dealer,
EastWest,Funky Ass Loops,Demo Track,Timestamp 1:08,,Jet Set Groove #4,
EMU Systems,Proteus 2000,Bank 1 ,119 pad:Floatatious,,That's Enough (B.B. Rights Mix),
EMU Systems,Proteus 2000,Bank 2,nse: Lift Off,,Grace & Glory (B.B. Rights Mix),
Hollywood Edge,The Premiere Edition 1,"Casinos, Craps",DealerCallsOutDice PE147401,,Funky Dealer,Link
LaserLight Digital,Hilarious Comical Sounds,Track 72,Ape Man,,Jet Set Groove #4,
Masterbits,Climax-Collection Vol. 1 Vocals,Track 21 - Michael Krowas -> TS 0:00,Ah,,"Funky Dealer, I Love Love You (Love Love Super Dimension Mix)",
Masterbits,Climax-Collection Vol. 1 Vocals,Track 30 - Michael Flexig -> TS 0:26,Awopbopalubop ..,,Oldies But Happies,
Masterbits,RAPsody,Track 24 - House it up -> TS 0:20,Because it's on your mind ..,"""Like this, like that"" 130",Like It Like This Like That,
Mike Pinder,Mellotron Archives,Partition E -> FOXTROT+SAX,G3 FT SAX,,Cibo Matto - Birthday Cake,
Music of Life,Norman Cook - All-Star Breakbeats,Track 34 - Samples & Scratches,Kick Some Ass,"""Get ready to...""",The Concept of Love,
Music of Life,Norman Cook - All-Star Breakbeats,Track 46 - Samples & Scratches,Transformer Scream,"-6st, distortion",I Love Love You (Love Love Super Dimension Mix),
Ninja Tune,Break Beats 'N' Grooves Volume Three,Track 02 -> TS 0:06,Show Me (148 BPM),Organ hit,The Concept of Love,
Numerical Sound,Drone Archeology,Demo Track,Timestamp 0:00,Low Drone,Shape Da Future,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 09 - BASSLINE LOOPS -> TS 1:13,303 Loop 14 120,,The Concept of Love,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 57 - LUCY IN D SKY… -> TS 0:33,...Free Love,"""Free boy, free girl.. free love""",The Concept of Love,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 57 - LUCY IN D SKY… -> TS 0:38,...Love Is Too...,"""Free love was too tame for him""",The Concept of Love,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 58 - ELECTRONIK -> TS 0:02,...But A Goodie,"""Oldie but a goodie""",Oldies But Happies,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 58 - ELECTRONIK -> TS 0:33,Here We Go Now,"""Here we go now, on the offense""",Shape Da Future,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 58 - ELECTRONIK -> TS 0:55,...Ready To Flow,"""And you're ready to flow""",Fly Like a Butterfly,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 59 - SOUPS -> TS 0:33,...Poppycock,"""That's just plain poppycock""",Oldies But Happies,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 59 - SOUPS -> TS 0:36,...Be Nice,"""Take it easy""",Like It Like This Like That,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 60 - STAR-TREKKING -> TS 0:00,Look To D Future,,Shape Da Future,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 60 - STAR-TREKKING -> TS 0:21,To Shape D Future,,Shape Da Future,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 61 - DISTURBED -> TS 0:12,...Bulldozer...,"""Felt like a bulldozer.. butterfly""",Fly Like a Butterfly,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 61 - DISTURBED -> TS 0:41,...Feels Good,"""It just feels good""",Like It Like This Like That,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 61 - DISTURBED -> TS 0:43,I Don't Like...,"""I don't like it, not at all""",Like It Like This Like That,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 62 - NAUGHTY -> TS 0:03,It's So Easy!,,Fly Like a Butterfly,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 62 - NAUGHTY -> TS 0:15,Monster,,Fly Like a Butterfly,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 62 - NAUGHTY -> TS 0:26,Oh Dat's Nice,,Fly Like a Butterfly,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 64 - HYSTERIA -> TS 0:10,...Very Nice...,"""That's very nice, thank you""",Oldies But Happies,
Roland,JV-1080,PR-B,018 Slap Bass 1,,Grace & Glory (B.B. Rights Mix),
Roland,SR-JV80-04 Vintage,XP-X,004 Converge,,What About the Future,
Roland,SR-JV80-06 Dance,XP-X,019 DeepGrine 94,,Fly Like a Butterfly,
Roland ,TB-303,,,,Rock It On (D.S. Remix),
Profile Records,Sample City II,Track 12 -> TS 0:08,Vox 5 'Oooh Baby' 2,,Teknopathetic,
Propellerhead Software,Reason Factory Sound Bank,Dr Rex Drum Loops -> Techno,Tec36_ShakeHat_135_eLAB,,Sneakman (Toronto Mix),
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Back To The Beat,ACID DJ PROMObttb 01,303 Synths 01,Teknopathetic,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Blue,EURO TECHNO bPROMO 07,Arp 02,Fly Like a Butterfly,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Blue,EURO TECHNO bPROMO 08,Synth Lead 07,Shape Da Future,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Fantastic Elastic,ACIDTECHNO PROMOfe01,Acid Zone 15,Fly Like a Butterfly,Link
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Fantastic Elastic,ACIDTECHNO PROMOfe02,Atonal Seq 14,Fly Like a Butterfly,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Fantastic Elastic,ACIDTECHNO PROMOfe05,LFO 03,Shape Da Future,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Fantastic Elastic,ACIDTECHNO PROMOfe06,Techno Layers HiHat 05,Fly Like a Butterfly,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Insomnia,FUTURIST DRUM & BASS iPROMO 03,Beat 068,Fly Like a Butterfly,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Slide Up,FUTURIST DRUM N BASS suPROMO 03,Cream Pad 02 (min7th),Fly Like a Butterfly,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Slide Up,FUTURIST DRUM N BASS suPROMO 04,Cream Pad 02 (maj7th),Fly Like a Butterfly,
Sonic Foundry,ACID 3.0 Content CD,loops -> 8packs -> Timed Exposure,INTELLIGENT DANCE tePROMO 02,Structured Rhythm 04,Shape Da Future,
Sonic Foundry,Universal Groove Elements,Keyboards,Pad 03 Fade in,Appears in SF's demo tracks,Shape Da Future,
Sonic Foundry & Hook Up,日本語取扱説明書 CD-ROM,Loops for ACID Demo -> Audio -> EssentialsoundsII,Shiny Dirt,Appears in SF's demo samples,Shape Da Future,
Sonic Foundry & Hook Up,日本語取扱説明書 CD-ROM,Loops for ACID Demo -> Audio -> MacMoneyBlackbox,Beat Box 17,Appears in SF's demo samples,Shape Da Future,
Sonic Foundry & Hook Up,日本語取扱説明書 CD-ROM,Loops for ACID Demo -> Audio -> MethodsofMayhem,"Riff 13 32-03
",Appears in SF's demo samples,The Concept of Love,
Sonic Foundry & Hook Up,日本語取扱説明書 CD-ROM,Loops for ACID Demo -> Audio -> OntheJazzTip,Keyboard 08-04,Appears in SF's demo samples,Teknopathetic,Link
Sonic Foundry & Hook Up,日本語取扱説明書 CD-ROM,Loops for ACID Demo -> Audio -> PaulBlack,DistChunkFunk I 01,Appears in SF's demo samples,Oldies But Happies,
Sonic Foundry & Sounds Good,Methods of Mayhem - Industrial Toolkit,Analog -> Analoops,Analoop 31 05-04,Appears in SF's demo tracks,Fly Like a Butterfly,
Sonic Foundry & Sounds Good,Bill Laswell - Sample Material,Dub Hits,Dub Tabla + FX 64-09,,BS 2000 - The Scrappy (The Latch Brothers Remix),
Sound Ideas,Wild World of Animals,WWA02-62-14,"ANIMAL, TIGER","ROAR, CAT",Jet Set Station #2,
Spectrasonics,Burning Grooves,CD 2 -> Partition A -> PUNCHY KIT,PUNCHY  ASR,,That's Enough (B.B. Rights Mix),
Spectrasonics,Distorted Reality 2,Demo Track -> TS 0:18,DR2 Demo Song,"Transitional Rise/Hit, amplitude ducked",The Concept of Love,
Spectrasonics,Metamorphosis,CD 2 -> Partition B -> 107-111 LPS,INDTEK TABLA,,That's Enough (B.B. Rights Mix),
Spectrasonics,Metamorphosis,CD 3 -> Partition B -> 125-135 LPS,BUTTBOUNCE A,,Grace & Glory (B.B. Rights Mix),
Spectrasonics,Metamorphosis,CD 3 -> Partition B -> 136-164 LPS,DB POLICE,,Sweet Soul Brother (B.B. Rights Mix),
Spectrasonics,Metamorphosis,CD 3 -> Partition B -> 136-164 LPS,ZAPATISTA,,Sweet Soul Brother (B.B. Rights Mix),
Spectrasonics,Metamorphosis,CD 3 -> Partition B -> 136-164 LPS,FIZZ A,,Sweet Soul Brother (B.B. Rights Mix),
Sounds Good & Steinberg,Hip Hop Beats & Treats,CD 1 -> 80_VOCO_TALKBX -> 80_WORDS,080AOUC,,Funky Dealer,
Sounds Good & Steinberg,Hip Hop Beats & Treats,CD 4 (HFS) -> Demo Song - Tell Me Now,Effects.tk 8,"Noise hanger, BGM TS 4:20",I Love Love You (Love Love Super Dimension Mix),
Sounds Good & Steinberg,Hip Hop Beats & Treats,CD 4 (HFS) -> Demo Song - Tell Me Now,Effects.tk 8,Bouncy Radio FX,Like It Like This Like That,
Sounds Good & Steinberg,Hip Hop Beats & Treats,CD 4 (HFS) -> Demo Song - Tell Me Now,Effects.tk 9,Perc. Rise,Teknopathetic,
Sounds Good & Steinberg,Hip Hop Beats & Treats,CD 4 (HFS) -> Sounds&Cycles -> Cold Fusion Technologic,120LI02,Appears in Sounds & Cycles demo samples,"The Concept of Love, Jet Set Groove #4",
Ueberschall,Big Beat,Track 02 - Drum-Loops I -> TS 0:06,contrast program,,Jet Set Groove #3,
Ueberschall,Big Beat,Track 04 - Drum-Loops I -> TS 0:05,smack my bitch,BGM timestamp 2:30,Teknopathetic,
Ueberschall,Big Beat,Track 04 - Drum-Loops I -> TS 0:12,smack my bitch,,Let Mom Sleep (No Sleep Remix),
Ueberschall,Big Beat,Track 04 - Drum-Loops I -> TS 0:14,smack my bitch,BGM timestamp 2:30,Teknopathetic,
Ueberschall,Big Beat,Track 09 - Drum-Loops I -> TS 0:00,dirty garage,,Jet Set Station #2,
Ueberschall,Big Beat,Track 14 - Drum-Loops I -> TS 0:04,radio beat,,Jet Set Groove #4,
Ueberschall,Big Beat,Track 18 - Real-Drum-Loops -> TS 0:00,kick fat bottom,,Jet Set Groove #4,
Ueberschall,Big Beat,Track 20 - Real-Drum-Loops -> TS 0:04,b movie drummer,,Bokfresh,
Ueberschall,Big Beat,Track 25 - Drum-Loops II -> TS 0:08,chemical kit,,"Jet Set Groove #3, Jet Set Groove #4",
Ueberschall,Big Beat,Track 25 - Drum-Loops II -> ,electric pulse,,Jet Set Station #2,
Ueberschall,Big Beat,Track 44 - Real-Bass-Licks -> TS 0:19,black bear stance,,Like It Like This Like That,
Ueberschall,Big Beat,Track 47 - Synth-Basses -> TS 0:26,bass lust,,Teknopathetic,
Ueberschall,Big Beat,Track 47 - Synth-Basses -> TS 0:30,bass lust,,Teknopathetic,
Ueberschall,Big Beat,Track 47 - Synth-Basses ->  TS 0:39,bass lust,BGM timestamp 2:22,What About the Future,
Ueberschall,Big Beat,Track 57 - Trippin' FX-Loops -> TS 0:14,electro smog,,What About the Future,
Ueberschall,Big Beat,Track 67 - Guitars -> TS 0:18,x-man's return,,Jet Set Groove #3,
Ueberschall,Big Beat,Track 71 - Guitars -> TS 0:10,pulp guitars,,Jet Set Groove #4,
Ueberschall,Big Beat,Track 71 - Guitars -> TS 0:14,pulp guitars,,Like It Like This Like That,
Ueberschall,Big Beat,Track 71 - Guitars -> TS 0:24,pulp guitars,,Jet Set Groove #4,
Ueberschall,Big Beat,Track 76 - Piano -> TS 0:09,12inch pianist,,Teknopathetic,
Ueberschall,Big Beat,Track 80 - Organ -> TS 0:02,Jonny Lord extra,,Jet Set Groove #3,
Ueberschall,Big Beat,Track 83 - Synth-Loops & -Samples -> TS 0:00,polyester,,Oldies But Happies,
Ueberschall,Big Beat,Track 84 - Synth-Loops & -Samples -> TS 0:16,mutantation waves,,Oldies But Happies,
Ueberschall,Big Beat,Track 85 - Synth-Loops & -Samples -> TS 0:38,analogue madness,,What About the Future,
Ueberschall,Big Beat,Track 85 - Synth-Loops & -Samples -> TS 0:53,analogue madness,,What About the Future,
Ueberschall,Big Beat,Track 90 - Single Drums -> TS 0:06,cymbals,,Oldies But Happies,
Ueberschall,Big Beat,Track 92 - Vinyl & Scratches -> TS 0:01,scratch da vinyl,coarse +5 for Jet Set Groove #4,"Oldies But Happies, Jet Set Groove #4",
Ueberschall,Big Beat,Track 92 - Vinyl & Scratches -> TS 0:14,scratch da vinyl,coarse +3,Jet Set Groove #3,
Ueberschall,Big Beat,Track 92 - Vinyl & Scratches -> TS 0:22,scratch da vinyl,,Oldies But Happies,
UltimateSoundBank,Soundscan Vol. 18 - Funky Vocals,11-RAP RAGA VOX,ROBOTRAP1,,Teknopathetic,
UltimateSoundBank,Soundscan Vol. 18 - Funky Vocals,11-RAP RAGA VOX,ROBOTRAP2,,Teknopathetic,
UltimateSoundBank,Soundscan Vol. 18 - Funky Vocals,11-RAP RAGA VOX,ROBOTRAP3,,Teknopathetic,
UltimateSoundBank,Soundscan Vol. 18 - Funky Vocals,11-RAP RAGA VOX,ROBOTRAP4,,Teknopathetic,
UltimateSoundBank,Soundscan Vol. 18 - Funky Vocals,13-30-AJ TALKBOXES -> 26-MELODYVOXES B,YIIYEAH,,Teknopathetic,
Wizoo,Cologne Cyclez 1 + 2,Demo Track,Timestamp 0:04,Hook Drums (R),I Love Love You (Love Love Super Dimension Mix),
Wizoo,Cologne Cyclez 1 + 2,Demo Track,Timestamp 0:13,"Hook Drums (R, layer)",The Concept of Love,
Wizoo,Lo-Fi Junkiez Vol. 1,Demo Track,Timestamp 0:15,Hook Drums (L),The Concept of Love,
Zero-G,Beats N' The Hood,Track 57 -> Sample 7,Drum Fills 21-30,,Bokfresh,
Zero-G,Beats N' The Hood,Track 57 -> Sample 8,Drum Fills 21-30,,Bokfresh,
Zero-G,Beats N' The Hood,Track 57 -> Sample 9,Drum Fills 21-30,,Bokfresh,
Zero-G,Beats N' The Hood,Track 65 -> Sample 7,Mmm,,Bokfresh,
Zero-G,Beats N' The Hood,Track 66 -> Sample 6,Yow,,"Bokfresh, Let Mom Sleep (No Sleep Remix)",
Zero-G,Datafile 2,Track 21 - Vocal Ad-Lib -> TS 0:07,"""Doodup-doodup...""",,Like It Like This Like That,
Zero-G,Datafile 2,Track 32 - Sci-fi techno FX -> TS 0:15,Space landing,,Rock It On (D.S. Remix),
Zero-G,Datafile 2,Track 42 - Speech (Female) -> TS 0:14,"""You make me feel so good!""",,Like It Like This Like That,
Zero-G,Datafile 2,Track 52 - Speech (Chorus) -> TS 0:09,"""Ayyyy!"" (African chant)",,Oldies But Happies,
Zero-G,Datafile 2,Track 54 - Speech (Female) ->  TS 0:31,"""Groovy""",,Jet Set Station #2,
Zero-G,Datafile 2,Track 56 - Speech (Male) -> TS 0:11,"""Ah know you gonna dig this!""",,Shape Da Future,
Zero-G,Datafile 2,Track 62 - Speech (Male) -> TS 0:20,"""Let me hear ya say yeah (yeah)!""",,Oldies But Happies,
Zero-G,Datafile 2,Track 87 - Speech (Male) -> TS 0:00,"""What is love?""",,The Concept of Love,
Zero-G,Datafile 2,Track 96 - Cartoon speech (Male) -> TS 0:13,"""I like it, I like it!""",,Like It Like This Like That,
Zero-G,Datafile 3,Track 39 - Vocal ad libs -> TS 0:32,"""a-ha!"" (female)",,Bokfresh,
Zero-G,Datafile 3,Track 49 - Misc. vocal hooks -> TS 0:13,"""heyy!"" (female)",,Bokfresh,
Zero-G,Datafile 3,Track 65 - Dance Stabs -> TS 0:28,stop-FX stab 2,,Bokfresh,
Zero-G,Datafile 3,Track 85 - Misc. vocals + FX -> TS 0:10,mad scratch FX,,"Bokfresh, Let Mom Sleep (No Sleep Remix)",
Zero-G,Datafile 3,Track 87 - Misc. vocals + FX -> TS 0:26,scratched fresh,,"Bokfresh, Let Mom Sleep (No Sleep Remix)",
Zero-G,Ethnic,Track 53 - Breakbeats Fills -> TS 0:03,Breakbeat Fill 9 (Sax) Key of C,,Oldies But Happies,
Zero-G,House & Garage Construction,Track 07 - Loops 21 - 30 -> Loop 7,Loop 28,,Bran Van 3000 - The Answer (Latch Brothers Remix),
Zero-G,Live Bass Grooves,Track 17 - Funky Grooves -> Sample 5,Going For A P 1 E 100 2,,Bokfresh,
Zero-G,Live Bass Grooves,Track 32 - Short Haired Groove -> TS 0:00,Good Dentist 1 E 130 4,,Bokfresh,
Zero-G,Rhythm Guitar & FX,"Track 17 - Electric Guitar, 120 bpm -> TS 0:20",Wah Rhythm 2 Bb,,Like It Like This Like That,
Zero-G,Rhythm Guitar & FX,"Track 18 - Electric Guitar, 120 bpm -> TS 0:42",Funk Hern E 2 VOD,,Funky Dealer,
Zero-G,Rhythm Guitar & FX,"Track 18 - Electric Guitar, 120 bpm -> TS 0:48",Funk Hern A 2 VOD,,Funky Dealer,
Zero-G,Rhythm Guitar & FX,"Track 22 - Electric Guitar, 132 bpm -> TS 0:12",Hi Octave Wah G 1 SC/W,Added distortion,Like It Like This Like That,
Zero-G,Rhythm Guitar & FX,Track 27 - Acoustic Guitar -> TS 0:00,Faith Strum G 1 85,,Oldies But Happies,
Zero-G,Rhythm Guitar & FX,Track 27 - Acoustic Guitar -> TS 0:04,Faith Strum C 1 85,,Oldies But Happies,
Zero-G,Rhythm Guitar & FX,Track 27 - Acoustic Guitar -> TS 0:08,Faith Strum F 1 85,,Oldies But Happies,
Zero-G,Rhythm Guitar & FX,Track 29 - Acoustic Guitar -> TS 0:00,Half Strum F 2 112,,Like It Like This Like That,
Zero-G,Rhythm Guitar & FX,Track 29 - Acoustic Guitar -> TS 0:05,Half Strum Bb 2 112,,Like It Like This Like That,
Zero-G,Rhythm Guitar & FX,Track 29 - Acoustic Guitar -> TS 0:11,Half Strum Eb 2 112,,Like It Like This Like That,
Stuff to Find,,,,,,
?,? (Sample Loop Library),,,Cowbell Rhythm,I Love Love You (Love Love Super Dimension Mix),
?,? (Song or Sample Loop Library),,,Additional drum layers,The Concept of Love,
?,? (Song or Sample Loop Library),,,Main Guitar (L),The Concept of Love,
?,? (Sample Loop Library),,,Synth line,The Concept of Love,
?,? (Sample Loop Library),,,Clap,Teknopathetic,
?,? (Swing Song),,,Old Timey Band loop (C),Oldies But Happies,
?,? (Sample Loop Library),,,Organ/Calliope loop,Oldies But Happies,
?,? (Sample Loop Library),,,Main Drums,Oldies But Happies,
?,? (Sample Loop Library),,,Slap Bass,Funky Dealer,
?,? (Sample Loop Library),,,FX Drum Fill,Funky Dealer,
?,? (Sample Loop Library),,,Big Band Drum Loop (C),Funky Dealer,
?,? (Sample Loop Library),,,Drums (R),Funky Dealer,
?,? (Sample Loop Library),,,Ride Loop (R),Funky Dealer,
?,? (Sample Loop Library),,,Ending Cymbal,Like It Like This Like That,
?,? (Sample Loop Library),,,Leading-in Guitar Lick,Like It Like This Like That,
E-MU Systems,(UltraProteus or Orbit 9090),,,Congas,What About The Future,
?,?,,,Movie vox,What About The Future,
?,? (Sample Loop Library),,,Drums (L),Jet Set Station #2,
?,? (Sample Loop Library),,,Stretched Drums (R),Jet Set Station #2,
Clavia,Nord Rack 2,,,Ending Rise FX,Jet Set Station #2,
?,?,,,"""What was that?""",Jet Set Groove #4,
,,,,,,
Section 11 - Super Monkey Ball,,,,,,
,,,,,,
Monkey Ball,,"(Released: June 23, 2001)",,,Jump to top,
AMG,Dave Ruffy's Ruff Cutz,Track 02 - FULL GROOVES -> TS 0:02,User - 135 BPM,,Ocean (World 4),
Super Monkey Ball,,"(Released: September 14, 2001)",(Music by: Hidenori Shoji),,,
KORG,TRINITY,Programs -> Bank A,A040 !{Mega-Mix}! Kit,,"Diner (World 3), Master",
Roland,JV-2080,PR-B,079 You and Luck,"REV Off, Played in Performance Mode","Extra Stage, Sky (World 2)",
Roland,JV-2080 ,PR-C,066 D-50 Heaven,Played in Performance Mode,Diner (World 3),
Roland,JV-2080 ,PR-C,082 Fantawine,Played in Performance Mode,Sky (World 2),
Roland,JV-2080 ,PR-E,066 Mental Chord,"EFX OFF, Played in Performance Mode",Sky (World 2),
Roland,JV-2080 ,PR-E,063 Techno Dream,Played in Performance Mode,Monkey Race,
Roland,JV-2080 ,PR-E,088 Jay Vee Solo,Played in Performance Mode,Master,
Roland,SR-JV80-05 World,XP-X,194 Tambura,Played in Performance Mode,Desert (World 5),
Roland,SR-JV80-11 Techno Collection,XP-X,158 Jupiter-6 Ld,"EFX OFF, Played in Performance Mode",Diner (World 3),
Stuff to Find,,,,,,
KORG,TRINITY,,,Bass,Diner (World 3),
KORG,TRINITY,,,Piano,Diner (World 3),
Roland,JV-2080 ,,,Bass,"Jungle (World 1), Sky (World 2), Underwater (World 4), Desert (World 5)",
Roland,JV-2080 ,PR-A,,Organ,Monkey Race,
Roland,JV-2080 ,,,Pad,Extra Stage,
Roland,JV-2080 ,PR-C (or PR-E?),,Pad,Jungle (World 1),
?,?,,,Percussion Loop (From a Sample Pack),Diner (World 3),
Super Monkey Ball 2,,"(Released: August 24, 2002)","(Music by: Hidenori Shoji, Ryuji Iuchi, Haruyoshi Tomita)",,,
e-LAB,XTortion,Track 3 -> LOOPS,"""JUMP JUNGLE"" 120 BPM",,Monkey Race 2: Expert Track,
IK Multimedia,SampleTank XL,Drums -> Acoustic,Driven,Snare,Baseball Selector,
IK Multimedia,SampleTank XL,Drums -> Acoustic,Large Ambience,,Beginner Boat,
IK Multimedia,SampleTank XL,Loop,Ambient-Dub 2 120 bpm,"C2, D2, E2, F2, B2, G3, A3, E4",-Story Mode Cutscene songs-,
KORG,TRINITY,Programs -> Bank A,A089 Analog Power,,Magical Spell,
Roland,JV-2080,PR-A,036 Phaze Clav 1,Played in Performance Mode,World 7 ~Bubbly Washing Machine~,
Roland,JV-2080,PR-A,062 Poly Key,Played in Performance Mode,World 7 ~Bubbly Washing Machine~,
Roland,JV-2080,PR-A,104 Jamisen,Played in Performance Mode,World 7 ~Bubbly Washing Machine~,
Roland,JV-2080,PR-B,009 Pick Bass,Played in Performance Mode,"Monkey Bowling 2, Monkey Bowling 2: Normal Results, Monkey Bowling 2: Spare, Monkey Bowling 2: Strike, Monkey Bowling 2: Miss",
Roland,JV-2080,PR-B,024 House Bass,Played in Performance Mode,World 7 ~Bubbly Washing Machine~,
Roland,JV-2080,PR-B ,070 4 Hits 4 You,"Edited Patch, See note.",Monkey Shot: Menu,
Roland,JV-2080,PR-B,074 Tekno Hit 2,Played in Performance Mode,Monkey Boat ~Advanced Course~,
Roland,JV-2080,PR-B,083 MG Solo,Played in Performance Mode,World 5 ~Amusement Park~,
Roland,JV-2080,PR-B,086 Smoothe,"Reso & Cutoff adjusted, Portamento Enabled",World 7 ~Bubbly Washing Machine~,
Roland,JV-2080,PR-B,119 Harmonica,Played in Performance Mode,Monkey Billiards 2,
Roland,JV-2080,PR-C,004 Brass Sect,Played in Performance Mode,Bonus Stage,
Roland,JV-2080,PR-C,066 D-50 Heaven,Played in Performance Mode,"Monkey Shot - Advanced Stage, World 10 ~Dr. Bad Boon's Base~",
Roland,JV-2080,PR-E,023 Stacc.Heaven,,World 7 ~Bubbly Washing Machine~,
Roland,JV-2080,Waveforms -> INT-B,109 Cga Open Lo,,World 7 ~Bubbly Washing Machine~,
Roland,JV-2080,Waveforms -> INT-B,111 Cga Mute Lo,,World 7 ~Bubbly Washing Machine~,
Roland,JV-2080,Waveforms -> INT-B,112 Cga Slap,,World 7 ~Bubbly Washing Machine~,
Roland,SOUND Canvas SC-88 Pro,Native Map,029 000 Muted Gt.,"40 Reverb, 30 Chorus",Banana Stadium (Monkey Baseball),
Roland,SOUND Canvas SC-88 Pro,Native Map,028 000 Clean Gt.,60 Reverb,Kingdom Stadium Court (Monkey Tennis),
Roland,SOUND Canvas SC-88 Pro,Native Map,031 000 DistortionGt,"40 Reverb, 30 Chorus","Banana Stadium (Monkey Baseball), Banana Stadium (Monkey Baseball)",
Roland,SOUND Canvas SC-88 Pro,Native Map,032 000 Gt.Harmonics,"40 Reverb, 30 Chorus, - 4480 Pitch",Banana Stadium (Monkey Baseball),
