Company/Manufacturer,Product,Path/Bank,Preset,Notes
Heavyocity,Damage 2,D2 Loop Designer -> 01 All Star Loops (STR),All Star - Modern Mystery (STR),"F4, A#4"
,,,,to check: ewso harp
25. Where The Inscription Was,,,,♪ Yj.W
Live Recording: Aulos,Sandro Friedrich,,,
Live Recording: Harp,Liwei Huang,,,
Heavyocity,Damage 2,,,
26. Undying Glory,,,,♪ Yj.W
Live Recording: Harp,Liwei Huang,,,
Live Recording: Aulos,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
27. The Eternal Campflame,,,,♪ Yj.W
Live Recording: Harp,Liwei Huang,,,
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Bansuri,Sandro Friedrich,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Matt Tylel,Vital,In The Mix -> Lead,Distant Majestic Lead,"Not sure, but sounds close"
,,,,
28. Beacon Smoke Residue,,,,♪ Yj.W
Live Recording: Harp,Liwei Huang,,,
Live Recording: Floyera,Sandro Friedrich,,,
Live Recording: Dulcian,Sandro Friedrich,,,
Live Recording: Lute,Ye Fan,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Dharma Studio,Sounds of KSHMR Vol. 4 Complete Edition,Drum Loops -> Orchestral Drum Loops,KSHMR Orchestral Drum Loop 04 - 100BPM,
,,,,
29. Axe of Evernight,,,,♪ Yj.W
Live Recording: Harp,Liwei Huang,,,
Live Recording: Acoustic Guitar,Ye Fan,,,
Live Recording: Bansuri,Sandro Friedrich,,,
Live Recording: Lute,Ye Fan,,,
,,,,
30. To Gorgo,,,,♪ Yj.W
Live Recording: Lute,Ye Fan,,,
Xfer Records,Serum,Seq,SQ Anxiety Loop [AF],
Xfer Records,Serum,Seq,SQ Is This Trance [DRK],
,,,,
31. To All Things Strifeful,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Native Instruments,Action Strikes,Action Strikes - Hits,Big Cinematic Hits,G4
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_18_128,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_36_128,
,,,,
32. King Father of All,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_18_128,
,,,,
,,,,
,,,,
,,,,
,,,,
Allegory of the Cave (Part 2),,,,
,,,,
,,,,
,,,,
1. Touch of the Broken Blade,,,,"♪ Yj.W, Shijia.Y"
Live Recording: Guitar,"SifuLee, Jersey Wu",,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
2. A Hunt for the Divine,,,,♪ Shijia.Y
Live Recording: Guitar,"SifuLee, Jersey Wu",,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
3. Verdant Sea of Knowing,,,,♪ Yj.W
,,,,
,,,,
4. Shattered Mortal Realms,,,,♪ Yj.W
Live Recording: Wind Instruments,Sandro Friedrich,,,
Best Service,Ethno World Instruments,WORLD PERCUSSION -> SHAKERS,Rainmakers + Loops BM,A3
Best Service,Ethno World Instruments,WORLD PERCUSSION -> SHAKERS,Wood Shaker + Loops BM,G#1 panned center and C#2 panned right
5. Scattered Manuscripts,,,,♪ Zheng.L
Live Recording: Wind Instruments,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Tambourine_Transitions,KSHMR_Tambourine_Transition_07,
6. Dusk of Rationality,,,,♪ Eli.W
,,,,
,,,,
7. Unto Dignity,,,,♪ Shijia.Y
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
8. To Remembrance,,,,♪ Jing.W
,,,,
,,,,
9. Serenade of the Passage,,,,♪ Eli.W
,,,,
,,,,
10. Warmth Contained,,,,♪ Eli.W
Live Recording: Wind Instruments,Sandro Friedrich,,,
,,,,
11. Stories and Sweets,,,,♪ Wandy.N
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
12. Dryness Caged,,,,♪ Eli.W
,,,,
,,,,
13. In the Arms of Tomorrow,,,,♪ Wandy.N
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
14. Beneath the Sheep's Skin,,,,"♪ Jing.W, Yj.W"
Live Recording: Vocal,Yiwei Xie,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
15. Gift of Strife,,,,♪ Jing.W
Live Recording: Electric Guitar,Yi Chen,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
16. Coronation,,,,♪ Jing.W
Live Recording: Wind Instruments,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
17. The Edge Awakened,,,,♪ Fan
Live Recording: Vocal,Yiwei Xie,,,
Live Recording: Wind Instruments,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
18. Ballad of Revelations,,,,♪ Fan
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Choir,Deep Space Choir,,,
19. Hymn of Dawn,,,,♪ Fan
Live Recording: Wind Instruments,Sandro Friedrich,,,
Live Recording: Vocal,Alina Lesnik,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
20. Aria of the Precipice,,,,♪ Aolin.Huang
Live Recording: Vocal,Alina Lesnik,,,
,,,,
21. Seeker of Divinity,,,,♪ Wandy.N
Live Recording: Ethnic Strings,Dimitris Papageorgiou,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Cello,Ping Zhang,,,
Live Recording: Choir,Honkai Choir,,,
,,,,
22. Lightless Dawncloud,,,,♪ Aolin.Huang
,,,,
,,,,
23. Rhyme of the Stream of Souls,,,,♪ Aolin.Huang
,,,,
,,,,
24. Lament on Stream of Souls,,,,♪ Aolin.Huang
Live Recording: Vocal,Yiwei Xie,,,
,,,,
25. Long Strides of Silence,,,,♪ Aolin.Huang
,,,,
,,,,
26. Chrysos,,,,"♪ Jing.W, Fan, Yj.W"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_18_128,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_36_128,
27. Back to the Start,,,,♪ Aolin.Huang
Native Instruments,Massive X,,,Kinda sounds like it
,,,,
28. Elegy of Netherwing,,,,♪ Sherry.S
Live Recording: Vocal,Alina Lesnik,,,
Live Recording: Choir,Honkai Choir,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
Live Recording: Cello,Ping Zhang,,,
29. Antlia Floriography,,,,♪ Jing.W
,,,,
,,,,
30. A Moment to Offer,,,,♪ Eli.W
Live Recording: Choir,Honkai Choir,,,
,,,,
31. Ballad of Silence,,,,♪ Fan
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Choir,Deep Space Choir,,,
32. Sowing of the Dragon's Fangs,,,,♪ Wandy.N
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Cello,Ping Zhang,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
"33. Curtain Rise, Curtain Fall",,,,♪ Eli.W
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
Heavyocity,Damage 2,,,To be found
,,,,
34. Holy City's Twilight,,,,♪ Wandy.N
Live Recording: Cello,Ping Zhang,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
35. Ballad of Hope,,,,♪ Fan
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Choir,Deep Space Choir,,,
,,,,
36. Spontaneous Poetry,,,,♪ Aolin.Huang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
37. What Lies Before,,,,♪ Aolin.Huang
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Wind Instruments,Sandro Friedrich,,,
,,,,
38. Between the Text,,,,♪ Aolin.Huang
,,,,
,,,,
39. Elegy of the Nether,,,,♪ Wandy.N
Live Recording: Vocal,VIOMEAT,,,
,,,,
40. New Page,,,,♪ Eli.W
Heavyocity,Damage 2,D2 Loop Designer -> 01 All Star Loops (STR),All Star - Manhattan Car Chase (STR),G4
,,,,
41. Boundless Strides,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
42. Gloomseeker,,,,♪ Zheng.L
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,Avenger-core synths
43. Narration of Clouds and Snow,,,,♪ Zheng.L
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Heavyocity,Damage 2,D2 Loop Designer -> 01 All Star Loops (STR),All Star - Manhattan Car Chase (STR),"C2, C4, F4"
Native Instruments,Rise & Hit,,,To be found
44. Daythunder Rhapsody,,,,♪ Aolin.Huang
Live Recording: Wind Instruments,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Heavyocity,Damage 2,D2 Loop Designer -> 01 All Star Loops (STR),All Star - Manhattan Car Chase (STR),"C1, F4"
Native Instruments,Rise & Hit,,,To be found
,,,,
45. Passing of Thunder,,,,♪ Duke.Killers
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
46. Sunslayer,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Honkai Choir,,,
,,,,
47. Solar Flare of Broken Wings,,,,♪ Yj.W
Live Recording: Cello,Ping Zhang,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
48. Afterglow in Dust,,,,♪ Yj.W
Live Recording: Vocal,Alessandra Psamathes,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Budapest Scoring Choir,,,
,,,,
49. Proi Proi,,,,"♪ Eli.W, Fan"
Live Recording: Vocal,NIDA,,,
Live Recording: Electric Guitar,SifuLee,,,
Live Recording: Electric Bass,Yiheng Xuan,,,
Live Recording: Drums,Weiming Chu,,,
Live Recording: Choir,"Fan, TSAR, Jing.W, Yj.W, Eli.W",,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_41_128,
,,,,
,,,,
,,,,
,,,,
Allegory of the Cave (Part 3),,,,
,,,,
,,,,
,,,,
1. NAME == Entelechy,,,,♪ TSAR
,,,,
,,,,
2. Maze,,,,♪ Jing.W
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
3. Homeland,,,,♪ Wandy.N
,,,,
,,,,
4. Elysiae Melody,,,,♪ Wandy.N
Live Recording: Violin,Peng Li,,,
,,,,
5. Ode of the Verdant,,,,♪ Yj.W
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
6. Sacred Grove,,,,♪ Yj.W
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
,,,,
7. Promise of Tomorrow,,,,♪ Wandy.N
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
8. When Darkness Spreads,,,,"♪ TSAR, Yj.W"
Live Recording: Vocal,TSAR,,,
Live Recording: Cello,Ping Zhang,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
9. Infernal Blaze,,,,♪ Yj.W
Live Recording: Viola,Haifeng Yu,,,
Live Recording: Electric Guitar,Yi Chen,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
10. When The Wind Was Warm,,,,♪ Aolin.Huang
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
11. Beneath the Bubbles,,,,♪ Aolin.Huang
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
12. Frozen Tides (feat. Alkyone),,,,♪ Fan
Live Recording: Vocal,Alkyone,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Honkai Choir,,,
Live Recording: Harp,Liwei Huang,,,
13. Migratory Hope (feat. Alkyone),,,,♪ Fan
Live Recording: Vocal,Alkyone,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Honkai Choir,,,
Live Recording: Harp,Liwei Huang,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
14. Sweet Dreams and Feasts (feat. Alkyone),,,,♪ Yj.W
Live Recording: Vocal,Alkyone,,,
,,,,
15. The Looming Curtains,,,,♪ Yj.W
Vengeance Sound,VPS Avenger,BigTone -> Arp,AR Glowflies,
Vengeance Sound,VPS Avenger,BigTone -> Arp,AR One Finger Ambient Sines,
Vengeance Sound,VPS Avenger,BigTone -> Arp,AR Transmorph,
,,,,
16. A Journey for the Past,,,,"♪ Eli.W, Wandy.N"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
17. Face of a Stranger,,,,♪ Wandy.N
,,,,
,,,,
18. The Long Road Through Evernight,,,,♪ Wandy.N
,,,,
,,,,
19. Passing the Torch,,,,♪ Wandy.N
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Honkai Choir,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
20. Conqueror's Contemplation,,,,♪ Aolin.Huang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
21. Starlight Serenade,,,,♪ Jing.W
Live Recording: Lyre,Giorgos Tabakis,,,
,,,,
22. Vector Thirteen,,,,♪ Yj.W
,,,,
,,,,
23. Matrix,,,,♪ Eli.W
,,,,
,,,,
24. Mythical Axiom,,,,♪ Jing.W
Epic Stock Media,Digital Elements,Sci_fi -> Particles_Computer,Scifi Processor Computer Computing 4 Loading,
,,,,
25. Buffer Zone,,,,♪ Eli.W
,,,,
,,,,
26. Overflowing Core,,,,♪ Eli.W
,,,,
,,,,
27. Forging Tomorrow,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
Xfer Records,Serum,Virtual Riot: Serum Presets for PRESET JUNKIES,V_RIOT_serum_arpeggio_hyperspace,Sub disabled
28. Flowing Memories,,,,♪ Jing.W
,,,,
,,,,
29. Unholy Blood,,,,♪ Aolin.Huang
Live Recording: Vocal,Aolin.Huang,,,
Native Instruments,Rise & Hit,01 - Orchestral,Bowed To Burst,
30. Phase Shift,,,,♪ Eli.W
,,,,
,,,,
31. Stalled Flight,,,,"♪ Eli.W, Yj.W"
,,,,
,,,,
32. Tranquil Dream,,,,♪ Yj.W
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
,,,,
33. Nameless Healing,,,,"♪ Eli.W, Yj.W"
Live Recording: Harp,Liwei Huang,,,
,,,,
34. Mind and Soul,,,,"♪ Eli.W, Wandy.N"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
35. In the Name of All Worlds,,,,♪ Duke.Killers
Live Recording: Hurdy Gurdy,Jiali Zhang,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
36. Remembrance of the Heart,,,,"♪ Fan, Jing.W"
Live Recording: Violin,Qin Zhang,,,
Live Recording: Cello,Yi Sun,,,
Live Recording: Flute,Xiaohua Cheng,,,
37. Clash of Time Rift,,,,♪ Jing.W
,,,,
,,,,
38. Echoes of Dragon,,,,"♪ Jing.W, Vinchi"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
39. Flawless Ichor,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
40. Golden Desires,,,,"♪ Fan, Jing.W"
Live Recording: Vocal,Alina Lesnik,,,
,,,,
41. The End of Gods,,,,♪ Yj.W
Live Recording: Choir,Honkai Choir,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
42. Virus,,,,♪ Aolin.Huang
,,,,
,,,,
43. Mirage,,,,♪ Yj.W
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
,,,,
44. Mirage of Regrets,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Honkai Choir,,,
Live Recording: Ethnic Strings,Dimitris Papageorgiou,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
45. Tomb of Blades (feat. Alexia Evellyn),,,,♪ Yj.W
Live Recording: Vocal,Alexia Evellyn,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Honkai Choir,,,
46. Immolation of the Heavens,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,London Voice,,,
Live Recording: Electric Guitar,"Li Li@NYE Studio, SifuLee",,,
47. Agony Converging into River (feat. Alexia Evellyn),,,,♪ Yj.W
Live Recording: Vocal,Alexia Evellyn,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,London Voice,,,
48. An Eternal Page,,,,♪ Jing.W
,,,,
,,,,
49. A World of Deep Love,,,,♪ Jing.W
Live Recording: Vocal,Alina Lesnik,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Cello,Yi Sun,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
50. Era Nova (feat. Alexia Evellyn),,,,♪ Yj.W
Live Recording: Vocal,Alexia Evellyn,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,London Voice,,,
Live Recording: Child Vocal,王荣麟@亚洲爱乐乐团少年合唱团,,,
51. Shatter the God's Crown (feat. Alexia Evellyn),,,,♪ Yj.W
Live Recording: Vocal,Alexia Evellyn,,,
Live Recording: Cello,Ping Zhang,,,
Live Recording: Choir,London Voice,,,
Live Recording: Electric Guitar,Jersey Wu,,,
52. To the World,,,,"♪ Fan, Jing.W"
Live Recording: Vocal,Alina Lesnik,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
,,,,
,,,,
Astral Theater Vol.3,,,,
,,,,
,,,,
,,,,
1. Sweat and Sunshine,,,,♪ Zheng.L
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
2. Protean Hero,,,,♪ Aolin.Huang
Live Recording: Vocal,Yiwei Xie,,,
,,,,
3. Weightless Chaos,,,,♪ Zheng.L
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
4. Universal Kaleidoscope,,,,♪ Zheng.L
,,,,
,,,,
5. Catapult Launch,,,,♪ Zheng.L
,,,,
,,,,
6. Hero of Justice,,,,♪ Zheng.L
,,,,
,,,,
7. Night of the Holy Grail,,,,"♪ Yj.W, Zheng.L"
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Violin,Yiying Zhang,,,
Live Recording: Cello,Xiaolong Chen,,,
8. Utopia,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
9. Victory Above All,,,,♪ Zheng.L
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Violin,Yiying Zhang,,,
10. Pierce the Darkness,,,,♪ Aolin.Huang
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Electric Guitar,Jersey Wu (HOYO-MiX),,,
11. The Wind Be With You,,,,♪ Yj.W
,,,,
,,,,
12. Wingflap,,,,♪ Wandy.N
,,,,
,,,,
13. Dreamjoy Realm,,,,♪ Aolin.Huang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
14. The Gentle Earth,,,,♪ Aolin.Huang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
15. Divine Judgment,,,,♪ Aolin.Huang
,,,,
,,,,
16. Warm Up,,,,♪ Eli.W
,,,,
,,,,
17. Neck-And-Neck,,,,♪ Eli.W
,,,,
,,,,
18. Fame and Fortune,,,,♪ Aolin.Huang
Spectrasonics,Omnisphere 2,Pads + Strings,Holy of Holys Pad,
,,,,
19. Invisible Hand,,,,♪ Aolin.Huang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
20. Playful Moments,,,,♪ Yonghui.C
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Violin,Qin Zhang,,,
Live Recording: Ethnic Wind Instruments,Sandro Friedrich,,,
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
Live Recording: Accordion,Xiaonan Xu,,,
21. Corridor of Memorial Dreams,,,,♪ Aolin.Huang
,,,,
,,,,
22. Theophany,,,,♪ Aolin.Huang
,,,,
,,,,
23. Dream of Gnawing,,,,♪ Aolin.Huang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Honkai Choir,,,
24. Void Walk,,,,♪ Aolin.Huang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
25. Nightmarish Omen,,,,♪ Han.J
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Let There Be Laughter (Part 1),,,,
,,,,
,,,,
,,,,
1. Comedy Symphony,,,,♪ Fan
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Vocal,"Vane, Fan, Eli.W",,,
Apple,iLife Sound Effects,Foley,Walkie Talkie Garble,
Apple,iLife Sound Effects,Machines,Record Player Scratching,
Apple,iLife Sound Effects,Machines,Tape Rewinding 01,
Apple,iLife Sound Effects,Machines,Tape Rewinding 02,
Apple,iLife Sound Effects,Machines,Tape Rewinding 03,
Arturia,ARP 2600 V3,Sequences,Pop Corn,
Dharma Studio,Sounds of KSHMR Vol. 4 Complete Edition,Drum Loops -> Drum Loops - Main -> Marching Snare Loops,KSHMR Marching Snare Loop 29 - 128BPM,
"2. Morning, Planarcadia!",,,,♪ Yj.W
reFX,Nexus,NuDisco -> Arpeggio,AR Funky Guitar Lick 1,"Render at A2 (FL: A4), pitch up 7 semitones"
Vengeance Sound,VPS Avenger,EDM 1 -> Sequences,SQ Adrenaline,
Vengeance Sound,VPS Avenger,Synthwave -> Synth,SN 80s Superflute,
3. Soothing Waves,,,,"♪ Yj.W, TSAR"
,,,,
,,,,
4. Shopping Channel,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Apple,iLife Sound Effects,Foley,Walkie Talkie Garble,
5. Vital Infusion,,,,♪ Bojack
Live Recording: Vocal,Eva Zuo,,,
Toontrack,EZdrummer 2,EZdrummer 2 Modern,Basic,
6. Daylight Diner,,,,♪ Yj.W
,,,,
,,,,
7. Where We Part Ways,,,,♪ Sean
Live Recording: Clarinet,Dan Wu,,,
Live Recording: Violin,Keren Hu,,,
Live Recording: Viola,Qingqing Yu,,,
Live Recording: Cello,Xiaolong Chen,,,
8. Reasons to Live Here,,,,"♪ Yj.W, TSAR"
,,,,
,,,,
9. Seeds of Artistry,,,,"♪ Yj.W, Eli.W"
,,,,
,,,,
10. Pen-Point Fantasy,,,,"♪ Yj.W, Eli.W"
,,,,
,,,,
11. Dust and Secrets,,,,♪ Eli.W
,,,,
,,,,
12. Misted Mysteries,,,,"♪ Jing.W, TSAR"
,,,,
,,,,
13. Faded Memories,,,,♪ Eli.W
,,,,
,,,,
14. Crystal Sweatdrops,,,,♪ Yonghui.C
,,,,
,,,,
15. World's End Tavern,,,,♪ Duke.Killers
Live Recording: Vocal,Eva Zuo,,,
Live Recording: Saxophone,Shihai Li,,,
,,,,
16. Paramount Bliss,,,,♪ Yj.W
,,,,
,,,,
17. Savor the Moment,,,,♪ Jing.W
,,,,
,,,,
18. Bone Marrow,,,,♪ Jing.W
,,,,
,,,,
19. Rare Treasure,,,,♪ Wandy.N
Live Recording: Flute,Xiaolong Chen,,,
Live Recording: Violin,Qin Zhang,,,
20. Dark Alley,,,,♪ Duke.Killers
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Flute,Xiaolong Chen,,,
Live Recording: Trumpet,Xunji Yang,,,
21. The Dark Side of Light,,,,♪ Duke.Killers
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Clarinet,Dan Wu,,,
22. A Dream Among Flowers,,,,♪ Fan
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Vocal,Chengzhen Meng,,,
23. Water-Mirrored Moon,,,,♪ Fan
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Vocal,Chengzhen Meng,,,
24. Woe and Weal,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
25. Trigram of Incompletion,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
26. Game Time!,,,,♪ Yj.W
Dharma Studio,Sounds of KSHMR Vol. 4 Complete Edition,Drum Loops -> Drum Loops - Main -> Breakbeat Loops,KSHMR Breakbeat 05 - 96BPM - Full,
reFX,Nexus,Artist Series - 7 Skies -> Arpeggio,AR 80s Fantasy Movie,
reFX,Nexus,Chiptune -> Arpeggio,AR Chord Fall (MW min-maj),
reFX,Nexus,Deep House -> Arpeggio,AR Chilling Squares,
reFX,Nexus,Studio Production 1 -> Drumloop,DL That Hi-Hat 7 (Mod=Sample),
Splice Sounds,Sounds of KSHMR Vol. 2,Fills -> 128BPM Short Fills,KSHMR Short Fill 128BPM 08,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Break_Beat_Loops,KSHMR_Break_Beat_Loop_07_145,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Break_Beat_Loops,KSHMR_Break_Beat_Loop_12_170,
Vengeance Sound,VPS Avenger,8 Bit Era -> Bass,BA Modern Sid,
Vengeance Sound,VPS Avenger,8 Bit Era -> FX,FX Mad LFO,
Vengeance Sound,VPS Avenger,8 Bit Era -> Plucked,PL GB Bitpike,
Vengeance Sound,VPS Avenger,16 Bit Era -> Arp,AR Bassline Chip-Split,
Vengeance Sound,VPS Avenger,16 Bit Era -> Sequences,SQ Newsflash,Drums muted
Vengeance Sound,VPS Avenger,Factory -> Organ,OR Organ 90s,
Vengeance Sound,VPS Avenger,Future Pop -> Leads,LD Cream Sword,
27. Up-Up-Down-Down-Left-Left-Right-Right,,,,♪ Yj.W
reFX,Nexus,Chiptune -> Arpeggio,AR Chord Fall (MW min-maj),
