Type,Brand Name,Product,Source / Proof,Date/ First Recorded Usage,Last Recorded Usage,Additional Notes,,,,,,,,,,,,,,,,,,,
Software,Native Instruments,Massive,Instagram,,,,,,,,,,,,,,,,,,,,,,
Software,Native Instruments,Reaktor 5,,,,,,,,,,,,,,,,,,,,,,,
Software,Native Instruments,Superior Drummer 2.1,,,,,,,,,,,,,,,,,,,,,,,
Software,reFX,Nexus 2,Instagram,,,,,,,,,,,,,,,,,,,,,,
Software,Spectrasonics,Omnisphere 2,,,,,,,,,,,,,,,,,,,,,,,
Software,Spectrasonics,Stylus RMX,,,,,,,,,,,,,,,,,,,,,,,
Software,Spectrasonics,Trilian,Instagram,,,,,,,,,,,,,,,,,,,,,,
Software,Steinberg,HALion 6,,,,,,,,,,,,,,,,,,,,,,,
Software,Steinberg,Monologue,,,,,,,,,,,,,,,,,,,,,,,
Software,Steinberg / Wizoo,Xphraze,,,,,,,,,,,,,,,,,,,,,,,
Software,Toontrack,Superior Drummer 3,,,,,,,,,,,,,,,,,,,,,,,
Software,Vienna Symphonic Library,Vienna Ensemble Pro,Instagram,,,,,,,,,,,,,,,,,,,,,,
Software,XLN Audio,Addictive Drums,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Equipment owned by Naoshi Mizuta (FFXI, FFXIV, FFXIII-2, Lightning Returns, Final Fantasy Dimensions, Stanger of Paradise, and FFXV Episode Prompto DLC composer)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DAW,Steinberg,Cubase,Synthax Interview,,,,,,,,,,,,,,,,,,,,,,
Audio Interface,RME Audio,Fireface 800,Synthax Interview,,,,,,,,,,,,,,,,,,,,,,
Audio Interface,RME Audio,HDSPe ExpressCard,Synthax Interview,,,,,,,,,,,,,,,,,,,,,,
Hardware,Korg,TR-Rack,Twitter DMs,,,Probably from Square's in-house set,,,,,,,,,,,,,,,,,,,
Hardware,Roland,TR-606,Synthax Interview,,,,,,,,,,,,,,,,,,,,,,
Hardware,Roland,XP-60,Twitter DMs,,,Probably from Square's in-house set,,,,,,,,,,,,,,,,,,,
Hardware,Roland,TR-909,Synthax Interview,,,,,,,,,,,,,,,,,,,,,,
Software,Katsuhiro Chiba,Cyan/n,GDC 2011,,,,,,,,,,,,,,,,,,,,,,
Software,Native Instruments,Kontakt ,Twitter reply,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Equipment owned by Kenji Hiramatsu (Episode Ardyn co-composer),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Hardware,Roland,JV-1080,,,Final Fantasy XV: Episode Ardyn (2019),,,,,,,,,,,,,,,,,,,,
Sample Library,Vegeance Sound,Effects Vol. 1,,Xenoblade Chronicles (2010),Xenoblade Chronicles 3 (2022),,,,,,,,,,,,,,,,,,,,
Sample Library,Vegeance Sound,Effects Vol. 2,,Xenoblade Chronicles (2010),Xenoblade Chronicles 3 (2022),,,,,,,,,,,,,,,,,,,,
Sample Library,Vegeance Sound,Effects Vol. 1,,Xenoblade Chronicles (2010),Xenoblade Chronicles 3 (2022),,,,,,,,,,,,,,,,,,,,
Sample Library,Vegeance Sound,Effects Vol. 2,,Xenoblade Chronicles (2010),Xenoblade Chronicles 3 (2022),,,,,,,,,,,,,,,,,,,,
Software,Spectrasonics,Omnisphere 2,,Xenoblade Chronicles 2 (2017),,,,,,,,,,,,,,,,,,,,,
Software,Synthogy,Ivory,,Xenoblade Chronicles (2010),Xenoblade Chronicles 2 (2017),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Equipment owned by Yoko Shimomura (XV composer),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DAW,Apple,Logic Pro X,See Twitter post,,,,,,,,,,,,,,,,,,,,,,
DAW,Avid,Pro Tools,See Twitter post,,,,,,,,,,,,,,,,,,,,,,
DAW,MOTU,Digital Performer 3,RocketBaby interview,,,,,,,,,,,,,,,,,,,,,,
DAW,MOTU,Digital Performer 9,Opened in one of her tweets.,,,,,,,,,,,,,,,,,,,,,,
Hardware,Roland,Fantom-XR,See image.,,,,,,,,,,,,,,,,,,,,,,
Hardware,Roland,JV-1080,See image.,,,,,,,,,,,,,,,,,,,,,,
Hardware,Roland,JV-2080,See equipboard image.,,,,,,,,,,,,,,,,,,,,,,
Hardware,Roland,XV-5080,See image.,,,,,,,,,,,,,,,,,,,,,,
Hardware,Studiologic,Numa Compact 2,See Twitter post,Kingdom Hearts III (2019),,,,,,,,,,,,,,,,,,,,,
Hardware,Yamaha,MOTIF-RACK,See image.,,,,,,,,,,,,,,,,,,,,,,
Hardware,Yamaha,O2R,See equipboard image.,,,,,,,,,,,,,,,,,,,,,,
Hardware,Yamaha,V50,See blog post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Goliath,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Ra,,Xenoblade Chronicles (2010),,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Symphonic Orchestra,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Stormdrum,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,ILIO,Skippy's Big Bad Beats,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Native Instruments,Kontakt Factory Library,Owns Kontakt -> Kontakt Factory Library,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spectrasonics,Liquid Grooves S.A.G.E. Xpander,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spectrasonics,Metamorphosis S.A.G.E. Xpander,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spectrasonics,Retro Funk S.A.G.E. Xpander,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spectrasonics,Bonus Spectrasonics S.A.G.E. Xpander,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,UVI,Falcon,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Vir2,Q,,,,,,,,,,,,,,,,,,,,,,,
Software,Modartt,PianoTeq 6,Opened in one of her tweets.,Super Smash Bros. Brawl (2008),,,,,,,,,,,,,,,,,,,,,
Software,MusicLab,RealGuitar,,Xenoblade Chronicles (2010),,,,,,,,,,,,,,,,,,,,,
Software,Native Instruments,Kontakt 4,Opened in one of her tweets.,,,,,,,,,,,,,,,,,,,,,,
Software,Spectrasonics,Stylus RMX,,,,,,,,,,,,,,,,,,,,,,,
Software,Steinberg,HALion,,,,,,,,,,,,,,,,,,,,,,,
Software,Steinberg,Hypersonic 2,,Kingdom Hearts II (2005),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Equipment owned by Yasunori Nishiki (VII Remake & Rebirth composer),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DAW,Steinberg,Cubase Pro 10,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Hardware,Native Instruments,KOMPLETE KONTROL S61 MK2,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Bundle,Native Instruments,Komplete,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,Best Service,Engine,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,EastWest,PLAY,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,Lennar Digital,Sylenth1,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,Orchestral Tools,SINE Player,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,Spectrasonics,Stylus RMX Xpanded,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,Spectrasonics,Omnisphere 2.6,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,Spectrasonics,Keyscape,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,Spectrasonics,Trilian 1.5,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,Vienna Symphonic Library,Vienna Ensemble Pro,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,UVI,Workstation,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,XLN Audio,Addictive Drums 2,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
VST,XLN Audio,Addictive Keys,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,8Dio,Majestica,Twitter video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Best Service,Celtic ERA,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Best Service,ERA II Medieval Legends,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Big Fish Audio,Flamenco Guitars,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Goliath,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Hollywood Strings Diamond,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Ra,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Stormdrum 2,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Stormdrum 3,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Symphonic Orchestra Gold Complete,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Frontline Producer,Americana Guitars,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Frontline Producer,Blues Keys,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Frontline Producer,Funk & Disco Guitars,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Frontline Producer,Funk & Soul Keys,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Frontline Producer,Soul Funk,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Frontline Producer,Studio Acoustics Guitars Vol. 2,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Frontline Producer,The Sound of Hammond,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Impact Soundworks,Tokyo Scoring Strings,Review on product page,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Loopmasters,Guitarristas,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Loopmasters,Hip Hop & Soul Guitars,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Loopmasters,Indian Sessions Vol. 4,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Loopmasters,KV Bala Krishnan - Tabla Sessions,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Loopmasters,Percussionism 2,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Loopmasters,Signature Percussion - House Conga Grooves,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Loopmasters,The Magic Drum Orchestra - Samba Drums & Percussion,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Organic Loops,Complete Electric Bass,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Organic Loops,Flamenco Guitars,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Organic Loops,Rhythm Guitar,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Organic Loops / Loopmasters,Brazilian Guitars,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Performance Samples,Solo Violin,Twitter video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Performance Samples,Angry Brass,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,?,"YouTube stream, at 54:27",,,"please write these down, there are a lot",,,,,,,,,,,,,,,,,,,
Sample Library,Strezov Sampling,Rhodope 2: Ethnic Bulgarian Choir,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,RV Sample Packs,Beat Scratch,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,VI Labs,True Keys Italian Grand,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,Ultimate Bass Vol. 2,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,SOR CG2 - Rex Loops,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,Sonny Wharton 2,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,MS Vintage Funk Bass,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,Latin Loop Academy,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,KVS1 Rex Loops,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,FLP Doublebass 160,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,ER1,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
Sample Library,???,DSBL Rex Loops,YouTube stream,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Equipment owned by Yoshinori Nakamura (VII Remake & Rebirth composer),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DAW,Presonus,STUDIO ONE,Sound & Recording Interview,,,,,,,,,,,,,,,,,,,,,,
Software,CELEMONY,Melodyne,Sound & Recording Interview,,,,,,,,,,,,,,,,,,,,,,
VST,Spectrasonics,Keyscape,Dirigent Interview,,,,,,,,,,,,,,,,,,,,,,
Sample Library,8Dio,Century Brass Ensemble,"Open in his ""Orchestral Template"" (""8CB Brass"")",,,,,,,,,,,,,,,,,,,,,,
Sample Library,AudioBro,LA Scoring Strings,"Open in his ""Orchestral Template""",,,,,,,,,,,,,,,,,,,,,,
Sample Library,AudioBro,Modern Scoring Brass,"Open in his ""Orchestral Template"" (""MSB Brass"")",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Fracture Sounds,Midnight Grand,Dirigent Interview,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Metropolis Ark 1,"Open in his ""Orchestral Template"" (""MArk Brass"")",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Tom Holkenborg's Brass,Sound & Recording Interview,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spitfire Audio,Appassionata Strings,Sound & Recording Review,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Equipment owned by Ryo Furukawa (XIV, XVI, VII Remake Intergrade, Rebirth, Record Keeper, and First Soldier arranger)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DAW,Steinberg,Cubase,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Bundle,Native Instruments,Komplete 5,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Bundle,Virharmonic,Soul Capture Strings,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Effect,FabFilter,FabFilter Pro-Q 3,,,,,,,,,,,,,,,,,,,,,,,
VST,EastWest,PLAY,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
VST,IK Multimedia,MODO BASS 2,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
VST,Native Instruments,Kontakt,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
VST,Orchestral Tools,SINEPlayer,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
VST,Reveal Sound,Spire,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
VST,Three-Body Technology,Heavier7strings,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
VST,UVI,Workstation,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
VST,XLN Audio,Addicitve Drums 2,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Software,Vienna Symphonic Library,Vienna Ensemble Pro,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,8Dio,Reqiuem Pro,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,8Dio,Century Brass,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,AudioBro,LA Scoring Strings,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,AudioBro,Modern Scoring Brass,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Aaron Venture,Infinite Brass,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Aaron Venture,Infinite Woodwinds,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Best Service,Ethno World 6,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Best Service,The Orchestra,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Cinematic Studio Series,Cinematic Studio Strings,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Cinesamples,CinePerc,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Cinesamples,CinePiano,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Hollywood Strings,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Silk,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,EastWest,Symphonic Orchestra,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Embtertone,Joshua Bell Violin,Twitter video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Heavyocity,Damage 2,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Heavyocity,Evolve Mutations,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Heavyocity,Scoring Guitars 3,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Heavyocity,Vocalise 2,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Impact Soundworks,Vocalisa: Slavic Womens Choir,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Musical Sampling,Adventure Brass,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Musical Sampling,Adventure String,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Native Instrument ,Session Guitarist - Strummed Acoustic 2,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Native Instrument ,Symphonic Series String Ensemble,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Berlin Brass,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Berlin Symphonic Harps,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Berlin Percussion,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Berlin Strings,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Berlin Woodwinds,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Metropolis Ark 1,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Metropolis Ark 2,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Metropolis Ark 3,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Metropolis Ark 4,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Patina,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Time Micro,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Tom Holkenborg's Brass,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Performance Samples,Con Moto,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Performance Samples,Vista,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Performance Samples,Oceania,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Performance Samples,Pacific Percussion,Twitter Post,,,Has the demo version,,,,,,,,,,,,,,,,,,,
Sample Library,Performance Samples,Pacific Solo Strings,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,ProjectSam,Swing More!,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Sonokinetic,Minimal,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spitfire Audio,Spitfire Chamber Strings,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spitfire Audio,Spitfire Solo Strings,"Shown in ""libraries"" tab in Twitter video",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Strezov Sampling,Rhodope 2: Ethnic Bulgarian Choir,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Strezov Sampling,Orchestral Percussion X3M,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Surge Sounds,MELO,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Virharmonic,Bohemian Cello,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Virharmonic,Bohemian Violin,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Virharmonic,Bohemian Viola,Twitter Video,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Equipment owned by SpinSolfa (Tadayoshi Makino) (XV, Dissidia NT, and VII Remake Trilogy arranger and composer)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DAW,Steinberg,Nuendo,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
DAW,Steinberg,Cubase,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Hardware,Native Instruments,KOMPLETE KONTROL S61,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Software,Vienna Symphonic Library,Vienna Ensemble Pro,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Equipment owned by Shotaro Shima (VII Remake, Record Keeper, and First Soldier arranger and composer)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DAW,Steinberg,Cubase,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
VST,Audio Modeling,SWAM-W Engine,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
VST,UVI,Workstation,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Audio Modeling,SWAM Saxophones,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,AcousticSamples,VHorns,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Fracture Sounds,Woodchester Piano,,Final Fantasy VII Remake (2020),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Equipment owned by Ryo Yamazaki (Composer & Arranger for FFCC: The Crystal Bearers, World of Final Fantasy, Stanger of Paradise, VII Rebirth. Arranger for the Lightning Saga, FFX Remaster, and Mobius)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Software,Vienna Symphonic Library,Vienna Ensemble Pro,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
VST,MOTU,Machfive,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
VST,Native Instruments,Kontakt,Twitter Post,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Equipment owned by Kenichiro Fukui (""Kiss Me Good-Bye"" from XII, XII Revenant Wings, VI DS, XIV, and VII Remake Arranger. Keyboardist for The Black Mage.)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Hardware,Roland,Fantom X7,Live Performance,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Things to Find,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Masashi Hamauzu,,,,,,,,,,,,,,,,,,,,,,,,,
VST,Native Instruments,"??? (""Some standard software synth"")",Original Sound Vision Interview,,,Likely multiple,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Kumi Tanioka,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument,Roland,??? (Appears to be a piano),Final Fantasy 25th Anniversary concert,,,,,,,,,,,,,,,,,,,,,,
"Ryo Yamazaki (Composer & Arranger for FFCC: The Crystal Bearers, World of Final Fantasy, Stanger of Paradise, VII Rebirth. Arranger for the Lightning Saga, FFX Remaster, and Mobius)",,,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Best Service,Various,Scarlet Moon Interview,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Cinematic Studio Series,Various,Scarlet Moon Interview,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Orchestral Tools,Various,Scarlet Moon Interview,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spitfire Audio,Various,Scarlet Moon Interview,,,,,,,,,,,,,,,,,,,,,,
Yasunori Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,?,"""Other Brass""","Open in his ""Orchestral Template""",,,,,,,,,,,,,,,,,,,,,,
Sample Library,Spitfire Audio,Various,"Open in his ""Orchestral Template""",,,,,,,,,,,,,,,,,,,,,,
Shotaro Shima,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Library,Either Native or VSL,Kontakt Factory or VSL SE 1,Marimba heard in track,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
