Company/Manufacturer,Product,Path/Bank,Preset,Notes
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_alert_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_door_hinge_02,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_gate_restart_06,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_malfunction_04,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_ten_ten_04_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_ten_ten_05_F,
75. 男子汉汉斯  |  Real Bro Hans,,,,♪ Song Peiyan
Ample Sound,Ample Bass P,Presets,Default,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_hasapre,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_hightail,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_brutal2_140_D,-2 semitones
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,one_shots -> Bass_Stabs,VR_bass_hit_demons4_D,-2 semitones
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Cymbal_Transitions,KSHMR_Cymbal_Transition_19,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Tambourine_Transitions,KSHMR_Tambourine_Transition_07,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_classic_acid_03_F,
Test Press,Noisia Sample Pack Vol. 2,loops -> break_loops,TSP_NOISIA_V2_172_break_loop_hyper3,
76. 少女格莱特  |  Young Lady Greta,,,,♪ Song Peiyan
Ample Sound,Ample Bass P,Presets,Default,Slap keyswitch
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_hasapre,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_hightail,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_brutal2_140_D,-2 semitones
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,one_shots -> Bass_Stabs,VR_bass_hit_chonklazer2_E,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,one_shots -> Bass_Stabs,VR_bass_hit_demons2_D,-2 semitones
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,one_shots -> Bass_Stabs,VR_bass_hit_demons4_D,-2 semitones
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions ->  Tambourine_Transitions,KSHMR_Tambourine_Transition_07,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_classic_acid_03_F,
Spectrasonics,Trilian,Bass Instruments,,
Test Press,Noisia Sample Pack Vol. 2,loops -> break_loops,TSP_NOISIA_V2_172_break_loop_hyper3,
77. 勇者星期五  |  Warrior Friday,,,,♪ Song Peiyan
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_hightail,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_brutal2_140_D,-2 semitones
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,one_shots -> Bass_Stabs,VR_bass_hit_demons4_D,-2 semitones
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Snares -> Big_Snares,KSHMR_Big_Snare_19,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Tambourine_Transitions,KSHMR_Tambourine_Transition_07,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_classic_acid_03_F,
Test Press,Noisia Sample Pack Vol. 2,loops -> break_loops,TSP_NOISIA_V2_172_break_loop_hyper3,
78. 钢铁奇美拉  |  Metal Chimera,,,,♪ Yang Wutao
Live Recording: Mr.mo,Vocal,,,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> toms,BRLY_ALVE_tom_dmx,One instance is pitched -2 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> toms,BRLY_ALVE_tom_linnthree,-2 semitones
ovasenpai,Free Snare Pack! :) ,,OVA_Free_Snare_06,
ovasenpai,Free Snare Pack! :) ,,OVA_Free_Snare_17,
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Hi-Hats_(Open),PMRDW2_Open_Hat_Jester,
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Kicks,PMRDW2_Kick_Rusthand,
Singomakers,EDM Ultra Pack 3,SEU3_One_Shots -> SEU3_Claps_&_Snares,SEU3_Claps_&_Snares_41,
Singomakers,EDM Ultra Pack 3,SEU3_One_Shots -> SEU3_Wobbles,SEU3_Wobble_04_E,"-1 semitone, -2 semitones"
Singomakers,EDM Ultra Pack 3,SEU3_One_Shots -> SEU3_Wobbles,SEU3_Wobble_09_D,
Singomakers,EDM Ultra Pack 3,SEU3_One_Shots -> SEU3_Wobbles,SEU3_Wobble_12_A#,
Singomakers,EDM Ultra Pack 3,SEU3_One_Shots -> SEU3_Wobbles,SEU3_Wobble_15_E,
Singomakers,Skill-X-Dubstep Vol. 2,SSX2_Synth_Loops,SSX2_160_BPM_E_Synth_Loop_22,Pitched up a ton
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_get_it_01_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_get_it_02_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_get_it_04_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_get_it_06_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_get_it_08_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_riddim_terror_02_E,"+7, & +12 semitones, stretched"
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_sweep,"-5, +5, +8, & +12 semitones, heavily stretched"
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_ten_ten_03_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_ten_ten_06_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_violent_01_F,
Xfer Records,Serum,Bass,BA Liquid neuro [GI],
Xfer Records,Serum,Disciple Samples - Virtual Riot Serum Presets 2,BS Oh You Mean Wobs [VIRTUAL RIOT],With Chorus and Phaser effects
,,,,Bass samples shared with Chaos Alpha
79. 绝命舞曲  |  Dance of Death,,,,♪ Yang Wutao
Sample: The Winstons,Amen Brother,,Timestamp 1:26,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,fx -> impacts,BRLY_ALVE_impact_flam,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,fx -> impacts,BRLY_ALVE_impact_tomb,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,fx -> upsweeps,BRLY_ALVE_upsweep_banker,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,bass_loops,DS_SCD_150_bass_synth_loop_color_guns_brutal...,"-8 semitones, EQ"
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots,DS_SCD_bass_synth_one_shot_robo_d#m,"Reversed, Stutter effect: 1/32"
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots,DS_SCD_bass_synth_one_shot_sustain_pungent_em,Stutter effect: 1/16
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> glitch_one_shots ,DS_SCD_glitch_one_shot_confusion,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> glitch_one_shots ,DS_SCD_glitch_one_shot_granular_lazer,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> glitch_one_shots ,DS_SCD_glitch_one_shot_intruder_colorful_d#min,-2 semitones
Zenhiser,Flex - Drum & Bass,FLEXDRUMNBASS - Loops - Drum Beats,022(c) Drum Beat 172bpm - FLEXDRUMNBASS Z...,
80. 傲慢与偏执  |  Pride and Paranoia,,,,♪ Zhou Bin
Cymatics,Dubstep Toolkit,Synths - Drop Loops,Dubstep Toolkit Drop Loop 5 - 150 BPM F Min,-1 semitone
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_loops -> BNDLZ_drum_fills,BNDLZ_145_drum_loop_fill_cinco_pation,
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_one_shots -> BNDLZ_bass_one_shots,BNDLZ_150_bass_one_shot_speedy_excited_F#,
Disciple Samples,Disciple: Riddim Starter Pack Vol. 1,loops -> bass_loops,DS_RS_150_bass_loop_mud_color_riddim_E,
Test Press,Noisia Sample Pack Vol. 2,one-shots -> drums -> cymbals,TSP_NOISIA_V2_cymbal_ruiscrash,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_lasor_E,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_scooby_F,-1 semitone
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_chuggy2_150_E,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_dramaqueen_150_E,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_healthylunch3_150_D#,One instance is pitched +2 semitones
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,one_shots -> Synth_Shots,VR_synth_hit_ComputingNoises7,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> fill_one_shots ,DS_SRD2_140_drum_one_shot_fill_echosnares,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> fill_one_shots ,DS_SRD2_140_drum_one_shot_fill_echosnares...,
Xfer Records,Serum,Virtual Riot: Serum Presets for PRESET JUNKIES,V_RIOT_serum_bass_bass_and_chord,
Xfer Records,Serum,,,Everything
81. Purchasable Loyalty,,,,♪ Song Peiyan
,,,,
,,,,
82. 复活的霸主  |  Long Live the King,,,,♪ Lei Sheng
"Live Recording: Lei Sheng, 狐妖Mikan",Vocal,,,
,,,,
83. 危险面  |  Desperation and Despair,,,,♪ Yang Wutao
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_additive_hit_em,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_chocolate_atonal...,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_chocolate_tonal_...,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_candy_lemon_em,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_candy_lime_em,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_color_gun_alt_gm,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_colour_bass_synth_scroingle_d#m,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_glass_blaster_fm,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_hypergrowl_zap_em,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_ice_blast_fm,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_razor_sharp_gm,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_robo_d#m,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> bass_one_shots ,DS_SCD_bass_synth_one_shot_spacey_em,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> drums -> snares,DS_SCD_snare_one_shot_mumbai_clean,
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> fx_one_shots -> melodic_fx_one_shots,DS_SCD_fx_melodic_one_shot_voyager_fmaj,Reversed
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,one_shots -> fx_one_shots -> misc_fx_one_shots,DS_SCD_fx_misc_one_shot_weird_fall,Stretched to 1 bar
Disciple Samples,Skybreak - Colorful Dubstep Vol 1,synth_loops -> general_synth_loops,DS_SCD_150_synth_loop_windswept_em,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Ghost_F,
Singomakers,Future Bass Ultra Pack Vol. 2,SFB2_Future_One_Shots -> SFB2_HiHats,SFB2_HiHat_21,+3 semitones
Singomakers,Future Bass Ultra Pack Vol. 2,SFB2_Future_One_Shots -> SFB2_Kicks,SFB2_Kick_36,+1 semitone
Singomakers,Future Bass Ultra Pack Vol. 2,SFB2_FX -> SFB2_Sweeps_Up,SFB2_Sweep_Up_23,
84. 献给始主的牲  |  Offering to the Primordial,,,,"♪ Yang Wutao, Lei Sheng"
Live Recording: 张清/HaSu-P,Guitar,,,
,,,,
85. Doom Bloom,,,,♪ Lei Sheng
,,,,
,,,,
86. 预言之下  |  The Prophecy,,,,♪ Yang Wutao
Spectrasonics,Stylus RMX,Classic Stylus -> Tambourines,,
Xfer Records,Serum,Seq,SQ Automator 5 [GS],
,,,,
87. 真·预言之下  |  The True Prophecy,,,,♪ Yang Wutao
Live Recording: Song Peiyan,Guitar,,,
,,,,
88. 玛瑟尔迷宫  |  Marcel Maze,,,,♪ Song Peiyan
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Shaker_Transitions,KSHMR_Shaker_Transition_15,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Tambourine_Transitions,KSHMR_Tambourine_Transition_07,
,,,,
89. 邦布维修大师  |  Bomb Repair Master,,,,♪ Lei Sheng
,,,,why does the synth lead sound like megalovania guitar
,,,,
90. 同行于新艾利都  |  Journey Through New Eridu ★,,,,♪ Yang Wutao
Native Instruments,Abbey Road Vintage Drummer,,Ivory Kit - Full,
Spectrasonics,Keyscape,Acoustic Pianos,LA Custom C7 Grand Piano,
Spectrasonics,Trilian,Bass Instruments -> Bass - Acoustic Upright,Acoustic - Trilian Main,
Spectrasonics,Trilian,Bass Instruments -> Bass - Acoustic Upright,Trilian Ac 1 FX Slides Down,
91. 孩子们的交友监督  |  Kids' Friendship Supervision,,,,♪ Yang Wutao
,,,,
,,,,
92. 金牌向你招手  |  Gold Medal Beckons,,,,♪ Zhou Bin
,,,,
,,,,
93. 入门金牌  |  Entry-Level Gold Medal,,,,♪ Zhou Bin
,,,,
,,,,
94. 大师金牌  |  Master Gold Medal,,,,♪ Zhou Bin
,,,,
,,,,
95. 金牌纪念  |  Gold Medal Commemoration,,,,♪ Song Peiyan
,,,,
,,,,
96. 金牌嘉奖  |  Gold Medal Award,,,,♪ Song Peiyan
,,,,
,,,,
97. 夏日前奏  |  Summer Prelude,,,,♪ Lei Sheng
Spectrasonics,Trilian,Bass Instruments,,
,,,,
98. 夏日盛典  |  Summer Celebration,,,,♪ Lei Sheng
Future Loops,Scratch Anthology,,,
,,,,
99. Red!,,,,♪ Yang Wutao
,,,,
,,,,
100. Red!!,,,,♪ Yang Wutao
,,,,
,,,,
101. Red!!!,,,,♪ Yang Wutao
,,,,
,,,,
102. 夏日派对  |  Summer Jam,,,,♪ Yang Wutao
Best Service,Drums Overkill,KITS # DRUM-KITS -> 09_HIP HOP - RAP  KITS,HIP HOP - RAP KITS 15,"C1, G1, G2, A2, B3, C4, D#4"
Big Fish Audio,Chill Downtempo Loops and Beats,Construction Kits -> 02 108 Amin,02 reverse cymbal,
Future Loops,Scratch Anthology,,,
Singomakers,Skill-X-Dubstep Vol. 2,SSX2_FX -> SSX2_Sweeps_Down,SSX2_Sweep_Down_05,
Xfer Records,Serum,Echo Sound Works - Smores,BL Cutesy,
Xfer Records,Serum,Leads,LD C64 Lead [AS],
103. 治安官的一天  |  A Day in the Sheriff's Life,,,,♪ Song Peiyan
Xfer Records,Serum,Leads,LD Magic Pipe [BR],
,,,,
104. 上菜  |  Served Up,,,,♪ Song Peiyan
Embertone,Honkytonk Harmonica,,Honkytonk Harmonica,Set Vibrato mode to Real.
e-instruments,Session Horns Pro,Solo Instruments,Mute Trumpet,
Spectrasonics,Trilian,Bass Instruments,,
,,,,
"105. 「芝托邦」变奏曲  |  ""Cheesetopia"" Variations",,,,♪ Song Peiyan
Live Recording: Yang Wutao,Piano,,,
,,,,
106. 外环用餐礼仪  |  Outer Ring Dinner Etiquette,,,,♪ Song Peiyan
,,,,
,,,,
107. 漫行  |  Wandering,,,,♪ Song Peiyan
,,,,
,,,,
108. 虚境脱轨  |  Ether Rift,,,,♪ Song Peiyan
Sample Magic,Chiptune,drum hits -> kicks,ct_kick_nasty,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_bravo,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_delta,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_hostel,
Sample Magic,Chiptune,drum hits -> snares,ct_snr_hex,
Sample Magic,Chiptune,drum hits -> snares,ct_snr_namby,
,,,,
109. 以太虚境  |  Ether Realm,,,,♪ Song Peiyan
Sample Magic,Chiptune,drum hits -> kicks,ct_kick_nasty,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_bravo,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_delta,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_hostel,
Sample Magic,Chiptune,drum hits -> snares,ct_snr_hex,
Sample Magic,Chiptune,drum hits -> snares,ct_snr_namby,
,,,,
110. 以太虚境+  |  Ether Realm+,,,,♪ Song Peiyan
,,,,
,,,,
111. 混沌虚境  |  Chaos Realm,,,,♪ Song Peiyan
Sample Magic,Chiptune,drum hits -> kicks,ct_kick_nasty,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_bravo,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_delta,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_hostel,
Sample Magic,Chiptune,drum hits -> snares,ct_snr_hex,
,,,,
112. 以太虚境++  |  Ether Realm++,,,,♪ Song Peiyan
Sample Magic,Chiptune,drum hits -> kicks,ct_kick_nasty,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_bravo,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_delta,
Sample Magic,Chiptune,drum hits -> hats,ct_hat_hostel,
Sample Magic,Chiptune,drum hits -> snares,ct_snr_hex,
,,,,
113. 以太虚境+++  |  Ether Realm+++,,,,♪ Song Peiyan
,,,,
,,,,
114. 当三明治来敲门  |  When Sandwiches Come A Knockin',,,,♪ Song Peiyan
,,,,
,,,,
115. 嗯呐?  |  Hm?,,,,♪ Song Peiyan
Spectrasonics,Trilian,Bass Instruments,,
,,,,
116. 嗯呐呐!  |  Hm Hm!,,,,♪ Song Peiyan
Spectrasonics,Trilian,Bass Instruments,,
,,,,
117. Victory,,,,♪ Yang Wutao
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> toms,BRLY_ALVE_tom_702,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> toms,BRLY_ALVE_tom_703,
Xfer Records,Serum,,,bass
118. Defeat,,,,♪ Yang Wutao
Xfer Records,Serum,,,bass
,,,,
119. 闲散度日  |  Laid-Back Days,,,,♪ Yang Wutao
Spectrasonics,Trilian,Bass Instruments,,trilian ac
,,,,
120. 迂回之径  |  Winding Path,,,,♪ Yang Wutao
Spectrasonics,Trilian,Bass Instruments,,
,,,,
121. 不慌  |  No Worries,,,,♪ Zhou Bin
Spectrasonics,Trilian,Bass Instruments,,
,,,,
122. 自在一日  |  A Carefree Day,,,,♪ Song Peiyan
Ample Sound,Ample Bass P,Presets,Default,
,,,,
123. 如有闲情  |  If You Have the Leisure,,,,♪ Zhou Bin
Spectrasonics,Trilian,Bass Instruments,,
,,,,
124. 松弛感  |  Relaxation Mode,,,,♪ Song Peiyan
Future Loops,Scratch Anthology,,,
Spectrasonics,Trilian,Bass Instruments,,
125. 天生丽质  |  Natural Beauty,,,,♪ Yang Wutao
,,,,
,,,,
126. 荒唐童谣  |  Absurd Nursery Rhyme,,,,♪ Yang Wutao
Spectrasonics,Stylus RMX,Classic Stylus -> Tambourines,84-Tambourine,
Spectrasonics,Trilian,Bass Instruments,,
,,,,
127. 股掌之间  |  In the Palm of My Hand,,,,♪ Yang Wutao
Future Loops,Scratch Anthology,,,
,,,,
"128. 请您先用茶  |  Please, Have Some Tea",,,,♪ Song Peiyan
,,,,
,,,,
129. 骸  |  Husk,,,,♪ Yang Wutao
Singomakers,Skill-X-Dubstep Vol. 2,SSX2_Synth_Loops,SSX2_160_BPM_F#_Synth_Loop_28,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Frost_F,Played in a chromatic scale up
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Gang_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Otter_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Screecher_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Sharp_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Wide_G#,Stretched and pitched down 9 semitones
Production Master,Riddim Dubstep Weapons 2,Bass_Loops,PMRDW2_Bassline_Loop_145_Step_Up_2_F#,+5 semitones
Production Master,Riddim Dubstep Weapons 2,Bass_Loops,PMRDW2_Bassline_Loop_150_Exciter_F#,+5 semitones
Production Master,Riddim Dubstep Weapons 2,Bass_Loops,PMRDW2_Bassline_Loop_150_Reverse_F,+6 semitones
Production Master,Riddim Dubstep Weapons 2,FX_Sounds -> Uplifters,PMRDW2_FX_Uplifter_Sweepah,
Xfer Records,Serum,Bass (Hard),BA Bandpass 2 [SL],
130. 乱  |  Chaos,,,,♪ Yang Wutao
,,,,
,,,,
131. 迷  |  Maze,,,,♪ Yang Wutao
Sonic Mechanics,20hz Sound - Soul Trap,SOT_Loops -> SOT_Drum Loop,SOT_Kick_Lp_05_140,
Sonic Mechanics,20hz Sound - Soul Trap,SOT_Loops -> SOT_Synth Loop,SOT_Arp_Lp_02_140_G#,
Sonic Mechanics,20hz Sound - Soul Trap,SOT_Loops -> SOT_Synth Loop,SOT_Key_Lp_13_140_G#,
Sonic Mechanics,20hz Sound - Soul Trap,SOT_Loops -> SOT_Synth Loop,SOT_Lead_Lp_08_140_G#,
132. 极  |  Zenith,,,,♪ Yang Wutao
,,,,
,,,,
133. 逆境重生  |  Adversity Rebirth,,,,♪ Yang Wutao
,,,,
,,,,
134. 急速激情  |  Rapid Passion,,,,♪ Yang Wutao
Best Service,Drums Overkill,KITS # DRUM-KITS -> 08_80 ' S HIP HOP-OLDSCHOOL KITS,80 ' S HIPHOP-OLDSKOOL KITS 1,"C1, C2, E2, G#2, C3, B3"
Best Service,Drums Overkill,SINGLE # HI-HATS & CYMBALS -> CYMBALS,CRASH CYMBALS  MIXED 3,"G1, G#1, A1, A#1, C#2"
Native Instruments,FM8,,,Kinda sounds like it
135. Choice,,,,♪ Yang Wutao
Spectrasonics,Keyscape,Electric Pianos,Rhodes - LA Custom Stereo Phaser,
,,,,
136. 此刻心绪  |  This Moment’s Emotion,,,,♪ Yang Wutao
,,,,
,,,,
137. 红色革履  |  Red Leather Shoes,,,,♪ Yang Wutao
,,,,
,,,,
138. 风滚草与仙人掌  |  Tumbleweed and Cactus,,,,♪ Song Peiyan
Spectrasonics,Trilian,Bass Instruments,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Tambourine_Transitions,KSHMR_Tambourine_Transition_07,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Shaker_Transitions,KSHMR_Shaker_Transition_14,
,,,,
139. 如子弹穿过风  |  Like a Bullet Through the Wind,,,,♪ Yang Wutao
Live Recording: Song Peiyan,Guitar,,,
,,,,
140. 无声晚祷  |  Silent Night Prayer,,,,♪ Yang Wutao
Live Recording: Song Peiyan,Guitar,,,
,,,,
141. 吧台特调  |  Special Mix at the Bar,,,,♪ Yang Wutao
Spectrasonics,Trilian,Bass Instruments,,
,,,,
142. 菓  |  Berry,,,,♪ Yang Wutao
Spectrasonics,Stylus RMX,Classic Stylus -> Tambourines,84-Tambourine,
,,,,
143. 现在正当时  |  Now Is the Time,,,,♪ Song Peiyan
,,,,
,,,,
144. 我方斗志  |  Our Fighting Spirit,,,,♪ Yang Wutao
Heavyocity,Evolve Mutations 2,1 Rhythmic Suites -> Percussive,LPS Scorefare Menu 4,"D2, D4"
Native Instruments,Action Strikes,Action Strikes - Hits,Big Cinematic Hits,
,,,,
145. 胜负已分  |  The Battle Is Settled,,,,♪ Song Peiyan
,,,,
,,,,
146. 不安之种  |  Seeds of Anxiety,,,,♪ Yang Wutao
,,,,
,,,,
147. 嘿!朋友!  |  Hey! Friend!,,,,♪ Yang Wutao
Future Loops,Scratch Anthology,,,
Xfer Records,Serum,Aiyn Zahev Sounds - Serum: Halcyon Vol.1,BA - FM style AZ,
148. 无须他言  |  No Need for Words,,,,♪ Yang Wutao
Xfer Records,Serum,Bass (Hard),BA Angry Boss [JL],
,,,,
149. 白色网格  |  White Lattice,,,,♪ Yang Wutao
Spectrasonics,Keyscape,Acoustic Pianos,LA Custom C7 Grand Piano,
Spectrasonics,Stylus RMX,Classic Stylus -> Tambourines,84-Tambourine,
Spectrasonics,Stylus RMX,RMX Grooves -> 70-Datalife,70-Datalife BoomSnr,
Spectrasonics,Stylus RMX,RMX Grooves -> 70-Datalife,70-Datalife Vibro,
,,,,
