Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Stuff to Find,,,,,,
?,?,,,Ugly Wave - From the SNES SDK,,
The Peace Keepers,,"(Released: December 17, 1993)",,"(Music by: Atsuyoshi Isemura, Hajime Uchida)",,
E-MU Systems,Proteus/1,Bank 0,018 El. Piano,From the SNES SDK,,
E-MU Systems,Proteus/1,Bank 0,045 Wide Marimba,From the SNES SDK,,
Roland,SN-U110-02 Latin & F.X. Percussions,,02-010 CONGA 3,,,
Roland,SN-U110-02 Latin & F.X. Percussions,,02-012 CLAVES,,,
Roland,SN-U110-02 Latin & F.X. Percussions,,02-034 ORCH HIT,,,
Roland,SN-U110-06 Orchestral Winds,,06-034 TIMPANI 1,,,
Roland,SN-U110-10 Rock Drums,,10-001 ROCK DRUMS,Kick,,
Roland,SOUND Canvas SC-55,Capital,049 ORCHESTRA,Snare,,
Roland,U-220,Patch,P-10: E.Guitar [010],,,
Roland,U-220,Patch,P-17: Strings [017],,,
Roland,U-220,Patch,P-21: Syn.Vox 1 [021],,,
Roland,U-220,Patch,P-35: BrassSection [035],,,
Roland,U-220,Patch,P-38: Power Brass [038],,,
Roland,U-220,Patch,P-40: Shakuhachi [040],,,
Roland,U-220,Rhythm Set,R-2: Dry Set [002],"Snare, Tom, Cowbell",,
Roland,U-220,Timbre,T-030: Slap 1 [030],,,
Roland,U-220,Timbre,T-033: Picked 1 [033],,,
Super Godzilla,,"(Released: December 22, 1993)",,"(Music by: Michiharu Hasuya, Junko Yokoyama)",,
KORG,01/W,PROG -> Bank B,B12 Trumpet,,-Used throughout the soundtrack-,
KORG,M1,PROG,88 DRUM KIT,note F3,-Used throughout the soundtrack-,Link
Roland,RSB-501,Disk 6 -> ELECTRIC BASS,P1 Slap Bass 1,,Bagan's Theme,
Roland,RSB-502,Disk 10 -> ELECTRIC GUITAR #1,P3 Rock Lead1,note G3,Bagan's Theme,
Stuff to Find,,,,,,
AKAI,?,,,,"Mount Fuji Area, Bagan's Theme, Biollante's Theme, Battra's Theme",
E-MU Systems,Proteus/1,,,string,"Mount Fuji Area, Bagan's Theme, Biollante's Theme, Battra's Theme",
Tetris Battle Gaiden,,"(Released: December 24, 1993)",,(Music by: Tomoyuki Hamada),,
E-MU Systems,Proteus/1,Bank 2,151 OrchestraHit,,"Pompous Opponent, The Last Battle",
Roland,SOUND Canvas SC-55,Capital,002 Piano 2,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,012 Vibraphone,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,035 Picked Bs.,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,049 Strings,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,057 Trumpet,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,071 Bassoon,,Title Screen,
Roland,SOUND Canvas SC-55,Capital,074 Flute,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Drum Set,001 STANDARD,,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
Roland,?,,,Shakuhachi,"The Art of Ninja, Samurai Temple",
Tetsuwan Atom (Astro Boy) (SFC),,"(Released: February 18, 1994)",,(Music by: M. Nozawa),,
AKAI,S1100,SL1029 CHOP BASS SYNTH BASS,K-CHOP BASS1,CHOP G1,,
AKAI,S1100,SL3031 ANALOG LEAD,MOD-ANA LEAD,M8 LE G3 SA,-Used throughout the soundtrack-,
AKAI,XR10,PRST-18,SNARE8,,,
AKAI,XR10,PRST-23,HAT CL,,,
AKAI,XR10,PRST-27,TOM1 M,,,
Roland,U-220,Patch,P-19: JP8.Strings [019],,,
Stuff to Find,,,,,,
?,?,,,Organ,,
?,?,,,Piano,,
Tempest 2000,,"(Released: April 13, 1994)",,"(Music by: Alastair Lindsay, Ian Howe, Kevin Saville)",,
AMG & Hit Music,Now! ...that's what I call Sampling!,Track 16 - Coldcut's Kleptomania! Volume 1 -> TS 0:02,Play It!,,Mind's Eye,
Tokimeki Memorial,,,,,,
SEGA Saturn,,"(Released: May 27, 1994)",,"(Music by: Mikio Saitou, Seiya Murai, Akira Sōji, Tomoko Sano, Keizō Nakamura)",,
Roland,SOUND Canvas SC-88,SC-88 Map,034 000 Fingered Bass,,Fun! Fun! Summer Vacation,
Roland,SOUND Canvas SC-88,SC-88 Map,115 000 Steel Drums,,Fun! Fun! Summer Vacation,
Roland,SOUND Canvas SC-88,SC-88 Map -> Drum Set,009 ROOM,,Fun! Fun! Summer Vacation,
Brandish (SNES),,"(Released: June 25, 1994)",,,,
Roland,SOUND Canvas SC-55,Capital,015 Tubularbell,,Three-Headed Firebreather,
Roland,SOUND Canvas SC-55,Capital,049 Strings,,,
Stuff to Find,,,,,,
Roland,SOUND Canvas SC-55,,,MT-32 Samples,,
Dolucky no A. League Soccer,,"(Released: July 8, 1994)",,(Music by: Hideyuki Shimono),,
Roland,SOUND Canvas SC-55,Capital,003 Piano 3,,"Theme of Red Hot Doluckys, Theme of Goro Wild Bears, Goal Celebration ~ Pochi Funky Dogs",
Roland,SOUND Canvas SC-55,Capital,023 Harmonica,,Theme of Red Hot Doluckys,
Roland,SOUND Canvas SC-55,Capital,039 Synth Bass 1,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,063 Synth Brass1,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,107 Shamisen,,Theme of Goro Wild Bears,
Roland,U-220,Patch,P-11: Heavy Guitar [011],,Title Screen,
Roland,U-220,Patch,P-17: Strings [017],Note C4,"Storyline, Theme of Pochi Funky Dogs",
Roland,U-220,Patch,P-35: BrassSection [035],,"Main Menu, Theme of Red Hot Doluckys, Goal Celebration ~ Red Hot Doluckys",
Roland,U-220,Patch,P-36: Saxophone [036],,"Theme of Debid Rabbit Rockers, Theme of Goro Wild Bears, Goal Celebration ~ Goro Wild Bears",
Super Pachinko,,"(Released: July 29, 1994)",,,,
AKAI,S1000,SL1085 ORCHESTRA #2,ORCHESTRA 1,ORCH 1-C4,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,004 Honky-tonk,,Parlor Theme 3,
Roland,SOUND Canvas SC-55,Capital,012 Vibraphone,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,036 Fretless Bs.,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,072 Clarinet,,Fortune-Telling Palace,
Roland,SOUND Canvas SC-55,Capital,108 Koto,,"Parlor Theme 5, Parlor Theme 6",
Roland,SOUND Canvas SC-55,Drum Set,017 POWER,,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
AKAI,S1000,,,Overdrive Guitar,Parlor Theme 9,
?,?,,,Tsuzumi,Parlor Theme 6,
Strider Hiryū,,"(Released: September 22, 1994)",,(Music by: K.M. Brothers),,
E-MU Systems,Proteus/1,Bank 0,045 Wide Marimba,,Sohorz R,
Roland,D-20,Multi Timbral -> B Group,I-B51: Marimba,,"Coup, Beasts!, Valley and River",
Roland,D-20,Performance -> A Group,I-A51: Fat Lead,,Continue,
Roland,SN-U110-05 Orchestral Strings,,05-009 PIZZICATO,,Ending,
Roland,SN-U110-06 Orchestral Winds,,06-035 TIMPANI 2,,"Boss, Raid!, Ending",
Roland,U-220,Patch,P-12: E.Organ 1 [012],,Beasts!,
Roland,U-220,Patch,P-17: Strings [017],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-32: Velo Trumpet [032],,Boss,
Roland,U-220,Patch,P-33: Soft Trumpet [033],,Ending,
Roland,U-220,Patch,P-35: BrassSection [035],,"Boss, Stage Clear",
Roland,U-220,Patch,P-41: Fantasia [041],,"Big Run, Mass of Cloud, Short Spin, Ending",
Roland,U-220,Patch,P-42: Calliope [042],,Siberian Mine,
Roland,U-220,Timbre,T-039: Syn.Bass 7 [039],,Hiryuu,
The Pagemaster (SNES),,"(Released: November 23, 1994)",,"(Music by: Steve Collett, Nick Stroud)",,
Roland,L-CD1,Hi Strings #2,P2 Pizz Violins,,,
Roland,L-CD1,Pan Pipes/Shakuhachi,P1 Pan Pipes 1,,,
Roland,L-CD1,Woodwinds #2,P2 Oboe 1,,,
Roland,U-220,Patch,P-06: Marimba [006],,,
Roland,U-220,Patch,P-17: Strings [017],Note A4,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
Roland,L-CD1,,Bandoneon,,,
Aoki Densetsu Shoot! (SFC),,"(Released: December 16, 1994)",,"(Music by: Kennosuke Suemura, Yuuyashi Suemura)",,
AKAI,S1100,SL1024 ODD STUFF,FLT SHOTS,KOOL 1,Game 2,
AKAI,S1100,SL3021 WIND #1,FLUTE,FLUTE C6,"Cutscenes, Game Over",
AKAI,S1100,SL3030 PICK BASS,EL-BASS PICK,EBASSPH A1SA,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,006 E.Piano 2,,"KSS, Game 1, Game Over",
Roland,SOUND Canvas SC-55,Capital,011 Music Box,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,030 Overdrive Gt.,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,037 Slap Bs. 1,,"Menu, Game 2, Game 3, Mini Game",
Roland,SOUND Canvas SC-55,Capital,039 Synth Bass 1,,"Configurations, Ending, Game Over",
Roland,SOUND Canvas SC-55,Capital,049 Strings,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,063 Synth Brass1,,"Game 1, Game 2, Win, Mini Game, Ending",
Roland,U-220,Patch,P-16: Mad Organ [016],,"Menu, Game 3",
Roland,U-220,Patch,P-35: BrassSection [035],,-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-1: Standard Set [001],"Kick, Snare, Hi-hat, Tom, Cowbell",-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-1: Standard Set [001],Crash Cymbal,-Used throughout the soundtrack-,
Roland,U-220,Timbre,T-060: Saw Wave 1 [060],,Opening,
Stuff to Find,,,,,,
?,?,,,JX Brass,-Used throughout the soundtrack-,
Doraemon 3: Nobita to Toki no Hōgyoku,,"(Released: December 16, 1994)",,(Music by: Tomoyuki Hamada),,
Roland,SOUND Canvas SC-55,Capital,001 Piano 1,,,
Roland,SOUND Canvas SC-55,Capital,012 Vibraphone,,,
Roland,SOUND Canvas SC-55,Capital,049 Strings,,,
Roland,SOUND Canvas SC-55,Capital,053 Choir Aahs,,,
Roland,SOUND Canvas SC-55,Capital,057 Trumpet,,,
Roland,SOUND Canvas SC-55,Capital,074 Flute,,,
Battle Jockey,,"(Released: December 22, 1994)",,"(Music by: Hiroshi Ebihara, Kennosuke Suemura)",,
AKAI,S1100,SL3031 ANALOG LEAD,MOD-ANA LEAD,M8 LE G3 SA,,
KORG,M1,PROG,12 Trumpet,,,
Roland,U-220,Patch,P-01: Acoust Piano [001],,,
Roland,U-220,Patch,P-12: E.Organ 1 [012],,,
Roland,U-220,Patch,P-20: Choir [020],,,
Roland,U-220,Timbre,T-032: Fingered 1 [032],,,
Lupin III: Densetsu no Hihō wo Oe!,,"(Released: December 26, 1994 )",,(Music by: Toshio Ogawa),,
E-MU Systems,Proteus/1,Bank 1,099 Reedy Keys,From the SNES SDK,,
E-MU Systems,Proteus/1,Bank 2,176 Rock Bass,From the SNES SDK,,
Roland,SOUND Canvas SC-88,SC-55 Map,001 000 Piano 1,,,
Roland,SOUND Canvas SC-88,SC-55 Map,028 000 Clean Gt.,,,
Roland,SOUND Canvas SC-88,SC-55 Map,049 000 Strings,,,
Roland,SOUND Canvas SC-88,SC-55 Map,062 000 Brass 1,,,
Roland,SOUND Canvas SC-88,SC-55 Map,064 000 Synth Brass2,,,
Roland,SOUND Canvas SC-88,SC-55 Map,073 000 Piccolo,,,
Roland,SOUND Canvas SC-88,SC-88 Map,012 000 Vibraphone,,,
Roland,SOUND Canvas SC-88,SC-88 Map -> Drum Set,001 STANDARD 1,,,
StarFighter 3000,,(Released: 1994),,(Music by: A. M. Perrins),,
AMG & Hit Music,Vince Clarke -  Lucky Bastard,Partition L -> TECHNO PART 1,VARIOUS LFO,L F O 17,Obie 1-Thirty,
Best Service,XX-Large 1500 Classic Drum Loops,,,,Obie 1-Thirty,
Zero-G,Ambient,Partition E -> ALIEN WINDS,VCS WINDS,"VCS WIND 2, VCS WIND 3",Obie 1-Thirty,
The Smurfs (SNES),,"(Released: September 1, 1994)",,(Music by: Frédéric Mentzen),,
KORG,MSC-04S Orchestra 1,PROG,00 Bassoon,,,
KORG,T3,PROG,01 Piano2 16',,,
KORG,T3,PROG,07 Stringorch,,-Used throughout the soundtrack-,
KORG,T3,PROG,09 T1 Drums,,,
KORG,T3,PROG,19 Timpani,,"Main Theme, Hedge Maze, Rising Lava, Gargamel's House",
KORG,T3,PROG,30 Pizzicato,,-Used throughout the soundtrack-,
KORG,T3,PROG,32 Clarinet,,-Used throughout the soundtrack-,
KORG,T3,PROG,72 Hard Flute,,-Used throughout the soundtrack-,
Commander Blood,,(Released: 1994),,"(Music by: Philippe Egret, Stéphane Picq)",,
E-MU Systems,Morpheus,Bank 0,008 Voc:Why?,,"Karnag Hall Theme, Planet Eden, The Bigband Bar",
E-MU Systems,Morpheus,Bank 1,122 Tek:Blaster,,Planet Magnus,
Roland,JD-990,Internal,I-68 Radio,,Planet Pterra,Link
Stuff to Find,,,,,,
Electronic Music Systems,Synthi-A,,,"""Moon"" Atmos",Opening FMV,
?,?,,,"""Bird"" Synth",Planet Magnus,
Brutal: Paws of Fury (Sega CD),,"(Released: November, 1994)",,(Music by: Ppdix),,
Zero-G,Ethnic,Partition C -> AFRIK FLUTE1,AFRICAFLUTES,,Third Eye,
Zero-G,Ethnic,Partition C -> AFRIK FLUTE2,AFRICAFLUTES,,Third Eye,
Zero-G,Ethnic,Partition C -> AFRIK FLUTE3,AFRICAFLUTES,,Third Eye,
Zero-G,Ethnic,Partition G -> KOREA PERC 1,EASTERNPERCS,,Shao-Lin,
Zero-G,Ethnic,Partition G -> VIET PERC,EASTERNPERCS,,Power,
Zero-G,Ethnic,Partition H -> INDIAN FLUTE,INDIA,,Third Eye,
Zero-G,Ethnic,Partition H -> TIBETANFLUTE,INDIA,,Third Eye,
Idol Janshi Suchie-Pai Special,,"(Released: Demeber, 1993)",,(Music by: TAKO),,
Roland,SOUND Canvas SC-55,Capital,013 Marimba,,,
Roland,SOUND Canvas SC-55,Capital,036 Fretless Bs.,,,
Roland,SOUND Canvas SC-55,Capital,038 Slap Bs. 2,,,
Roland,SOUND Canvas SC-55,Capital,039 Synth Bass 1,,,
Roland,SOUND Canvas SC-55,Capital,049 Strings,,,
Roland,SOUND Canvas SC-55,Capital,067 Tenor Sax,,,
Umihara Kawase,,"(Released: December 23, 1994)",,"(Music by: Masahito Nakano, Atsuhiro Motoyama, Shinji Tachikawa)",,
Roland,D-10,Multi Timbral -> B Group,B53 Pan Pipes,,-Used throughout the soundtrack-,
Roland,D-70,PATCH -> A,A23 JP-Strings,,"River - Downstream, Sea - Seashore, Sea - Wharf, Game Over",
Roland,D-70,PATCH -> A,A35 Guitivitty,,"River - Upstream, Sea - Seashore, Sea - Open Sea",
Roland,D-70,PATCH -> A,A37 Cool Bells,Edited,-Used throughout the soundtrack-,
Roland,D-70,TONES -> I1,29 SOFT TP,Octaved - A5 and A6,-Used throughout the soundtrack-,
Roland,D-70,TONES -> I1,10 E.ORGAN 3,,River - Upstream,
Roland,SR-JV80-07 Super Sound Set,,,Room Stick / Woody Stick,River - Downstream,
Roland,R-70,,,BrsCHH,-Used throughout the soundtrack-,
Roland,R-70,,,PopOHH,-Used throughout the soundtrack-,
Roland,R-70,,,Ring Snare,-Used throughout the soundtrack-,
Roland,R-8MKII,,,Pdl_H5,-Used throughout the soundtrack-,
Yamaha,TX81Z,BANK C,9 ElecBass 1,Low velocity,-Used throughout the soundtrack-,
Yamaha,TX81Z,BANK C,27 Xylophone,,"Sea - Open Sea, Sea - Wharf",
Stuff to Find,,,,,,
Roland,D-70,?,,Acoustic Guitar / Harpsichord,"River - Upstream, Game Over",
Roland,R-8,,,Tom05,-Used throughout the soundtrack-,
Yamaha,TX81Z or TX802,,,FM E.Piano,-Used throughout the soundtrack-,
Yamaha,TX81Z ,,,Clarinet,"Sea - Wharf, Sea - Open Sea",
?,?,,,Kick ,-Used throughout the soundtrack-,
?,?,,,Organ Layer,River - Upstream,
Super Mad Champ,,"(Released: March 4, 1995)",,(Music by: Hiroshi Hashimoto),,
Roland,SOUND Canvas SC-55,Capital,006 E.Piano 2,,"Retire, Staff Roll",
Roland,SOUND Canvas SC-55,Capital,030 Overdrive Gt.,,"Grand Prix, Bike Tune",
Roland,SOUND Canvas SC-55,Capital,038 Slap Bs. 2,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,039 Synth Bass 1,,Grand Prix,
Roland,SOUND Canvas SC-55,Capital,047 Harp,,Rider Select,
Roland,SOUND Canvas SC-55,Capital,048 Timpani,,Race Theme 2,
Roland,SOUND Canvas SC-55,Capital,049 Strings,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,056 OrchestraHit,,Password,
Roland,SOUND Canvas SC-55,Capital,062 Brass 1,Octaved (Notes C6 & C7),-Used throughout the soundtrack-,
Stuff to Find,,,,,,
?,?,,,Heavy Guitar,-Used throughout the soundtrack-,
RPG Tsukuru: Super Dante ★,,"(Released: March 31, 1995)",,"(Music by: Shigeharu Isoda, Mitsuhiro Arisaka)",,
Alesis,D4,Cymbals,38 BellRide,,-Used throughout the soundtrack-,
Alesis,D4,Cymbals,45 LoMedium,,-Used throughout the soundtrack-,
Alesis,D4,Kicks,29 Kinetic,,-Used throughout the soundtrack-,
Alesis,D4,Snares,67 DryPunch,,-Used throughout the soundtrack-,
Alesis,D4,Snares,76 HyperPic,,-Used throughout the soundtrack-,
Alesis,D4,Snares,91 Stick,,-Used throughout the soundtrack-,
Alesis,D4,Toms,37 14'Stark,,-Used throughout the soundtrack-,
KORG,01/W,PROG -> Bank A,A13 Alto Sax,,-Used throughout the soundtrack-,
KORG,01/W,PROG -> Bank A,A57 Harp,,-Used throughout the soundtrack-,
KORG,01/W,PROG -> Bank B,B11 DigiPiano2,,-Used throughout the soundtrack-,
KORG,01/W,PROG -> Bank B,B39 Timpani,,-Used throughout the soundtrack-,
KORG,01/W,PROG -> Bank B,B53 Bari.Sax,,-Used throughout the soundtrack-,
KORG,01/W,PROG -> Bank B,B56 Tech Bass,,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-01: Acoust Piano [001],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-17: Strings [017],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-21: Syn.Vox 1 [021],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-25: FlangingSlap [025],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-26: FretlessBass [026],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-29: A.Bass-PIano [029],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-33: Soft Trumpet [033],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-39: Flute [039],,-Used throughout the soundtrack-,
Roland,U-220,Patch,R-1: Standard Set [001],Claps,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
?,?,,,Synth Waveforms / PWM lead,-Used throughout the soundtrack-,
Minnesota Fats: Pool Legend,,"(Released: March 31, 1995)",,"(Music by: Masaaki Iwasaki, Taihei Sato, Seiji Momoi, Shogo Sakai)",,
Roland,SOUND Canvas SC-88,SC-88 Map,037 000 Slap Bass 1,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-88 Map,115 000 Steel Drums,,Show Time,
Roland,SOUND Canvas SC-88,SC-88 Map,039 000 Synth Bass 1,,Climax,
Roland,SOUND Canvas SC-88,SC-88 Map -> Drum Set,001 STANDARD 1,,-Used throughout the soundtrack-,
Jumping Flash!,,"(Released: April 28, 1995)",,(Music by: Takeo Miratsu),,
E-MU Systems,Classic Series Vol. 1,B043 Flautas Bonita,Basic Flute #2,,World 3-1,
E-MU Systems,Classic Series Vol. 3,B002 Solo Violin 2,Mono Violin,,World 3-1,
Roland,D-20,Performance -> B Group ,I-B84 Very Busy...!,,World 5-1,
Zero-G,Datafile 2,Track 01 - Breakbeat Progd. -> TS 0:31,2 Bars,,World 2-2,
Stuff to Find,,,,,,
InVision,Lightware 1 Stratus,Partition A -> BANJO ONE,BANJO ONE,,World 3-1,
Roland ,D-50 (?),,,Wave Rom,World 4-3,
Roland ,SN-U110-02 Latin and F.X Percussions,,02-034 ORCH HIT,,"World 6-1, World 6-2",
Roland ,D-70 ,,A37 Cool Bells,,-Used throughout the soundtrack-,
Roland ,U-220,Patch,P-21: Syn.Vox 1 [021],,World 2-2,
Roland ,JV/JD (?),,Strings,,"World 4-1, End Credits",
KORG or Roland,?,,Trumpet,,World 5-2,
KORG,?,,Clean Guitar,,Game Over,
AKAI,S1000,SL1024 ODD STUFF,FLT SHOTS,KOOL 1,World 5-3,
?,?,,Tremolo Marimba,,World 3-1,
Spark World,,"(Released: May 26, 1995)",,(Music by: Minako Adachi),,
E-MU Systems,Proteus/1,Bank 0,001 Hall Strings,From the SNES SDK,,
E-MU Systems,Proteus/1,Bank 0,002 InChoirIrie,From the SNES SDK,,
E-MU Systems,Proteus/1,Bank 0,002 InChoirIrie,From the SNES SDK,,
E-MU Systems,Proteus/1,Bank 1,099 Reedy Keys,From the SNES SDK,,
KORG,M1,PROG,06 Fretless,From the SNES SDK,,
KORG,M1,PROG,12 Trumpet,From the SNES SDK,,
KORG,M1,PROG,46 Slap Bass,From the SNES SDK,,
KORG,M1,Waveform,89 SquareWave,From the SNES SDK,,
KORG,M1,Waveform,91 Saw Wave + 93 25% Pulse,From the SNES SDK,,
Roland,R-8,Internal,01 DRY KICK 1,From the SNES SDK,,
Roland,R-8,Internal,15 IMPACT SNARE,From the SNES SDK,,
Roland,R-8,Internal,55 OPEN LOW CONGA,From the SNES SDK,,
Stuff to Find,,,,,,
?,?,,,Heavy Guitar,,
?,?,,,High Wave - From the SNES SDK,,
Yōkai Buster: Ruka no Daibōken,,(Released: 1994),,(Music by: Hideki Takahagi),,
Roland,SOUND Canvas SC-55,Capital,039 Synth Bass 1,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,076 Pan Flute,,Stage 4,
Roland,SOUND Canvas SC-55,Capital,081 Square Wave,,Continue!,
Roland,U-220,Patch,P-01: Acoust Piano [001],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-05: Vibraphone [005],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-17: Strings [017],,"Final Stage, Final Battle, Credits",
Roland,U-220,Patch,P-26: FretlessBass [026],,Credits,
Roland,U-220,Patch,P-33: Soft Trumpet [033],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-36: Saxophone [036],,-Used throughout the soundtrack-,
The King of Fighters '95,,"(Released: July 25, 1995)",,"(Music by: Akihiro Uchida, Masahiko Hataya, Pearl Sibakiti)",,
Stuff to Find,,,,,,
AMG & Hit Music,Norman Cook - Skip to my Loops,,,,,
Brandish 2: The Planet Buster (SFC),,"(Released: August 11, 1995)",,"(Music by: Mieko Ishikawa, Atsushi Shirakawa, Hirofumi Matsuoka, Masaru Nakajima, Naoki Kaneda, Takahiro Tsunashima)",,
Roland,SOUND Canvas SC-88,SC-55 Map,001 000 Piano 1,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-55 Map,013 000 Marimba,,Castle Town,
Roland,SOUND Canvas SC-88,SC-55 Map,016 000 Santur,,"Prologue ~ Bundevia, Shop, Dark Zone",
Roland,SOUND Canvas SC-88,SC-55 Map,018 000 Organ 2,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-55 Map,020 000 Church Org1,,Badorerr Hades,
Roland,SOUND Canvas SC-88,SC-55 Map,048 000 Timpani,,Prologue ~ Bundevia,
Roland,SOUND Canvas SC-88,SC-55 Map,050 000 SlowStrings,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-55 Map,053 000 Choir Aah,,"Dark Zone, Laboratory",
Roland,SOUND Canvas SC-88,SC-55 Map,057 000 Trumpet,,"Stranger ~ Wandering Swordsman, Castle, Tower, Battle Point Version D, Shining Karl, Badorerr Hades",
Roland,SOUND Canvas SC-88,SC-55 Map,074 000 Flute,,"Synchronicity, Islet, Adonis, Benedicte",
Roland,SOUND Canvas SC-88,SC-55 Map,079 000 Whistle,,"Prologue ~ Bundevia, Castle Town",
Roland,SOUND Canvas SC-88,SC-55 Map,080 000 Ocarina,,"Cave, Epilogue",
Roland,SOUND Canvas SC-88,SC-55 Map,110 000 Bagpipe,,"Prologue ~ Bundevia, Wharf",
Roland,SOUND Canvas SC-88,SC-88 Map,007 000 Harpsichord,,Castle Wall,
Roland,SOUND Canvas SC-88,SC-88 Map,012 000 Vibraphone,,"Islet, Cave, Adonis",
Roland,SOUND Canvas SC-88,SC-88 Map,022 008 Accordion It,,"Wood, Soldier's Sorrow",
Roland,SOUND Canvas SC-88,SC-88 Map,030 000 Overdrive Gt,,"Battle Point Version A, Battle Point Version B, Battle Point Version C, Master Ninja, Battle Point Version D, Karl Kares, Bundevias, Gadobardorerr",
Roland,SOUND Canvas SC-88,SC-88 Map,035 000 Picked Bass,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-88 Map,037 000 Slap Bass 1,,"Stranger ~ Wandering Swordsman, Gadobardorerr",
Roland,SOUND Canvas SC-88,SC-88 Map,047 000 Harp,,"Begging One's Life, Islet, Adonis",
Roland,SOUND Canvas SC-88,SC-88 Map,056 000 Orch. Hit,,Stranger ~ Wandering Swordsman,
Roland,SOUND Canvas SC-88,SC-88 Map,062 000 Brass 1,,Soldier's Sorrow,
Roland,SOUND Canvas SC-88,SC-88 Map,076 000 Pan Flute,,Shop,
Roland,SOUND Canvas SC-88,SC-88 Map,078 000 Shakuhachi,,Ninja Yashiki ~ Spilling Innocent Blood,
Roland,SOUND Canvas SC-88,SC-88 Map,106 000 Banjo,,Battle Point Version B,
Roland,SOUND Canvas SC-88,SC-88 Map,107 000 Shamisen,,Ninja Yashiki ~ Spilling Innocent Blood,
Roland,SOUND Canvas SC-88,SC-88 Map -> Drum Set,017 POWER,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-88 Map -> Drum Set,049 ORCHESTRA,,"Prologue ~ Bundevia, Benedicte",
Donald Duck no Mahō no Bōshi,,"(Released: August 11, 1995)",,"(Music by: Takahisa Hirano, Takeshi Miura)",,
Roland,SOUND Canvas SC-88,SC-88 Map,012 000 Vibraphone,,,
Roland,SOUND Canvas SC-88,SC-88 Map,013 000 Marimba,,,
Roland,SOUND Canvas SC-88,SC-88 Map,033 000 Acoustic Bs.,,,
Roland,SOUND Canvas SC-88,SC-88 Map,046 000 Pizzicato,,,
Roland,SOUND Canvas SC-88,SC-88 Map,048 000 Timpani,,,
Roland,SOUND Canvas SC-88,SC-88 Map,061 000 French Horns,,,
Roland,SOUND Canvas SC-88,SC-88 Map,062 000 Brass 1,,,
Roland,SOUND Canvas SC-88,SC-88 Map,071 000 Bassoon,,,
Roland,SOUND Canvas SC-88,SC-88 Map,074 000 Flute,,,
Roland,SOUND Canvas SC-88,SC-88 Map,106 000 Banjo,,,
Roland,SOUND Canvas SC-88,SC-88 Map,111 000 Fiddle,,,
Roland,SOUND Canvas SC-88,SC-88 Map -> Drum Set,049 ORCHESTRA,"Snare, Cymbal",,
The Shinri Game 3,,"(Released: August 25, 1995)",,,,
Roland,D-70,TONES,I1 27 STRINGS 1,Note C4,"Title Screen, In-Game Music 1, In-Game Music 2, Choose a Door, Unknown Song",
