Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Apple,EXS24,09 Orchestral -> 09 Strings,Basses,,"Battlefield, Step: The Cave, Sticker Album / Album / Chronicle",
Apple,EXS24,09 Orchestral -> 09 Strings,Cellos,,"Battlefield, All-Star Rest Area, Step: The Cave, Sticker Album / Album / Chronicle, Unfounded Revenge / Smashing Song of Praise",
Apple,EXS24,09 Orchestral -> 09 Strings,Full Strings,,"Final Destination, Step: The Cave, Pokémon Center, Encounter",
Apple,EXS24,09 Orchestral -> 09 Strings,Violas,,"Battlefield, All-Star Rest Area, Sticker Album / Album / Chronicle, Adventure Map",
Apple,EXS24,09 Orchestral -> 09 Strings,Violins 1,,"Battlefield, All-Star Rest Area, Sticker Album / Album / Chronicle, Adventure Map, Step: The Cave, Step: Subspace Ver. 3, Unfounded Revenge / Smashing Song of Praise",
Apple,EXS24,09 Orchestral -> 09 Strings,Violins 2,,"Sticker Album / Album / Chronicle, Adventure Map",
Apple,EXS24,10 World -> 01 African,African Kalimba,,Stage Clear / Title (Pikmin),
Apple,EXS24,10 World -> 04 European,Highlands Bagpipe Ensemble,,Stage Clear / Title (Pikmin),
Apple,EXS24,10 World -> 08 South Asian,Indian Shehnai Oboe,,Stage Clear / Title (Pikmin),
Apple,Logic Pro 8,03 Bass -> 03 Synth Bass ,Analog Deep Bass,,MOTHER 3 Love Theme,
Apple,Logic Pro 8,03 Bass -> 03 Synth Bass,FM Space Bass,,Step: Subspace,
Apple,Logic Pro 8,05 Keyboards -> 02 Organs,Jazz Standard,,Underworld,
Apple,Loops,Apple Loops for GarageBand,Conga Groove 04,,Wildlands,
Apple,Loops,Apple Loops for GarageBand,Edgy Rock Bass 01,,Donkey Kong,
Apple,Loops,Final Cut Pro Sound Effects -> Animals,Bird Loon,,Mr. Game & Watch Victory Theme,
Apple,Loops,iLife Sound Effects -> Ambience,Jungle,,Jungle Level,
Apple,Loops,iLife Sound Effects -> Sci-Fi,Warp Engineering 01,Reversed,Waluigi Pinball,
Apple,Loops,iLife Sound Effects -> Stingers,Cartoon Boing,,Waluigi Pinball,
Apple,Loops,iLife Sound Effects -> Stingers,Cartoon Boing Boing,,Olimar Victory Theme,
Apple,Loops,iLife Sound Effects -> Stingers,Comedy Whistle,,Town Hall and Tom Nook's Store,
Apple,Loops,Jam Pack Remix Tools,2-Step Back Flip Beat 01,,"Battlefield Ver. 2, Donkey Kong",
Apple,Loops,Jam Pack Remix Tools,Downtempo Funk Clav 05,Detuned by +1 semitone,Mr. Game & Watch Victory Theme,
Apple,Loops,Jam Pack Remix Tools,Remix Rocking Congas Beat,,Step: The Plain,
Best Service,Advanced Orchestra,CD 2 -> Partition A -> VIS LG F,VIS LONG F,,The Dark World,
Best Service,Ethno World Instruments,WOODWIND AND BRASS -> VARIOUS FLUTE FX,Various Flute FX,,Jungle Level Ver. 2,
Best Service,Ethno World Instruments,KEY INSTRUMENTS -> DALLAPE ACCORDION,Dallape Accordion,,Shaberu! DS Cooking Navi,
Best Service,Ultra Gigapack,"CD 3 -> ""Orchestral Colours"" -> Basic Orchestral",Pizzicato Chords major,,Main Theme (New Super Mario Bros.),
Best Service,Voice Spectral,Track 53 - Females -> TS 0:27,"(fs) ""Paah"" E",,Main Theme (New Super Mario Bros.),
Best Service,World Colours,Partition F -> VOCAL LINES,VOCAL LINES,F7,2:00 a.m.,
Data Becker & Masterbits,"Monster Pack Sound Library 12,000",CD 5 -> 140BPM -> ELEMENTS -> SAX_LINE,5SL0A001,,Jungle Level Ver. 2,
Data Becker & Masterbits,"Monster Pack Sound Library 12,000",CD 5 -> 140BPM -> ELEMENTS -> SAX_LINE,5SL0A004,,Jungle Level Ver. 2,
Data Becker & Masterbits,"Monster Pack Sound Library 12,000",CD 5 -> 140BPM -> ELEMENTS -> SAX_LINE,5SL0A011,,Jungle Level Ver. 2,
Data Becker & Masterbits,"Monster Pack Sound Library 12,000",CD 5 -> 140BPM -> ELEMENTS -> SAX_LINE,5SL0C015,,Jungle Level Ver. 2,
Data Becker & Masterbits,"Monster Pack Sound Library 12,000",CD 5 -> 140BPM -> ELEMENTS -> SAX_LINE,5SL0C018,,Jungle Level Ver. 2,
Data Becker & Masterbits,"Monster Pack Sound Library 12,000",CD 5 -> 140BPM -> ELEMENTS -> SAX_LINE,5SL0C019,,Jungle Level Ver. 2,
Data Becker & Masterbits,"Monster Pack Sound Library 12,000",CD 5 -> 140BPM -> ELEMENTS -> SAX_LINE,5SL0C021,,Jungle Level Ver. 2,
EastWest,Colossus,Acoustic Guitar Family,2 Guitars,,Online Practice Stage,Link
EastWest,Colossus,GM Bank ,11- Music Box,,"Final Destination, Classic Mode Ending",
EastWest,Colossus,GM Bank ,31- Distortion GTR,Has compression,Final Destination,
EastWest,Colossus,GM Bank ,53- Choir Aahs,Has male and female choirs in one,Final Destination,
EastWest,Goliath,GM Bank ,5-Electric Piano 1,,Obstacle Course (Fall / Winter),
EastWest,Goliath,Keyboard Mallet Instr,Tango Accordion,,"Title / Ending (Super Mario World), Obstacle Course (Fall / Winter)",
EastWest,Goliath,Keyboard Mallet Instr,Vibraphone,,Obstacle Course (Fall / Winter),
EastWest,Percussive Adventures,,INDEPENDENCE DAY 130 bpm,,Jungle Level Ver. 2,
EastWest,Percussive Adventures,,Track 35,,"Jungle Level Ver. 2, Battle Scene / Final Boss (Golden Sun), Airship Theme (Super Mario Bros. 3)",
EastWest,ProSamples Vol. 17 - Guitar Licks,Partition B -> VOLUME 001,17C-GTE3,,Donkey Kong,
EastWest,ProSamples Vol. 17 - Guitar Licks,Partition B -> VOLUME 001,17C-GTE5,,Donkey Kong,
EastWest,Ra,Americas -> Plucked -> Banjo,Banjo Bridge,,Humoresque of a Little Dog,
EastWest,Ra,Americas -> Plucked -> Ukelele,Ukelele PK UP,,Humoresque of a Little Dog,
EastWest,Symphonic Orchestra,Brass -> 6 French Horns -> Keyswitch,6FH KS Master,,"Area 6, MGS4 ~Theme of Love~ Smash Bros. Brawl Version, Final Destination",
EastWest,Symphonic Orchestra,Brass -> 4 Trumpets -> 5 Keysw,4TP KS Master,,Hidden Mountain & Forest,
EastWest,Symphonic Orchestra,Brass -> Solo Tuba > 5 Keysw,STU KS Master,,Area 6,
EastWest,Symphonic Orchestra,Perc -> CymGong,22 Cymbal,,"Bramble Blast, Pokémon Main Theme",
EastWest,Symphonic Orchestra,Perc -> CymGong,23 Gong,,Area 6,
EastWest,Symphonic Orchestra,Perc -> Drums,3 Snares,,Area 6,
EastWest,Symphonic Orchestra,Perc -> Drums,Bass Drum Wagner,,Area 6,
EastWest,Symphonic Orchestra,Perc -> Drums,Timp Hits LR,,Area 6,
EastWest,Symphonic Orchestra,Perc -> Metals,Glock,,"Main Theme (The Legend of Zelda), Theme of Samus Aran, Space Warrior, Area 6",
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,,"Hidden Mountain & Forest, Theme of Samus Aran, Space Warrior",
EastWest,Symphonic Orchestra,Perc -> Wood,Various Perc,Mic set to close,Humoresque of a Little Dog,
EastWest,Symphonic Orchestra,Perc -> Wood,Xylophone,,Area 6,
EastWest,Symphonic Orchestra,Strings -> Solo Violin -> 1 Long,SVL Leg Vib,,"King Dedede's Theme, Tetris: Type A",
EastWest,Symphonic Orchestra,Strings -> 18 Violins -> Keyswitch,18V KS Master,,"MGS4 ~Theme of Love~ Smash Bros. Brawl Version, Final Destination, Hidden Mountain & Forest, Title/Ending - Super Mario World",
EastWest,Symphonic Orchestra,Woodwinds -> 3 Flutes -> 5 Keysw,3FL KS Master,,Hidden Mountain & Forest,
EDIROL,STUDIO Canvas SD-90,Native -> CLASIC -> INST,003 000 Piano 3,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> CLASIC -> INST,031 000 DistortionGt,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> CLASIC -> INST,039 000 Synth Bass 1,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> CLASIC -> INST,062 000 Brass 1,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> CLASIC -> INST,068 000 Bariton Sax,,Shaberu! DS Cooking Navi,
EDIROL,STUDIO Canvas SD-90,Native -> CLASIC -> DRUM,049 OrchestraSet,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> CONTEM -> INST,023 000 Harmonica 2,,Go K.K. Rider!,
EDIROL,STUDIO Canvas SD-90,Native -> CONTEM -> INST,046 000 Pizzicato 2,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> CONTEM -> INST,049 000 Strings 2,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> CONTEM -> INST,060 001 Harmon Mute,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> CONTEM -> INST,096 000 Sweep Pad 2,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> CONTEM -> DRUM,001 Standard Set,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,001 000 St.Piano 1,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,004 000 St.Honky,,Clu Clu land,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,010 000 St.Glocken,,"Ice Climber, Shaberu! DS Cooking Navi",
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,013 000 St.Marimba,,"Ice Climber, Shaberu! DS Cooking Navi",
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,019 000 Rock Organ,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,033 000 Fat Aco.Bass,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,041 000 Violin 2 vib,,"Ice Climber, Shaberu! DS Cooking Navi",
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,047 000 St.Harp,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,049 000 St.Strings,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,056 000 St.Orc Hit,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,057 000 Romantic Tp,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,058 000 Trombone vib,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,061 000 St.Fr Horns2,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,074 000 Flute vib,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,082 003 MG Saw Lead,,"WarioWare, Inc.",
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> INST,098 000 Whistle vib,,Shaberu! DS Cooking Navi,
EDIROL,STUDIO Canvas SD-90,Native -> SOLO -> DRUM,033 000 St.Jazz,,Ice Climber,
EDIROL,STUDIO Canvas SD-90,Native -> ENHANC -> INST,031 000 Heavy DstGt,,Ice Climber,
E-MU Systems,Proteus/1,Bank 0,001 Hall Strings,,Go K.K. Rider!,
E-MU Systems,Proteus 2000,Bank 7,081 str:Pizzicato,,Bramble Blast,
E-MU Systems,Virtuoso 2000,ORCH1 Bank 1,028 str:StudioXprssn,Octaved,"Bramble Blast, Ocarina of Time Medley",
E-MU Systems,Virtuoso 2000,ORCH2 Bank 0,029 vln:SoloVibrato1,,Bramble Blast,
E-MU Systems,Xtreme Lead-1,Bank 2,"006 ""Love 1""",,"WarioWare, Inc. Medley",
E-MU Systems,Xtreme Lead-1,Bank 2,097 wal:I made it,,"WarioWare, Inc. Medley",
E-MU Systems,Xtreme Lead-1,Bank 3,"062 ""prc:Scratchin 2""",,"WarioWare, Inc. Medley",
Ensoniq,MR-Rack,RAM,000 Steel Pad,,Step: The Plain,
Hollywood Edge,The Premiere Edition Vol. 1,"Weather-Wind, Whistling",WhistlingWindMediu PE032901,,Dialga / Palkia Battle at Spear Pillar!,
ILIO,Skippy's Big Bad Beats,098-Frisky,098-Frisky Full Mix 1,,Gritzy Desert,
ILIO,Synclavier Percussion+,CD 1 -> Percussion,"Tambourine, Misc.",,Flower Field,
IK Multimedia,SampleTank 2 XL,Ethnic,Accordion Musette,,Title / Ending (Super Mario World),
IK Multimedia,SampleTank 2 XL,Guitar -> Acoustic,Fingered 1,,With Mila's Divine Protection (Celica Map 1),
IK Multimedia,SampleTank 2 XL,Percussion,Marimba,,Title / Ending (Super Mario World),
IK Multimedia,SampleTank 2 XL,Woodwinds,Oboe,,Tetris: Type A,
Kirk Hunter,Symphony Orchestra Emerald,BrassAndPercussion -> Brass -> FrenchHorns,FrenchHorns-KK,,"Menu 1, Boss Battle Song 1, Theme of Tara",
Kirk Hunter,Symphony Orchestra Emerald,StringSections -> Violins -> 1stViolins,1stVns_K,,Menu 1,
KORG,M1,PROG,01 Piano 16',,Balloon Trip,
KORG,TRINITY,Programs -> Bank A,A051 Harp Heaven,?? where,Menu 1,
KORG,TRITON,Programs -> Bank A,A085 Mute Monster,Panned to the right,Pokémon Gym / Evolution,
KORG,TRITON,Programs -> Bank A,A108 Syncro City,,Stack-Up / Gyromite,
KORG,TRITON,Programs -> Bank A,A117 Power-Chords&FX,Panned to the left,Pokémon Gym / Evolution,
KORG,TRITON,Programs -> Bank B,B006 Dark R&B Bass,,Flower Field,
KORG,TRITON,Programs -> Bank B,B025 Muted Trumpet,,Flower Field,
KORG,TRITON,Programs -> Bank B,B125 Jazz Clarinet 1,,Flower Field,
KORG,TRITON,Programs -> Bank C,C117 Reso Comp,,Flower Field,
KORG,TRITON,Programs -> Bank G,G067 Tenor Sax,,Flower Field,
KORG,TRITON-Rack,Programs -> Bank A,A079 Ensemble Bell,,Yoshi's Island,
KORG,TRITON-Rack,Programs -> Bank B,B047 Marimba,,Yoshi's Island,
KORG,TRITON-Rack,Programs -> Bank B,B115 Harmonica,,Yoshi's Island,
MusicLab,RealGuitar 2 ,,Steel Picked,,Bramble Blast,
MusicLab,RealGuitar 2 ,,Steel Picked,Chord Mode,"Bramble Blast, Ocarina of Time Medley",
Native Instruments,Akoustik Piano,,Concert Grand D,,Classic: Results Screen (Master Hand),
Native Instruments,Akoustik Piano,,Steingraeber,,Mona Pizza's Song,
Native Instruments,Kontakt Factory Library,Band -> 6 - Bass,Upright Bass,,Humoresque of a Little Dog,
Native Instruments,Kontakt Factory Library,Orchestral -> 4 - VSL Percussion,Cymbals a due,,Hyrule Field Theme,
Native Instruments,Kontakt Factory Library,Orchestral -> 4 - VSL Percussion,Glockenspiel,,Hyrule Field Theme,
Native Instruments,Kontakt Factory Library,Orchestral -> 6 - Keyboard Instruments,Harpsichord,probably apple instead,Gourmet Race,
Native Instruments,Massive,Massive Factory -> Synth Misc,Calypso To Go,,Norfair,
Native Instruments,Massive,Massive Factory -> Synth Misc,Diver Base,,Norfair,
NemeSys,GigaPiano,NemeSys_1GB_Grand,1GB Acoustic Grand w/ Resonance Model,,"World Map (Pikmin 2), Marionation Gear",
Prominy,SC Electric Guitar,Multis,SC_SPM_All_Strings,,Obstacle Course (Spring / Summer),
Roland,Fantom-XR,PR-A,001 So true...,,King Dedede's Theme,
Roland,Fantom-XR,PR-A,013 FS 70'EP,,MOTHER 3 Love Theme,
Roland,Fantom-XR,PR-A,057 Dreaming Box,,MOTHER 3 Love Theme,
Roland,Fantom-XR,PR-A,069 FS Xylo,,"Cruel Brawl, Unfounded Revenge / Smashing Song of Praise",
Roland,Fantom-XR,PR-A,099 BluesHrp V/S,,Town Hall and Tom Nook's Store,
Roland,Fantom-XR,PR-A,102 FS Nylon Gt,,Trophy Gallery,
Roland,Fantom-XR,PR-A,108 Comp Stl Gtr,,Sticker Album / Album / Chronicle,
Roland,Fantom-XR,PR-B,007 LP Dist,,Chill (Dr. Mario),
Roland,Fantom-XR,PR-B,015 Ulti Ac Bass,,"Trophy Gallery, Underwater Theme (Super Mario Bros.)",
Roland,Fantom-XR,PR-B,023 R&B Bs/Slide,,Snowman,
Roland,Fantom-XR,PR-B,033 RichFretless,,Snowman,
Roland,Fantom-XR,PR-B,036 FS Slap Bass,,Sticker Album / Album / Chronicle,
Roland,Fantom-XR,PR-C,001 FS Flute,,Mother (Melee),
Roland,Fantom-XR,PR-C,004 Andes Mood,,"Snowman, Wildlands",
Roland,Fantom-XR,PR-C,005 Pan Pipes,,MOTHER 3 Love Theme,
Roland,Fantom-XR,PR-C,020 FS Brass,,Step: The Plain,
Roland,Fantom-XR,PR-C,027 F.Horns Sect,,"Tournament Registration, Step: The Plain, Step: The Cave",
Roland,Fantom-XR,PR-C,037 SoftSynBrass,,Adventure Map,
Roland,Fantom-XR,PR-C,060 Mid Saw Ld,,Menu 2,
Roland,Fantom-XR,PR-C,084 Porta SoloLd,,Boss Battle Song 2,
Roland,Fantom-XR,PR-E,070 FS Sitar 1,,Chill (Dr. Mario),
Roland,Fantom-XR,PR-E,109 Tubulence,,Boss Battle Song 2,
Roland,Fantom-XR,PR-E,117 Trancer,,Boss Battle Song 2,
Roland,Fantom-XR,PR-H,029 Chaoism,,Boss Battle Song 2,
Roland,Fantom-XR,PR-H,067 Survivoz,,Boss Battle Song 2,
Roland,Fantom-XR,GM,117 OrchestraHit,,"Luigi's Mansion Theme, Corneria, Porky's Theme, Unfounded Revenge / Smashing Song of Praise",
Roland,Fantom-XR,GM,148 Piccolo,,Jungle Level,
Roland,Fantom-XR,GM,172 Fantasia,,"Menu 2, All-Star Rest Area, Tournament Registration, Tournament Match End, Great Temple / Temple",
Roland,Fantom-XR,GM,151 Pan Flute,,King K. Rool / Ship Deck 2,
Roland,Fantom-XR,GM,200 Bagpipe,,King K. Rool / Ship Deck 2,
Roland,Fantom-XR,GM,205 Steel Drums,,Main Theme (New Super Mario Bros.),
Roland,Fantom-XR,GM,215 Reverse Cym.,,"Menu 2, Step: The Plain, Snowman",
Roland,JV-1080,PR-A,071 D-50 Stack,,Mario Circuit,
Roland,JV-1080,PR-C,040 String Ens,,Castle / Boss Fortress (Super Mario World / SMB 3),
Roland,JV-1080,PR-C,120 Dunes,Sampled from MOTHER 3,MOTHER 3 Love Theme,
Roland,JV-1080,PR-D (GM),048 Timpani,,Star Wolf,
Roland,JV-2080,PR-B,009 Pick Bass,,Stack-Up / Gyromite,
Roland,JV-2080,PR-D (GM),020 Church Org.1,,Boss Battle Song 1,
Roland,JV-2080,PR-D (GM),023 Harmonica,,Town Hall and Tom Nook's Store,
Roland,JV-2080,PR-D (GM),048 Timpani,,"Tournament Grid, Boss Battle Song 1, Unfounded Revenge / Smashing Song of Praise, You Call This a Utopia?!, Winning Road - Roy's Hope, Town Hall and Tom Nook's Store",
Roland,JV-2080,PR-D (GM),062 Brass 1,,"King Dedede's Theme, With Mila's Divine Protection (Celica Map 1)",
Roland,JV-2080,PR-D (GM),116 Woodblock,,Jungle Level,
Roland,JV-2080,PR-E,076 B'on d'moov!,,Stack-Up / Gyromite,
Roland,JV-2080,Rhythm Set -> PR-A,026 Orchestra,,"Boss Theme Medley, Town Hall and Tom Nook's Store",
Roland,SOUND Canvas SC-55,Capital,000 022 Accordion Fr,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 030 OverdriveGt,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 034 Fingered Bs.,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 043 Cello,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 047 Harp,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 048 Timpani,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 049 Strings,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 053 Choir Aahs,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 056 OrchestraHit,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 062 Brass 1,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 073 Piccolo,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 080 Ocarina,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 089 Fantasia,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 093 Bowed Glass,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 100 Atmosphere,,Song of Storms,
Roland,SOUND Canvas SC-55,Capital,000 120 Reverse Cym,,Song of Storms,
Roland,SOUND Canvas SC-55,Drum Set,001 STANDARD,,Song of Storms,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 039 Syn.Bass 1,,Main Theme (Metroid),
Roland,SOUND Canvas SC-8850,SC-55 Map,000 046 Pizzicato,,Flower Field,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 081 Square Wave,,King Dedede's Theme,
Roland,SOUND Canvas SC-8850,SC-55 Map,001 081 Square,,Main Theme (Metroid),
Roland,SOUND Canvas SC-8850,SC-88 Map,000 014 Xylophone,,"Flower Field, Skyworld",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 048 Timpani,,"Main Theme (Twilight Princess), Skyworld",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 061 FrenchHorns,,"The Dark World, Title (Kid Icarus)",
Roland,SOUND Canvas SC-8850,SC-88 Map -> Drum Set,049 ORCHESTRA,,Skyworld,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,008 022 Accordion It,,The Dark World,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 024 Bandoneon,,"The Dark World, Main Theme (Metroid)",
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 057 Trumpet,,Skyworld,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 072 Clarinet,,Skyworld,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,001 074 Flute 2,,Skyworld,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 081 Square Wave,,"King Dedede's Theme, Angel Island Zone",
Roland,SOUND Canvas SC-8850,SC-88Pro Map -> Drum Set,017 POWER,,"Main Theme (Metroid), Sector 1",
Roland,SR-JV80-02 Orchestral,Patch -> XP-X,092 Oboe 1,,Gritzy Desert,
Roland,SR-JV80-05 World,Patch -> XP-X,030 Steel Drums2,,Mario Tennis / Mario Golf,
Roland,SR-JV80-05 World,Patch -> XP-X,045 VeloBagPipes,,World Map (Pikmin 2),
Roland,SR-JV80-05 World,Patch -> XP-X,083 SitarGlisSRX,,Gritzy Desert,
Roland,SR-JV80-06 Dance,Patch -> XP-X,141 Spooky,,Vs. Ridley,
Roland,SR-JV80-11 Techno Collection,Patch -> XP-X,201 Hit & Run,,"Luigi Circuit, Mute City",
Roland,SRX-06 Complete Orchestra,Patch -> XP-X,131 Big Hit Maj2,,Underworld,
Roland,SRX-06 Complete Orchestra,Patch -> XP-X,143 Maj Concern,,"Classic: Results Screen, Game Over",
Roland,SRX-06 Complete Orchestra,Patch -> XP-X,173 TinWhistle,,Step: The Plain,
Roland,SRX-06 Complete Orchestra,Patch -> XP-X,227 Orch Hrns ff,,Battlefield,
Roland,SRX-06 Complete Orchestra,Patch -> XP-X,302 St.M.Box SRX,,"Mother (Melee), Luigi's Mansion Theme",
Roland,SRX-06 Complete Orchestra,Patch -> XP-X,307 Tub.Bells S2,,Title Theme (The Legend of Zelda),
Roland,SRX-06 Complete Orchestra,Patch -> XP-X,434 TimpaniRoll1,,Battlefield,
Roland,SRX-06 Complete Orchestra,Patch -> XP-X,437 MultiTimpani,,"Battlefield, Boss Battle, Adventure Map, Multi-Man Brawl, Rainbow Cruise (Melee), Mother (Melee), Fire Emblem (Melee), Underwater Theme (Super Mario Bros.), Porky's Theme",
Roland,SRX-06 Complete Orchestra,Rhythm -> XP-X,001 Orch. Kit 1,,"Battlefield, Porky's Theme",
Roland,SRX-09 World Collection,Patch -> XP-X,048 Orient xPres,likely from SR-JV80-05 World intead,Gritzy Desert,
Roland,SRX-09 World Collection,Patch -> XP-X,051 IntarMel SRX,likely from SR-JV80-05 World intead,Gritzy Desert,
Roland,SRX-09 World Collection,Patch -> XP-X,169 Banjo SRX 3,,"Rainbow Cruise (Melee), Wildlands",
Sonic Implants,Symphonic Strings Collection,07 Ensemble I -> Ensemble Legato,Ensemble Legato,,Vs. Marx,
Sonic Reality,OmniSynth 2,OmniSynth 2 GM,066 Alto Sax,,Title / Ending (Super Mario World),
Sonic Reality,OmniSynth 2,OmniSynth 2 GM,115 STEELDRM,,Obstacle Course (Spring / Summer),
Sound Ideas,Hanna-Barbera Sound FX Library,HB02-78-04,COYOTE,"LONG HOWL, ANIMAL",2:00 a.m.,
Sound Ideas,Sampler Library,0102-94-01,"WHISTLE, HUMAN",SINGLE NOTE,Flower Field,
Sound Ideas,The General Series 6000,6027-34-05,GUITAR,"PICK SLIDE AND CHORD, MUSIC",2:00 a.m.,
Spectrasonics,Disorted Reality,PARTITION B -> 060-110 BPM,DEM BONES,,Mute City,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,100-104,100-Lamaloo e,,World Map (Pikmin 2),
Spectrasonics,Metamorphosis S.A.G.E. Xpander,105-109,100-Lamaloo e,,World Map (Pikmin 2),
Spectrasonics,Stylus RMX,Classic Stylus -> Bongos,115-Bongos 1,,Battlefield Ver. 2,
Spectrasonics,Stylus RMX,Classic Stylus -> Shakers,88-Shaker,,Sticker Album / Album / Chronicle,
Spectrasonics,Stylus RMX,RMX Grooves -> 73-Caravan,73-Caravan Perc,,Sticker Album / Album / Chronicle,
Spectrasonics,Stylus RMX,RMX Grooves -> 79-Bossa Love,79-BossaLuv Rattle,,King Dedede's Theme,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-Beat Bastard,90-Beat Bastard XMOD Drm,,Unfounded Revenge / Smashing Song of Praise,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-Madrid,90-Madrid Hi-Hats,,Bramble Blast,
Spectrasonics,Stylus RMX,RMX Grooves -> 124-Sea Tide Combo,124-Sea Tide Combo,,King Dedede's Theme,
Spectrasonics,Stylus RMX,SOUND MENUS -> Cinematic,MENU - Ambient Metals,,Encounter,
Spectrasonics,Stylus RMX,SOUND MENUS -> Cymbals,MENU - All Cymbals Hi-Fi,,Obstacle Course (Spring / Summer),
Spectrasonics,Stylus RMX,SOUND MENUS -> Hihats,MENU - Hi-Hats 808-909,,Encounter,
Spectrasonics,Stylus RMX,SOUND MENUS -> Percussion,MENU - Bongos,,Underworld,
Spectrasonics,Stylus RMX,SOUND MENUS -> Snares,MENU - Snares Aggressive 1,,Encounter,
Spectrasonics,Stylus RMX,SOUND MENUS -> Snares,MENU - Snares Drum Machines,,Encounter,
Spectrasonics,Stylus RMX,SOUND MENUS -> Tom Toms,MENU - Toms 1,,Encounter,
Spectrasonics,Trilogy,Electric Bass -> Picked -> Classic Rock Pick,Rock Pick Full Range A,,With Mila's Divine Protection (Celica Map 1),
Spectrasonics,Trilogy,Electric Bass -> Picked -> Classic Rock Pick,Rock Pick Slides 2,,With Mila's Divine Protection (Celica Map 1),
Spectrasonics,Trilogy,Synth Bass -> Moog and Oberheim Classics,Feelin' Nasty,,Yoshi's Island,
Steinberg,Hypersonic 2,Hits,The End,,"King Dedede's Theme, Tetris: Type A",
Synthogy,Ivory,Programs -> German D,German Concert D Grand,,"Menu 1, Final Destination, Dialga / Palkia Battle at Spear Pillar!, Tetris: Type A",
Synthogy,Ivory,Programs -> Studio 7ft,Studio C7 Grand 16,,Icicle Mountain (Melee),
Toontrack,Drumkit From Hell EZX,,Custom Preset,Mute COMP mixer,"Airship Theme (Super Mario Bros. 3), Jungle Level Ver. 2, Battle Scene / Final Boss (Golden Sun)",
Toontrack,EZdrummer,Pop/Rock,Custom Preset,Read note,"Victory Road, Gourmet Race, Mario Tennis / Mario Golf",
