Company/Manufacturer,Product,Path/Bank,Preset,Notes
Helheim Labs,,,,
Steinberg,Groove Agent SE,Beat Agent SE,Dubstep Kit 01,"Uses the ""Intro"" pattern"
Vengeance Sound,Essential Clubsounds Vol. 1,VEC1 Bassdrums -> VEC1 Clubby,VEC1 BD Clubby 14,
Echo (Alternate Version),,,,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Tech Full,C3
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
ProjectSAM,Symphobia,1 Mixed Orchestra,6 Mixed Orchestra Effects,
ProjectSAM,Symphobia,3 Brass Section,8 Brass Ensemble Effects,"Keyswitch A5, turn down the Mic crossfade to around 5%"
Spectrasonics,Stylus RMX,RMX Grooves -> 160-The Call,160-The Call Combo,
Echo (Remix),,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 160-The Call,160-The Call Combo,
Arc Nocturne Theme,,,,
Spectrasonics,Trilian,ARP + BPM,Random Events in the Dark,Part B disabled
Steinberg,Groove Agent SE,Beat Agent SE,Dubstep Kit 01,"Uses the Groove 1, 2 and 5 patterns"
Arc Nocturne General BGM,,,,
Spectrasonics,Omnisphere,Textures Playable,Breathy Harmonica Pad,
Arc Nocturne Fight Theme,,,,
u-he,Hive,10 Loops - tuned,HS Metalwaltzmaschine,
Tarot,,,,
Xfer Records,Serum,Leads,LD Araba [7S],
Tiger Conceit,,,,
XLN Audio,Addictive Drums 2,Black Velvet - Selections,BIGGER OH and Room,
A Post Honkai Odyssey,,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Break_Beat_Loops,KSHMR_Break_Beat_Loop_19_180,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_31_128,
Splice Sounds,Sounds of KSHMR Vol. 3,Short_Fills -> KSHMR_Short_Fills_130-160,KSHMR_Short_Drum_Fill_05_140,
Splice Sounds,Sounds of KSHMR Vol. 3,Short_Fills -> KSHMR_Short_Fills_130-160,KSHMR_Short_Drum_Fill_08_140,
Splice Sounds,Sounds of KSHMR Vol. 3,Snares -> KSHMR_Hard_Snares,KSHMR_Hard_Snare_14_G,
Herrscher of Thunder,,,,
Spectrasonics,Omnisphere,Distortion ,Rad Drug 1 ,
Blazing Hope,,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Break_Beat_Loops,KSHMR_Break_Beat_Loop_07_145,
Devouring Burn (Kalpas Phase 2),,,,
Spectrasonics,Trilian,ARP + BPM,Journey to Neptune,
Final Farewell,,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Snares -> KSHMR_Snare_FX,KSHMR_Snare_FX_02_F,
Fading Strength,,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Snares -> KSHMR_Hard_Snares,KSHMR_Hard_Snare_11_G,
Splice Sounds,Sounds of KSHMR Vol. 3,Snares -> KSHMR_Snare_FX,KSHMR_Snare_FX_01_E,
Shadow Knight Fight Theme,,,,
Vengeance Sound,VPS Avenger,Factory -> Arp,AR Perfect Filter,
Vengeance Sound,VPS Avenger,Factory -> Sequences,SQ Complextro 2,Drums muted
Vengeance Sound,VPS Avenger,Factory -> Sequences,SQ Complextro 3,Drums and square pluck muted
Jizo Mitama Fight Theme,,,,
Native Instruments,Kontakt Factory Library,World -> 1 - Flutes,Shakuhachi,
Spectrasonics,Trilian,ARP + BPM,Stepping up the Smoke,"Arpeggiator disabled, Amp button from the fourth FX slot (Stomp) disabled"
Sanka Saga Menu Theme,,,,
8Dio,Dubstep,02 Parts -> 8DIO_Dubstep_v1_Parts_BM,BASSES 01,A2
Helheim Assault,,,,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Industrial Full,"G3, A4"
reFX,Nexus,Factory Presets -> Piano,,To be found
reFX,Nexus,Factory Presets -> Plucked,PL Pizza Smack,
Spectrasonics,Stylus RMX,RMX Grooves -> 74-Rhinoceros,74-Rhinoceros Combo,
Spectrasonics,Stylus RMX,RMX Grooves -> 112-Crossbred,112-Crossbred e,
Blackspace,,,,
Spectrasonics,Omnisphere,Keyboards,Celeste - Ambient,Has modified attack
Spectrasonics,Stylus RMX,RMX Grooves -> 52-Alice's Dream,52-Alice's Dream Combo,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-Madrid,90-Madrid Combo,
XLN Audio,Addictive Drums 2,Black Velvet - Selections,Arena Pimp,
Whisper,,,,
Best Service,Ethno World Instruments,WOODWIND AND BRASS,Shakuhachi Free Licks + FX TM,"A#5, C6"
Spectrasonics,Omnisphere,,,It's one of the Tuvan presets
Spectrasonics,Stylus RMX,RMX Grooves -> 85-BeLow,85-BeLow Vinyl GTR,
Flirt,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 97-Wax Wash,97-Wax Wash Vinyl Perc,
Imminent Storm Theme,,,,♪ Gon
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,
Native Instruments,Rise & Hit,03 - Hybrid Sounds,Gateway,
"Chapter 5 / Tundra Reunion, Act 1 Part 3 Cutscene 1",,,,
Spectrasonics,Omnisphere 2,Spotlight - EDM -> ARP + BPM,Commandotron,
Spectrasonics,Stylus RMX,,,
"Chapter 7 / Lift the Sword of Rebellion, Act 2 Cutscene",,,,
Spectrasonics,Trilian,ARP + BPM,Lucious 101 SID,
Rescue Mission,,,,
Spectrasonics,Trilian,ARP + BPM,Tough Tweety,Part A disabled
Viking,,,,
Best Service,Ethno World Instruments,KEY INSTRUMENTS,Dallape Accordion KEY,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,
,,,,
,,,,
,,,,
,,,,
