Sample Description,Sample #,Source,Path/Bank,Preset,Notes,Demo
String Ensemble,2025-05-11 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
Finger Cymbal,4D-00,Roland - SOUND Canvas SC-88Pro,SC-88Pro -> Drum Set,053 ASIA,,
Cymbal,4D-01,,,,,
Cymbal,4D-02,,,,,
Kick,4D-03,Alesis - DM5,,,,
Power Snare,4D-04,Alesis - DM5,,,,
Power Snare,4D-05,Alesis - DM5,,,,
Picked Bass(?),4D-06,Alesis - DM5,,,,
Tom,4D-07,Alesis - DM5,,,,
Tom,4D-08,,,,,
Tom,4D-09,,,,,
Claves,4D-10,Roland - SOUND Canvas SC-88Pro,SC-88 Map,050 ETHNIC,,
Timpani,4D-11,,,,,
Distortion Guitar,4D-12,,,,,
Distortion Guitar,4D-13,EastWest - Steven Stevens Guitar Collection,Parition A -> 5THS LOOPED,5THS LP 8M,,
Distortion Guitar,4D-14,,,,,
Tubular Bell,4D-15,,,,,
Grunt SFX,4D-16,,,,,
Muted Distortion Guitar,4D-17,Roland - SOUND Canvas SC-88Pro,SC-88 Map,029 001 Muted Dist. Gt,,
Muted Distortion Guitar,4D-18,Roland - SOUND Canvas SC-88Pro,SC-88 Map,029 001 Muted Dist. Gt,,
Muted Distortion Guitar,4D-19,Roland - SOUND Canvas SC-88Pro,SC-88 Map,029 001 Muted Dist. Gt,,
Rock Organ,4D-20,Roland - SOUND CANVAS SC-88Pro,SC-55 Map,019 000 Organ 3,,
Rock Organ,4D-21,Roland - SOUND CANVAS SC-88Pro,SC-55 Map,019 000 Organ 3,,
Rock Organ,4D-22,Roland - SOUND CANVAS SC-88Pro,SC-55 Map,019 000 Organ 3,,
Rock Organ,4D-23,Roland - SOUND CANVAS SC-88Pro,SC-55 Map,019 000 Organ 3,,
73. The Extreme,,,,,,
String Ensemble,05-00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-01 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-02 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-03 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-04 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-05 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-06 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-07 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-08 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-09 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-10 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
String Ensemble,2025-05-11 00:00:00,E-MU Systems - Classic Series Vol. 1,Stereo Strings,Full Strings 88,,
Acoustic Guitar,B8-00,UNKNOWN,,,,
Acoustic Guitar,B8-01,UNKNOWN,,,,
Choir,B8-02,Roland - SOUND Canvas SC-88Pro,CHECK,CHECK,,
Bass & Lead,B8-03,Roland - SOUND Canvas SC-88Pro,SC-88 Map,088 000 Bass & Lead,,
French Horn,B8-04,Roland - SOUND Canvas SC-88Pro,SC-88 Map,061 000 French Horns,,
Harp,B8-05,UNKNOWN,,,,
Harp,B8-06,UNKNOWN,,,,
Harp,B8-07,UNKNOWN,,,,
Sync Lead Synth,B8-08,UNKNOWN,,,,
MG 303 Bass,B8-09,Roland - SOUND Canvas SC-88Pro,SC-88 Map,,,
Ocarina/Sine,B8-10,UNKNOWN,,,,
Synth Brass,B8-11,UNKNOWN,,,,
Kick,B8-12,UNKNOWN,,,,
Hi Hat,B8-13,UNKNOWN,,,,
Snare,B8-14,Alesis - DM5,Snare,41 DeepRoom,,
Cymbal Crash,B8-15,Alesis - DM5,Cymbal,9 BrtCrash,,
Tambourine,B8-16,UNKNOWN,,,,
Piano,B8-17,UNKNOWN,,,,
Piano,B8-18,UNKNOWN,,,,
Piano,B8-19,UNKNOWN,,,,
Trumpet,B8-20,Roland - SOUND Canvas SC-88Pro,SC-88 Map,057 000 Trumpet,,
Trumpet,B8-21,Roland - SOUND Canvas SC-88Pro,SC-88 Map,057 000 Trumpet,,
74. The Successor,,,,,,
,,,,,,
75. Ending Theme,,,,,,
Vocals,---,Live Recording (Faye Wong),,,Removed in most re-releases of the OST,
,---,,,,,
76. Overture,,,,,,
,,,,,,
Section 2 - Beta / Unreleased Tracks,,,,,,
Don't Be Afraid ~ Demo versuin,,,,,,
,,,,,,
Raid On Dollet ,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
[Notes],,,,,,
"List sections by .SWAR name, and include any tracks that use them in parentheses. List entries by .SWAV number.",,,,,,
Try to list files in order of their in-game index.,,,,,,
