Company/Manufacturer,Product,Path/Bank,Preset,Notes
,,,,
"Disc 1: La liesse, ou le fluide mirage des songes",,,,
1. Euphoric Ride,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
2. Let's Get Started!,,,,♪ Arcangelo Chen
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
,,,,
3. Bustling Bazaar,,,,♪ Arcangelo Chen
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Quintet,,,
,,,,
4. Flanerie sur le marche,,,,♪ Qian Ding
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Accordion,Churan Li,,,
Live Recording: Violin,Yiying Zhang,,,
5. Soothing Nightfall,,,,♪ Ziyu Che
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
,,,,
,,,,
6. Eventide Caprice,,,,♪ Qian Ding
Live Recording: Orchestra,Budapest Scoring Big Band,,,
Live Recording: Violin,Csongor Veér,,,
Live Recording: Electric Guitar,Xin Zhao,,,
7. Triumph of Mirth,,,,♪ Arcangelo Chen
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Recorder,Xiaokui Ding,,,
,,,,
8. Cheerful March,,,,♪ Ziyu Che
Live Recording: Accordion,Churan Li,,,
,,,,
,,,,
9. Blissful Little Ditty,,,,♪ Peijia You
Live Recording: Violin,Csongor Veér,,,
Credited Piano Performance,Peijia You,,,
,,,,
10. Chirping With Glee,,,,♪ Yijun Jiang
,,,,
,,,,
,,,,
11. Voyage of the Black Crystal,,,,♪ Xin Zhao
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Cello,Xiaolong Chen,,,
12. Fantastical Fairytale,,,,♪ Xin Zhao
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Xiaokui Ding,,,
Live Recording: Classical Guitar,Huizhe Li,,,
13. Soothing Slumber,,,,♪ Xin Zhao
Live Recording: Bansuri,Xiaokui Ding,,,
Live Recording: Classical Guitar,Huizhe Li,,,
,,,,
14. Pensees tranquilles,,,,♪ Yijun Jiang
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Classical Guitar,Ye Fan,,,
15. Les tendres souhaits,,,,♪ Yijun Jiang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Classical Guitar,Ye Fan,,,
Live Recording: Harmonica,Xiaoguang Liu,,,
16. Astral Chime,,,,♪ Yuxi Wang
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Harmonica,Xiaoguang Liu,,,
17. Dreamlike Reflection,,,,♪ Dimeng Yuan
Live Recording: Classical Guitar,Ye Fan,,,
Live Recording: Harmonica,Xiaoguang Liu,,,
,,,,
18. Journey by the Moonlight,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Classical Guitar,Ye Fan,,,
19. The Owls' Nocturne,,,,♪ Peijia You
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
20. Towers of Afrasiab,,,,♪ Yijun Jiang
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
21. Foregone Depiction,,,,♪ Ziyu Che
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
22. Distant Portrayal,,,,♪ Ziyu Che
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
23. Moment of Conflict,,,,♪ Xin Zhao
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
24. Dream of White Branches,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Best Service,Forest Kingdom 3,2. Soundscapes -> Creatures of Nature,Playful Spirits of the Forest,
,,,,
25. With Witty Wit,,,,♪ Yijun Jiang
Live Recording: Bansuri,Jiannan Gu,,,
Live Recording: Oud,Kian,,,
,,,,
26. Sipping in the Soft Breeze,,,,♪ Yu-Peng Chen
,,,,
,,,,
,,,,
27. Sanctuary for the Sick,,,,"♪ Qian Ding, Yuxi Wang"
,,,,
,,,,
,,,,
28. Tipsy Poetry,,,,♪ Dimeng Yuan
Live Recording: Guqin,Jingyu Fang,,,
,,,,
,,,,
Disc 2: Tathya-Samvrti,,,,
1. Melody of Utsava,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Sfuture Art Group,,,
2. Descendants of Deshret,,,,♪ Yijun Jiang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
,,,,
3. Dance of Sabzeruz,,,,"♪ Yu-Peng Chen, Yijun Jiang"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
Live Recording: Classical Guitar,Ye Fan,,,
4. Note of Calamity,,,,"♪ Xin Zhao, Yu-Peng Chen"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
5. Foreboding Beat,,,,"♪ Yu-Peng Chen, Xin Zhao"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
,,,,
6. Unrequited Yearning,,,,♪ Qian Ding
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
,,,,
7. Eccentric Reception,,,,♪ Qian Ding
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Violin,Dongfang Ouyang,,,
Live Recording: Bansuri,Jiannan Gu,,,
Live Recording: Oud,Kian,,,
Live Recording: Harp,Qin Shi,,,
8. Hyakuin of Blossoming Mirage,,,,♪ Qian Ding
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Harp,Qin Shi,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
9. Moment of Tribulation,,,,"♪ Xin Zhao, Yu-Peng Chen"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
Live Recording: Harp,Qin Shi,,,
10. Smiting Scope,,,,♪ Yijun Jiang
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
11. Crumbling Sands,,,,♪ Yijun Jiang
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
12. Whisper of Weinlesefest,,,,"♪ Xin Zhao, Yu-Peng Chen"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Harp,Qin Shi,,,
13. Parcener of Heptas,,,,♪ Yijun Jiang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Oud,Kian,,,
Live Recording: Duduk,Jiali Zhang,,,
14. Two Hearts Rejoice,,,,♪ Qian Ding
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
Live Recording: Classical Guitar,Zhiqian,,,
Live Recording: Harp,Qin Shi,,,
15. The Moving Finger Writes,,,,"♪ Qian Ding, Arcangelo Chen"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
16. Inebriation of Raghs-e-Nilou,,,,"♪ Yijun Jiang, Yu-Peng Chen"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
Live Recording: Sitar,Zheng Ma,,,
EastWest,Ra,India -> Plucked -> Sitar -> Elements,Sitar Drone,
17. Trifaria Conscientia,,,,"♪ Qian Ding, Yu-Peng Chen, Arcangelo Chen, June"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Bansuri,Jiannan Gu,,,
Live Recording: Sitar,Zheng Ma,,,
"18. All in One, All in Vain",,,,"♪ Qian Ding, Yu-Peng Chen, June "
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
19. Heart of Yuugen,,,,"♪ Qian Ding, Yu-Peng Chen, Yijun Jiang, Xin Zhao"
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
,,,,
20. Remembrance of Akitsu,,,,♪ Arcangelo Chen
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
,,,,
21. The Blaze Lilies,,,,"♪ Yu-Peng Chen, Qian Ding, Yijun Jiang"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Electric Guitar,Yijun Jiang,,,
Live Recording: Dizi,Xiaokui Ding,,,
Live Recording: Pipa,Yankun Duan,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Erhu,Chao Li,,,
22. First Blossom of Spring,,,,♪ Qian Ding
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Erhu,Chao Li,,,
Live Recording: Xiao,Xiaokui Ding,,,
23. The Name is Legion,,,,♪ Arcangelo Chen
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
24. Serenade of the Distant Realm,,,,♪ June
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
25. Occluded Blight,,,,♪ June
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
26. Love Is in the Air,,,,"♪ Arcangelo Chen, Yu-Peng Chen"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Violin,Qin Zhang,,,
27. Heliacal Path,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
28. Glowing Embers,,,,♪ Qian Ding
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Ney,Xiaokui Ding,,,
29. Purposeful Purity,,,,♪ June
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
30. Pulse of Spring,,,,"♪ Qian Ding, Yuxi Wang"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Pipa,Yuanchun Yu,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Erhu,Chao Li,,,
Live Recording: Xiao,Xiaokui Ding,,,
31. Coronation of Providence,,,,"♪ Arcangelo Chen, Peijia You, Yijun Jiang, Xin Zhao, Yu-Peng Chen"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
32. A Pensive Sigh,,,,"♪ Arcangelo Chen, Yuxi Wang"
Live Recording: Orchestra,Art of Loong Quartet,,,
Live Recording: Bansuri,Jiannan Gu,,,
,,,,
33. Chasing Starlight With You,,,,"♪ Dimeng Yuan, Yuxi Wang"
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Voice,Ziyu Che,,,
,,,,
34. Crystalline Reverie,,,,♪ Yuxi Wang
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Cello,Ping Zhang,,,
Disc 3: Anecdotes of Reverie,,,,
1. Dharana Iaksana,,,,"♪ Yijun Jiang, Yu-Peng Chen"
Live Recording: Bansuri,Jiannan Gu,,,
Live Recording: Duduk,Jiali Zhang,,,
,,,,
2. Invokation Game,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Electric Guitar,Yijun Jiang,,,
3. Voyage Suite,,,,"♪ Peijia You, Yu-Peng Chen"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Electric Guitar,Peijia You,,,
,,,,
4. Polumnia Omnia (Performance Version),,,,"♪ Yu-Peng Chen, Yijun Jiang"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
Live Recording: Voice,Paolo Andrea Di Pietro,,,
5. Virtuous Guardian,,,,♪ Qian Ding
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Dizi,Xiaokui Ding,,,
Live Recording: Pipa,Xiao Meng,,,
Live Recording: Guzheng,Jingya Shang,,,
Live Recording: Erhu,Yue Jin,,,
Live Recording: Xiao,Xiaokui Ding,,,
6. The Final Feast,,,,"♪ Dimeng Yuan, Yu-Peng Chen"
Live Recording: Orchestra,Budapest Scoring Big Band,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Electric Guitar,Dimeng Yuan,,,
Live Recording: Classical Guitar,Ye Fan,,,
Live Recording: Saxophone,Shihai Li,,,
Live Recording: Mandolin,Ye Fan,,,
,,,,
,,,,
,,,,
,,,,
Fountain of Belleau,,,,
,,,,
,,,,"Recording Studio:
- Abbey Road Studios (1.01~12, 15, 16, 18~24 / 2.01~04, 08~10, 14, 23~25, 30 / 3.01~06, 08, 12, 14, 16~18, 20, 21, 25, 30 / 4.01~03)
- Angel Studios (1.01, 03~06, 08, 09, 12, 13, 15, 16, 19, 21, 24 / 2.08, 23, 24 / 4.01~03)
- Air-Edel Recording Studios (1.01~06, 09, 11, 12, 15, 17~21, 23 / 2.01~10, 12, 14~19, 23, 24, 29, 30 / 3.03, 04, 10~14, 30 / 4.01~03)
- Budapest Scoring (1.02, 14, 17, 25~27, 31 / 2.11~13, 26 / 4.04, 05)
- Shanghai Media Group (1.14, 25 / 4.04)
- 52Hz Studio (1.16 / 2.01, 02, 10 / 3.11)
- SKY FIRE STUDIO (1.26, 30 / 2.27, 28)"
,,,,
Disc 1: Chanson of Justice and Impartiality,,,,
1. Fontaine,,,,♪ Dimeng Yuan
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Glass Harp,Alasdair Malloy,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Viola da gamba,Kate Conway,,,
Bizzi,Goermans-Taskin,,,
Schiedmayer,5.5-Octave Celesta,,,
Steinway & Sons,Steinway D-274,,,
2. Le Souvenir avec le crepuscule,,,,♪ Dimeng Yuan
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Glass Harp,Alasdair Malloy,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Viola da gamba,Kate Conway,,,
Live Recording: Glass Harmonica,Alasdair Malloy,,,
3. Ballad of Many Waters,,,,♪ Dimeng Yuan
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Classical Guitar,Richard Durrant,,,
Live Recording: Upright Bass,Chris Laurence,,,
4. City of Mellifluous Glory,,,,♪ Yijun Jiang
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Classical Guitar,Richard Durrant,,,
Live Recording: Upright Bass,Chris Laurence,,,
5. Leisurely Days in Fontaine,,,,♪ Qian Ding
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Glass Harmonica,Alasdair Malloy,,,
Live Recording: Classical Guitar,Richard Durrant,,,
Live Recording: Upright Bass,Chris Laurence,,,
Live Recording: Lute,Lynda Sayce,,,
6. Poesy of Chrysolite,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Classical Guitar,Richard Durrant,,,
7. Luminescence of Eventide,,,,♪ Dimeng Yuan
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Electric Guitar,Dimeng Yuan,,,
,,,,
8. Coruscating Street,,,,♪ Yijun Jiang
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Upright Bass,Chris Laurence,,,
Credited Piano Performance,Yijun Jiang,,,
9. Dreams' Swirling Whispers,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Classical Guitar,Richard Durrant,,,
10. La nuit silencieuse et paisible,,,,♪ Ziyu Che
Live Recording: Orchestra,London Symphony Orchestra,,,
Credited Piano Performance,Ziyu Che,,,
,,,,
11. Quand la lumiere resplendira,,,,♪ Dimeng Yuan
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Glass Harmonica,Alasdair Malloy,,,
Credited Piano Performance,Dimeng Yuan,,,
12. Symposion of Spectacle,,,,♪ Xin Zhao
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Glass Harmonica,Alasdair Malloy,,,
Live Recording: Upright Bass,Chris Laurence,,,
13. Harmonia of Polysynodie,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
14. Pluie sur la ville,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Violin,Yutong Zhang,,,
,,,,
15. Le fleuve secret,,,,♪ Peijia You
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Viola da gamba,Kate Conway,,,
Live Recording: Lute,Lynda Sayce,,,
Live Recording: Recorder,Andy Findon,,,
16. Cakes and Ale for the Exiled,,,,♪ Peijia You
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Upright Bass,Chris Laurence,,,
Live Recording: Acoustic Guitar,Ye Fan,,,
17. Romaritime Recollection,,,,♪ Xin Zhao
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Classical Guitar,Richard Durrant,,,
18. Pilot's Rest,,,,♪ Xin Zhao
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
19. Limpide est le sanglot d'eau,,,,♪ Dimeng Yuan
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Glass Harp,Alasdair Malloy,,,
,,,,
20. Clair de lune,,,,♪ Dimeng Yuan
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Classical Guitar,Richard Durrant,,,
Live Recording: Baroque Guitar,Richard Durrant,,,
21. Spring Song,,,,♪ Peijia You
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
22. Where All Waters Converge,,,,♪ Qian Ding
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
23. Raven Gloss of Darkness,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
24. Le spectacle doit continuer,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
25. The Oratrice's Verdict,,,,♪ Qian Ding
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Violin,Yutong Zhang,,,
Live Recording: Cello,Xiaolong Chen,,,
26. Searching for Clues,,,,♪ Xin Zhao
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Accordion,Xiaonan Xu,,,
,,,,
27. Sensational Sentence,,,,♪ Yijun Jiang
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
,,,,
,,,,
28. Deductive Rendition,,,,♪ Yijun Jiang
,,,,
,,,,
,,,,
29. Contemporary Testimony,,,,♪ Qian Ding
,,,,
,,,,
,,,,
30. Je sais le nom de l'etranger !,,,,"♪ Arcangelo Chen, Yu-Peng Chen"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
31. Caliginous Hearthfire,,,,"♪ Yu-Peng Chen, Arcangelo Chen"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
,,,,
,,,,
Disc 2: Arioso of Belle Epoque,,,,
1. Il Nome della Rosula,,,,♪ Peijia You
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Viola da gamba,Kate Conway,,,
Live Recording: Classical Guitar,Ye Fan,,,
2. Il Crepuscolo di Poisson,,,,♪ Peijia You
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Viola da gamba,Kate Conway,,,
Live Recording: Classical Guitar,Ye Fan,,,
Live Recording: Acoustic Guitar,Ye Fan,,,
3. Ann's Quiescent Residence,,,,♪ Yijun Jiang
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Classical Guitar,Richard Durrant,,,
,,,,
4. Cruising in the Balmy Breeze,,,,♪ Peijia You
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Lute,Lynda Sayce,,,
5. Rippling Wavelet,,,,♪ Xin Zhao
Live Recording: Glass Harp,Alasdair Malloy,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Glass Harmonica,Alasdair Malloy,,,
Live Recording: Classical Guitar,Richard Durrant,,,
6. Cerulean Tour,,,,♪ Arcangelo Chen
Live Recording: Lute,Lynda Sayce,,,
,,,,
,,,,
7. Across the Meadows,,,,♪ Yijun Jiang
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
Live Recording: Classical Guitar,Richard Durrant,,,
8. Cobalt Remembrance,,,,♪ Yijun Jiang
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
9. Susurrating Holt,,,,♪ Yijun Jiang
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
10. Clement Rillet,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Viola da gamba,Kate Conway,,,
Live Recording: Classical Guitar,Ye Fan,,,
Live Recording: Lute,Lynda Sayce,,,
Live Recording: Baroque Flute,Andy Findon,,,
11. Reve d'alouette,,,,♪ Arcangelo Chen
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
,,,,
,,,,
12. Que le vent soit doux,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Accordion,Milos Milivojevic,,,
Live Recording: Mandolin,Nigel Woodhouse,,,
13. Ondulations du rythme,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Credited Piano Performance,Dimeng Yuan,,,
,,,,
14. Expectation for Exploration,,,,♪ Qian Ding
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Recorder,Andy Findon,,,
,,,,
15. Peripatetic Peregrination,,,,♪ Yijun Jiang
Live Recording: Piccolo,Andy Findon,,,
16. Langage des fleurs,,,,♪ Yijun Jiang
Live Recording: Viola da gamba,Kate Conway,,,
,,,,
,,,,
"17. Demain, des l'aube",,,,♪ Xin Zhao
Live Recording: Lute,Lynda Sayce,,,
Live Recording: Recorder,Andy Findon,,,
,,,,
18. Les murmures des flots,,,,♪ Qian Ding
Live Recording: Lute,Lynda Sayce,,,
Live Recording: Baroque Guitar,Richard Durrant,,,
,,,,
19. Gloomy Drizzle,,,,♪ Qian Ding
Live Recording: Viola da gamba,Kate Conway,,,
Live Recording: Baroque Guitar,Richard Durrant,,,
,,,,
20. Quo Vadis,,,,♪ Qian Ding
Credited Piano Performance,Qian Ding,,,
,,,,
,,,,
21. Vespers of Pluviose,,,,♪ Arcangelo Chen
Credited Piano Performance,Arcangelo Chen,,,
,,,,
,,,,
22. Lustrous Stars,,,,♪ Arcangelo Chen
Credited Piano Performance,Arcangelo Chen,,,
,,,,
,,,,
23. Sombre of the White Spring,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
24. Floating Into Distance,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Viola da gamba,Kate Conway,,,
Live Recording: Lute,Lynda Sayce,,,
25. Les Nuits,,,,♪ Arcangelo Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
26. Nocturnal Illumination,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Credited Piano Performance,Dimeng Yuan,,,
,,,,
27. Intricate Ruse,,,,♪ Yijun Jiang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
28. Qui me freine a un tel moment,,,,♪ Yijun Jiang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
29. Nymphs' Tea Party,,,,♪ Dimeng Yuan
Live Recording: Glass Harp,Alasdair Malloy,,,
Live Recording: Glass Harmonica,Alasdair Malloy,,,
,,,,
30. Dream Through the Looking-Glass,,,,♪ Dimeng Yuan
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Glass Harp,Alasdair Malloy,,,
Live Recording: Glass Harmonica,Alasdair Malloy,,,
Disc 3: Chapelloise of Trickling Springs,,,,
1. Melody of Merusea,,,,♪ Ziyu Che
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Voice,Ziyu Che,,,
,,,,
2. Miraculous Whisper,,,,♪ Ziyu Che
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Voice,Ziyu Che,,,
,,,,
3. La cite en la mer,,,,♪ Ziyu Che
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Viola da gamba,Kate Conway,,,
Live Recording: Voice,Ziyu Che,,,
4. Passage of an Era,,,,♪ June
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Glass Harp,Alasdair Malloy,,,
