Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Roland,JV-1080,Rhythm Set -> PR-C,002 OrchDrumSet,Crash Cymbal,"Red Zone, Blue Zone, Submarine",
Roland,SOUND Canvas SC-88,SC-55 Map,004 000 Honky-tonk,,"Blue Zone 2, Picture, Hey Sheep",
Roland,SOUND Canvas SC-88,SC-55 Map,058 000 Trombone,Low note,"Blue Zone, White Zone",
Roland,SOUND Canvas SC-88,SC-55 Map,119 000 Synth Drum,,Palm Tree,
Roland,SOUND Canvas SC-88,SC-88 Map,013 000 Marimba,,Dark Bomber's Posse,
Roland,SOUND Canvas SC-88,SC-88 Map,106 000 Banjo,,"Picture, Hey Sheep, Cordless Bomb",
Roland,SOUND Canvas SC-88,SC-88 Map -> Drum Set,002 STANDARD 2,"Snare, Low Tom, Tambourine, Splash Cymbal, Cowbell",Bomb Factory,
Stuff to Find,,,,,,
Roland,JV-1080,?,Octave Brass,,Bomberman,
Roland,?,?,Harp,,"Swimming, TefuTefu",
?,?,?,Solo Violin,,"Red Zone, Blue Zone 2",
?,?,?,Solo Cello,,Menu,
?,?,?,Recorder,,"Menu, Map",
?,?,?,Clarinet,,"Hey Sheep, Cordless Bomb",
?,?,?,Sax,,Palm Tree,
Bomberman Blast,,,,"(Music by: Hironobu Yahata, Shinya Ohtouge)",,
WiiWare ★,,"(Released: September 12, 2008)",,,,
KORG,EXB-PCM04 Dance Extreme,Programs,034 Perko Bon Bon,,"Front End, Wi-Fi Menu, Normal Battle 2",
KORG,EXB-PCM04 Dance Extreme,Programs,036 Power Saw,,"Level Clear, Battle Game Victory, Normal Battle 1, King Battle, Bomberman for Beginners (Alternate)",
KORG,EXB-PCM04 Dance Extreme,Programs,040 BPF Saw Synth,,Front End,
KORG,EXB-PCM04 Dance Extreme,Programs,076 VocodeWah <JS-Y>,,Normal Battle 3,
KORG,EXB-PCM04 Dance Extreme,Programs,078 Belladano,,,
KORG,KARMA,Programs -> Bank A,A047 Log Drum,,Settings,
KORG,KARMA,Programs -> Bank A,A065 90's Piano,,Battle Game Victory,
KORG,TR-Rack,Programs -> Bank B,B056 Timpani,,"Battle Game Start, Front End, Battle Game Victory",
KORG,TR-Rack,Programs -> Bank C,C029 Pop Guitar Chd,,Countdown Battle,
Roland,SR-JV80-09 Session,XP-X,219 Phazed Organ,,"Front End, Battle Game Setup, Normal Battle 3, Countdown Battle, Air Raid Battle",
Roland,SR-JV80-09 Session,XP-X -> Rhythm Set,002 SessionSet 2,,"Battle Game Victory, Countdown Battle",
Roland,SRX-01 Dynamic Drum Kits,XP-X -> Rhythm Set,001 Poppin KIT,,-Used throughout the soundtrack-,
Roland,SRX-05 Supreme Dance,XP-X,038 Hood Bass 2,,"Wi-Fi Menu, Normal Battle 2, Bomberman for Beginners",
Roland,SRX-05 Supreme Dance,XP-X,039 Rubber Bs 21,,"Game Over, Front End, Normal Battle 1, Normal Battle 3, King Battle",
Roland,SRX-05 Supreme Dance,XP-X,045 LegatoSynBs,,"Battle Game Start, Battle Game Setup, Battle Game Victory, Countdown Battle, Air Raid Battle",
Roland,SRX-05 Supreme Dance,XP-X,055 DarkEchoBass,,"Level Clear, Battle Game Standings, Battle Game Victory",
Roland,SRX-05 Supreme Dance,XP-X,126 Bobs Slide,,Normal Battle 1,
Roland,SRX-05 Supreme Dance,XP-X,132 BrassHit 6,,King Battle,
Roland,SRX-05 Supreme Dance,XP-X,137 OrgTrnsplnt,,"Front End, King Battle",
Roland,SRX-05 Supreme Dance,XP-X,167 Bounce Hit1,,"Battle Game Start, Level Clear, Front End, Battle Game Setup, Battle Game Standings, Battle Game Victory, Normal Battle 1, Normal Battle 3",
Roland,SRX-05 Supreme Dance,XP-X,254 Waw Chord,,Game Over,
Roland,SRX-05 Supreme Dance,XP-X,261 LightStrings,,"Countdown Battle, Settings",
Roland,SRX-05 Supreme Dance,XP-X,270 EuroBeat Brs,,-Used throughout the soundtrack-,
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,002 Euro Kit,,-Used throughout the soundtrack-,
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,003 Urban Kit,,"Normal Battle 2, Bomberman for Beginners",
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,017 Solid Kit,,"Wi-Fi Menu, Normal Battle 1",
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,019 TekQuartoKit,,"Front End, Normal Battle 2",
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,024 Snare Menu 2,,Bomberman for Beginners,
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,032 FX Menu,,"Game Over, Battle Game Setup, Battle Game Standings, Air Raid Battle",
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,033 SynPerc.Menu,,"Countdown Battle, Air Raid Battle",
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,034 All TR Menu,,"Game Over, Normal Battle 1, Normal Battle 2, Normal Battle 3",
Roland,XV-5080,PR-E,039 96 Years,,Normal Battle 2,
Yamaha,MOTIF-RACK ES,PRE1,090 Kb:ToyPiano,,,
Yamaha,MOTIF-RACK ES,PRE2,059 Gt:Rotator,,Normal Battle 2,
Yamaha,MOTIF-RACK ES,PRE5,088 Me:80's Hit,,"Wi-Fi Menu, Normal Battle 2, Countdown Battle",
Yamaha,MOTIF-RACK ES,PRE5,105 Sc:Cool Tech,,"Front End, Wi-Fi Menu, Bomberman for Beginners (Alternate)",
Yamaha,MOTIF-RACK ES,DRM -> PRE,033 Dr:Electric,,-Used throughout the soundtrack-,
Yamaha,MOTIF-RACK ES,DRM -> PRE,041 Dr:All Round,,Normal Battle 1,
Yamaha,MOTIF-RACK ES,DRM -> PRE,063 Dr:Synthetic,,Countdown Battle,
Yamaha,MOTIF-RACK ES,GM,010 Cp:Glocken,,Normal Battle 2,
Stuff to Find,,,,,,
Yamaha,MOTIF-RACK ES,PRE3,107 Br:Prophy,doesn't match 100%,"Battle Game Victory, Air Raid Battle",
Yamaha,MOTIF-RACK ES,,,Brass Section,Battle Game Victory,
?,?,,,Reverse 909 Cymbal,"Battle Game Start, Front End, Battle Game Victory, Normal Battle 1, Normal Battle 3",
?,?,,,Ringmod Synth,Countdown Battle,
?,?,,,Sine Wave / Whistle,Settings,
?,?,,,Square Lead,"Battle Game Setup, Normal Battle 1, King Battle, Bomberman for Beginners",
?,?,,,Supersaw Lead 2,"Battle Game Victory, Normal Battle 1, Normal Battle 3",
?,?,,,Supersaw Lead 3,"Normal Battle 1, Bomberman for Beginners",
?,?,,,Supersaw Lead 4,Countdown Battle,
Yamaha,MOTIF-RACK ES,,,Synth Chime,Normal Battle 2,
?,?,,,Synth Lead,"Battle Game Start, Level Clear, Battle Game Standings",
?,?,,,Synth Pad,"Air Raid Battle, Settings",
Wii (Japanese Retail Version) ★,,"(Released: September 25, 2008)",,,,
All other instruments come from the WiiWare version.,,,,,,
Best Service,Classical Choir,"Track 7 - short voices, (each 2 times)","""Hah!""",,Final Boss 2,
KORG,KARMA,Programs -> Bank A,A060 Trancer Lead,,"Select, Area 3",
KORG,KARMA,Programs -> Bank B,B100 BD&SD Kit 2,,Final Boss 2,
KORG,KARMA,Programs -> Bank E,E079 Chrome Res Arp,to confirm,"Select, Area 4",
Roland,SR-JV80-05 World,XP-X -> Rhythm Set,001 JV Rhythm,,Area 4,
Roland,SR-JV80-10 Bass & Drums,XP-X,147 Dry DanceKIT,"EQ'd, pitched down -2 semitones.",Area 2,
Roland,SR-JV80-16 Orchestral II,XP-X,230 Mondo Hit,,Area 4,
Roland,SR-JV80-18 World Collection Latin,XP-X -> Rhythm Set,006 BrazilianPrc,,"Area 1, Area 2, Area 3",
Roland,SR-JV80-18 World Collection Latin,XP-X -> Rhythm Set,007 Cuban Perc.,,"Opening, Area 1, Area 3",
Roland,SRX-01 Dynamic Drum Kits,XP-X -> Rhythm Set,001 Poppin KIT,,Area 1,
Roland,SRX-01 Dynamic Drum Kits,XP-X -> Rhythm Set,002 StdRock1 KIT,,"Boss Fight, Final Boss 1",
Roland,SRX-03 Studio SRX,XP-X,072 Amazone,,Area 2,
Roland,SRX-03 Studio SRX,XP-X,091 MG Brass,Octaved,"Boss Defeated, Opening, Final Boss 1, Final Boss 2, Credits",
Roland,SRX-05 Supreme Dance,XP-X,041 Bend Bs /sw,,Area 3,
Roland,SRX-05 Supreme Dance,XP-X,046 15inch Bass,,"Select, Boss Fight, Credits",
Roland,SRX-05 Supreme Dance,XP-X,080 P5 Pluck,,Area 4,
Roland,SRX-05 Supreme Dance,XP-X,092 SpectrumWave,,Final Boss 2,
Roland,SRX-05 Supreme Dance,XP-X,261 LightStrings,New multisample,Opening,
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,022 Kick Menu 2,,Area 2,
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,025 Snare Menu 3,,Area 2,
Roland,SRX-05 Supreme Dance,XP-X -> Rhythm Set,033 SynPerc.Menu,,Select,
Roland,XV-5080,PR-F,078 EastrnEurope,,Area 3,
Yamaha,MOTIF-RACK ES,PRE1,070 Cp:Kalimbell,,,
Yamaha,MOTIF-RACK ES,PRE2,011 Or:AnaDrwbr,,"Opening, Area 2",
Yamaha,MOTIF-RACK ES,PRE4,037 St:Yayli,,"Boss Defeated, Opening, Final Boss 1, Final Boss 2, Credits",
Yamaha,MOTIF-RACK ES,PRE5,001 Ld:Soft Lead,,Area 1,
Yamaha,MOTIF-RACK ES,PRE5,043 Ba:West Coast,,Area 4,
Yamaha,MOTIF-RACK ES,DRM -> PRE,048 Dr:Wood Bits,,Area 2,
Yamaha,MOTIF-RACK ES,DRM -> PRE,059 Dr:Arabic Mix,,,
Yamaha,MOTIF-RACK ES,DRM -> PRE,063 Dr:Synthetic,,Select,
Stuff to Find,,,,,,
Best Service,Classical Choir,,,a bunch of shouts layered i think,Final Boss 2,
?,?,,,Deep Synth Bass,Area 2,
?,?,,,Distorted Saw Lead,Boss Fight,
?,?,,,Filter Synth,Area 3,
?,?,,,Reverb Hit,Boss Fight,
?,?,,,Reverb Pizzicato,Area 2,
?,?,,,Sitar,Area 3,
?,?,,,Stomp Hit,"Area 5, Final Boss 2",
?,?,,,Synth Bell,Area 1,
?,?,,,Synth Bell Chord,Opening,
?,?,,,Synth Brass,Area 1,
?,?,,,Synth Chord Zap,Area 5,
?,?,,,Synth Panflute,Area 2,
?,?,,,Wind Chimes,,
Bombergirl,,"(Released: August 30, 2018)",,,,
Apple,Logic Pro X,,,,,
,,,,,,
Section 7 - Power Pros,,,,,,
,,,,,,
Jikkyō Powerful Pro Yakyū '94,,"(Released: March 11, 1994)",,,Jump to top,
AKAI,S1000,SL1029 CHOP BASS SYNTH BASS,K-CHOP BASS1,CHOP G1,"Title, Menu Theme",
AKAI,S1000,SL1035 WIND #1,HARMONICA,HARMONICAF#4,Bad Luck,
AKAI,S1000,SL1071 ORGAN #3,SHIMMER HAM1,HAMMOND2 C5,-Used throughout the soundtrack-,
AKAI,S1000,SL3034 ANALOG BRASS,OBX-ANA BRAS,EX BR G4 SA,Title,
AKAI,XR10,PRST-58,WHISTLE,,-Used throughout the soundtrack-,
KORG,T3,PROG,12 Trombone,,"Hitting March (Both variants), Chance Theme, Scoring Hit, Change (Without Points)",
Stuff to Find,,,,,,
AKAI,XR10,,,Drum Kit,,
?,?,,,Applause,,
Jikkyō Powerful Pro Yakyū 2,,"(Released: February 24, 1995)",,,,
AKAI,S1000,SL1029 CHOP BASS SYNTH BASS,K-CHOP BASS1,CHOP G1,,
AKAI,S1000,SL1061 TRUMPET & SAX #2,TENOR SAX,TENOR SAX G4,,
AKAI,S1000,SL1071 ORGAN #3,SHIMMER HAM1,HAMMOND2 C5,,
AKAI,S1000,SL3034 ANALOG BRASS,OBX-ANA BRAS,EX BR G4 SA,,
AKAI,XR10,PRST-58,WHISTLE,,,
KORG,T3,PROG,12 Trombone,,,
Stuff to Find,,,,,,
?,?,,,Applause,,
Jikkyō Powerful Pro Yakyū 3,,"(Released: February 29, 1996)",,,,
AKAI,S950,SL506 STRINGS #1,STRINGS 1,,Pennant Mode Happy End,
AKAI,S1000,SL1022 STEREO STRINGS,LOW STRINGS,LOSTR2,"Success Mode Winter, Success Mode Happy End, Pennant Mode Bad End",
AKAI,S1000,SL1052 VIOLA & PIZZ,STER PIZZVLA,PIZZVLA A2,"Success Mode Spring, Success Mode Autumn, Success Mode Winter, Success Mode Bad End",
AKAI,S1000,SL1061 TRUMPET & SAX #2,TENOR SAX,TENOR SAX G4,"Menu, Pennant Mode Happy End",
AKAI,S1000,SL1071 ORGAN #3,SHIMMER HAM1,HAMMOND2 C5,"Title, Success Mode Summer, Lucky 7, Home Run, Game Set, Camp, Pennant Mode Ending 1, Pennant Mode Ending 2",
AKAI,S1000,SL3034 ANALOG BRASS,OBX-ANA BRAS,EX BR G4 SA,"Title, Menu, Pennant Mode Happy End",
AKAI,XR10,PRST-39,CRASH2,,Pennant Mode Bad End,
AKAI,XR10,PRST-42,CLAPS,,Pennant Mode Happy End,
AKAI,XR10,PRST-58,WHISTLE,,"Hitting March 1, Hitting March 2, Chance, Change 1",
E-MU Systems,Proteus/1,Instruments,097 Fund Gone 2,,Pennant Mode Happy End,
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,,SFX,
Roland,SOUND Canvas SC-88,SC-55 Map,006 000 E.Piano 2,,"Success Mode Spring, Success Mode Summer",
Roland,SOUND Canvas SC-88,SC-55 Map,038 000 Slap Bs. 2,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-55 Map,062 000 Brass 1,,"Success Mode Game, Hitting March 1, Hitting March 2, Chance, Hit, Change 1, Change 2",
Stuff to Find,,,,,,
?,?,,,Applause,"Hitting March 1, Hitting March 2, Change 1, Home Run, Pennant Mode Ending 1, Pennant Mode Ending 2",
?,?,,,Bass,Pennant Mode Bad End,
?,?,,,Fantasia,"Pennant Mode Bad End, Pennant Mode Happy End",
?,?,,,Guitar,"Menu, Pennant Mode Happy End",
?,?,,,Harmonica,Pennant Mode Bad End,
,,,,,,
Section 8 - International Superstar Soccer,,,,,,
,,,,,,
International Superstar Soccer (SNES),,"(Released: November 11, 1994)",,"(Music by: Harumi Ueko, Hideyuki Eto)",Jump to top,
AKAI,S1000,SL1061 TRUMPET & SAX #2,TENOR SAX,TENOR SAX G4,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
AKAI,XR10,PRST-59,SQUEAK L,To properly check,Asian League,
E-MU Systems,Proteus/1,Instruments,097 Fund Gone 2,To properly check,"International Cup Tournament, International Cup Final, World Series Prelude, Game Over",
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,To properly check,SFX,
?,?,,Applause,,Victory 2nd Season,
?,?,,Sweep Synth,,"Main Menu, International Cup Final, World Series Prelude",
?,?,,Mute Guitar,,-Used throughout the soundtrack-,
?,?,,Octave Brass,,-Used throughout the soundtrack-,
?,?,,Slap Pop Bass,,-Used throughout the soundtrack-,
?,?,,Synth Bass,,"Victory 2nd Season, Training Clear, Training Miss, Scenarios, Staff Roll",
?,?,,Reverb Kick,,-Used throughout the soundtrack-,
?,?,,Power Snare,,-Used throughout the soundtrack-,
?,?,,Tom,,-Used throughout the soundtrack-,
?,?,,Closed Hihat,,-Used throughout the soundtrack-,
?,?,,Open Hihat,,-Used throughout the soundtrack-,
?,?,,Bongo,,-Used throughout the soundtrack-,
?,?,,Timbale,,Practicing,
?,?,,Shaker,,International Cup,
International Superstar Soccer Deluxe (SNES),,"(Released: September 22, 1995)",,"(Music by: Hideyuki Eto, Harumi Ueko, Tomoya Tomita)",,
AKAI,S1000,SL1061 TRUMPET & SAX #2,TENOR SAX,TENOR SAX G4,-Used throughout the soundtrack-,
E-MU Systems,Emulator Standards,Dance Club,Les Paul Hi F's,,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
AKAI,S1000,,Slap Bass,To properly check,-Used throughout the soundtrack-,
AKAI,XR10,PRST-42,CLAPS,"To properly check, likely wrong","Main Menu, Practicing",
AKAI,XR10,PRST-56,COWBELL,"To properly check, likely wrong","Main Menu, Practicing",
AKAI,XR10,PRST-58,WHISTLE,"To properly check, likely wrong",Special Staff Roll,
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,"To properly check, likely wrong",SFX,
Roland,JV-80,Internal,I54 Analog Bs 2,To properly check,-Used throughout the soundtrack-,
Roland,JV-80,Preset B,B46 Brass Sect 1,To properly check,-Used throughout the soundtrack-,
?,?,,Electric Piano,,-Used throughout the soundtrack-,
?,?,,Synth Strings,,Opening,
International Superstar Soccer 64,,"(Released: December 20, 1996)",,"(Music by: Kazuhiko Uehara, Tsutomu Ogura, Harumi Ueko, Takahito Uenishi, Junko Ishigami)",,
AKAI,CD3000 Sound Library,Partition C -> DRUM+PERC,SNARE PROG1,,Opening,
Roland,JV-1080,PR-A,084 Wave Bells,,,
Roland,SR-JV80-09 Session,XP-X,001 St.Concert,"G2, A#4 - Left channel only","Training, Champion, Scenario All Cleared",
Spectrasonics,Bass Legends,CD 2 -> Partition A -> 6-STR FUNK,JP FUNK V3-A,,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
Roland,JV-1080,PR-D (GM),127 Applause,"To properly check, likely wrong","Award Ceremony, Victory",
Roland,?,,High Cuica,Reversed and edited,"Main Menu, Special Game",
?,?,,Pan Flute Synth Lead,,"Major A Productions, Main Menu",
?,?,,Electric Piano,,"Training, Credits",
?,?,,Organ,,Training,
?,?,,Fingered Bass,,-Used throughout the soundtrack-,
?,?,,Various Electric Guitars,,-Used throughout the soundtrack-,
?,?,,Octave Strings ,,"Main Menu, Training",
?,?,,Synth Vox,,"Major A Fanfare, Main Menu",
?,?,,High Brass + Strings,,-Used throughout the soundtrack-,
?,?,,Octave Brass,,-Used throughout the soundtrack-,
?,?,,Various Synth Brasses,,-Used throughout the soundtrack-,
?,?,,Low Fanta Bell,,Major A Fanfare,
Ensoniq,?,,All Drums,"Kicks, snares, toms, hihats, cymbals",-Used throughout the soundtrack-,
Ensoniq,?,,All Latin Percussive Drums,"Bongos, timbale, agogo, shaker, etc.",-Used throughout the soundtrack-,
,,,,,,
Section 9 - Metal Gear Solid,,,,,,
,,,,,,
Metal Gear Solid,,"(Released: September 3, 1998)",,(Music by: See notes),Jump to top,
Best Service,Extended Classical Choir,Partition C -> ZOOMMM SL,ZOOMMM,,REX'S LAIR,
EastWest,Scoring Tools,Partition D -> DANGER 1,DANGER 1B DM,,INTRODUCTION,
Roland,JV-1080,PR-B,052 Blade Racer,,Prologue ,
Roland,JV-1080,PR-C,110 Crash Pad,,Revolver,
Roland,JV-1080,,,Voice Oohs,Psychonauts Intro,
Stuff to Find,,,,,,
Roland,SR-JV80-02 Orchestral,XP-X,?,Strings,,
KORG,01/W,PROG -> Bank B,B99 Steam,Needs confirmation. Harmonics don't line up,GAME OVER,
?,?,,,Piano,Encounter ,
?,?,,,Timpani,Encounter ,
?,?,,,Choirs,Mantis' Hymn,
Metal Gear Solid 2: Sons of Liberty,,"(Released: November 13, 2001)",,"(Music by: Harry Gregson-Williams, Norihiko Hibino)",,
Metal Gear Solid 2: Substance,,"(Released: November 5, 2002)",,(Music by: Norihiko Hibino),,
Live Recording: Aya Nakata,Piano,,,,"Memories of Hal, Reminiscence",
Live Recording: Masahiro Tajika,Drums,,,,Arms Depot,
Live Recording: Masumi Yamauchi,Trumpet,,,,Peter's Theme,
Live Recording: Norihiko Hibino,Saxophone,,,,-Used throughout the soundtrack-,
Live Recording: Sanae Shintani,Voice,,,,"Arsenal's Guts, Prelude to the Denouement",
Live Recording: Takashi Nakazato,Conga,,,,Arms Depot,
Live Recording: Takashi Sugawara,Drums,,,,"Battle, Arsenal's Guts",
Live Recording: Takero Ogata,Conga,,,,"Battle, Arsenal's Guts",
Best Service,Advanced Orchestra,,,Trombone,"Yell ""Dead Cell"", Father and Son",
Best Service,Advanced Orchestra,,,French Horn,Father and Son,
Best Service,Peter Siedlaczek's Classical Choir,,,Choir Ahh,Arsenal's Guts,
Masterbits,Peter Siedlaczek's Orchestra,Partition A -> ORCHHITS MAJ,HITS MAJ FF,,Father and Son,
Masterbits,Peter Siedlaczek's Orchestra,Partition D -> STRING SPIC,SPIC C1-A#3,,"Yell ""Dead Cell""",
Spectrasonics,Distorted Reality 2,Partition B -> 03 130-139,SWEEPSTEPZ,,It's The Harrier!,
Spectrasonics,Distorted Reality 2,Partition B -> 04 140-159,HELIOTROPE,,It's The Harrier!,
KORG,Prophecy,,,,"Yell ""Dead Cell""",
Ueberschall,Drum&Bass Flashtrackz,Partition A -> #04  170 BPM,04 DR 170,,"Yell ""Dead Cell"" (VR remix)",
Stuff to Find,,,,,,
Best Service,?,,,,,
Spectrasonics,Distorted Reality 2,,,Loops,,
Metal Gear Solid: The Twin Snakes,,"(Released: March 9, 2004)",,"(Music by: Norihiko Hibino, Steve Henifin, Toshiyuki Kakuta, Shuichi Kobori, Waichiro Ozaki)",,
Big Fish Audio,Prosonus The Orchestral Collection,ORCHPERC -> CRASHCYM,CymShortCresc LH ,,Title Screen,
EastWest,Percussive Adventures,,,Credited,,
Spectrasonics,Symphony of Voices,,,Credited,,
Metal Gear Solid 3: Snake Eater,,"(Released: November 17, 2004)",,"(Music by: Harry Gregson-Williams, Norihiko Hibino)",,
EastWest,Stormdrum,Large Percussion,Taikos Ambient,,CQC,
EastWest,Stormdrum Loops,Thunderous Instruments,Clone Army 162 bpm,,Metal Gear Saga,
Spectrasonics,Distorted Reality,Partition C -> SPACEY DRUMS,CHINKER 1,,On The Ground ~ Battle In The Jungle,
Spectrasonics,Distorted Reality 2,CD 1 -> Partition B -> 03 130-139,CATWOMAN 137,,On The Ground ~ Battle In The Jungle,
Spectrasonics,Distorted Reality 2,CD 1 -> Partition F -> ODD BELLS,TINNIBULUM,,On The Ground ~ Battle In The Jungle,
Spectrasonics,Metamorphosis,100-104,100-Jah Baby,,Metal Gear Saga,
Zero-G,Jungle Warfare,Track 03 - PROGRAMMED LOOPS -> Sample 1,Rolling Break 8 160,,Metal Gear Saga,
Zero-G,Jungle Warfare,Track 27 - STRAIGHT LOOPS -> Sample 8,Placed Nicely,,Sidecar - Escape From The Fortress -,
Stuff to Find,,,,,,
Roland,?,?,Clave,,The Fury Bossfight Theme,
EastWest,Percussive Adventures,,,Credited in game,-Used throughout the soundtrack-,
EastWest & Masterbits,Peter Siedlaczek's Orchestra,,,,Metal Gear Saga,
Metal Gear Solid: Portable Ops,,"(Released: December 5, 2006)",,"(Music by: Akihiro Honda, Norihiko Hibino, Takahiro Izutani)",,
EastWest,Percussive Adventures,,,Credited in game and OST,Calling to The Night,
EastWest,Symphonic Orchestra,,,,,
Kirk Hunter,Symphony Orchestra Emerald,,,Credited in OST,-Used throughout the soundtrack-,
Spectrasonics,Distorted Reality 2,,,Credited in OST,-Used throughout the soundtrack-,
Spectrasonics,Stylus RMX,RMX Grooves,160-Find The Exit Combo,,Opening Title,
Metal Gear Solid 4,,"(Released: June 12, 2008)",,"(Music by: Harry Gregson-Williams, Nobuko Toda, Shuichi Kobori, Kazuma Jinnouchi)",,
Audio Factory,Classical Wild Takes,,,Credited in game,-Used throughout the soundtrack-,
EastWest,Percussive Adventures,,,Credited in game,-Used throughout the soundtrack-,
Metal Gear Solid: Peace Walker,,"(Released: April 29, 2010)",,"(Music by: Akihiro Honda, Kazuma Jinnouchi, Nobuko Toda)",,
EastWest,Symphonic Orchestra,,6FH Rips C,"Unsure, pitched down maybe?",Koi No Yokoshiryoku,
Roland,XV-5080,PR-B,071 Impact,,Koi No Yokushiryoku,
Spectrasonics,Stylus RMX,Classic Stylus -> 160-DrumNbeat,160-DrumNbeat b,,Koi No Yokushiryoku,
Spectrasonics,Stylus RMX,Sound Menus -> SOUND MENUS - Snares,Snares Aggressive 2,"E3 (On FL, should be E1 on other daws)",Koi No Yokushiryoku,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,050-059,055-Mohave,,Zero Allies!,
Yamaha,VOCALOID 2 / VOCALOID-FLEX,,In-house banks of various actresses,Never released,"AI Pod, PUPA and the other AI's singing, Vocaloid-FLEX DLCs",
Stuff to Find,,,,,,
Spectrasonics,Stylus RMX,,,"Kick, probably from Kick 4x4?",Koi No Yokushiryoku,
Beta / Unreleased Tracks,,,,,,
Roland,XV-5080,PR-B,071 Impact,,Koi No Yokushiryoku Demo,
Roland,XV-5080,,,"Strings, unsure",Koi No Yokushiryoku Demo,
Metal Gear Solid V,,"(Released: September 1, 2015)",,"(Music by: Ludvig Forssell, Justin Burnett, Harry Gregson-Williams, Daniel James)",,
Live Recording: Ludvig Forsell,"Packing Bag, Cardboard, Banana, etc",,,Overprocessed with distortion and comp,Ground Zeroes,
Spectrasonics,Stylus RMX,RMX Grooves -> 160-Find The Exit,160-Find The Exit Combo,Custom Loop,The Fall of Mother Base,
Stuff to Find,,,,,,
Audiobro,LA Scoring Strings 2,,,,Daniel James's tracks,
ProjectSAM,Symphobia,,,,Daniel James's tracks,
CineSamples,CineStrings,,,,Daniel James's tracks,
CinematicStrings,Cinematic Strings 2,,,,Daniel James's tracks,
CineSamples,CinePerc,,,,"Sins of the Father, Behind The Mirror",
EastWest,Hollywood Orchestra,,,,Behind The Mirror,
,,,,,,
Section 10 - Yu-Gi-Oh!,,,,,,
,,,,,,
Yu-Gi-Oh! Forbidden Memories,,"(Released: December 9, 1999)",,,Jump to top,
Best Service,Advanced Orchestra,CD 5 -> Partition A -> 01 CSY HITS,CSY MDMF,,Darknite (Final Duel),
Best Service,Advanced Orchestra,CD 5 -> Partition B -> 03 TI FF ,TI FF,,Darknite (Final Duel),
Best Service,Advanced Orchestra,CD 5 -> Partition C -> 05 SN ROLL,SN ROLL,,Darknite (Final Duel),
Best Service,Advanced Orchestra,CD 5 -> Partition C -> 08 SN HITS,Sn FF TO PP,,Darknite (Final Duel),
Kurzweil,K2500R,Programs -> KEYBOARDS,01 Acoustic Piano,,"Deck Build, Forest Shrine, Card Shop",
Kurzweil,K2500R,Programs -> DRUM KITS,54 Light Kit,,"Free Duel, Seto Kaiba Tournament Final Duel",
Kurzweil,K2500R,Programs -> DRUM KITS,57 General MIDI Kit,,"Library Menu, Preliminary Duel",
Kurzweil,K2500R,Programs -> DRUM KITS,60 Industry Set,,Free Duel,
Kurzweil,K2500R,Programs -> PERCUSSION,68 Bell Player,,-Used throughout the soundtrack-,
Kurzweil,K2500R,Programs -> GUITAR,85 Steel Str Guitar,,Desert Shrine,
Kurzweil,K2500R,Programs -> PADS CHOIR,150 Magic Orchestra ,,Seto Kaiba Face-Off,
Roland,JV-1080,PR-A,001 64voicePiano,,"Seto's Betrayal, Seto Kaiba Face-Off",
Roland,JV-1080,PR-D (GM),046 PizzicatoStr,,Egyptian Duel,
Roland,JV-1080,PR-D (GM),048 Timpani,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-8850,SC-8850 Map,026 056 Industry Hit,,Seto Kaiba (Tournament Final),
Roland,SOUND Canvas SC-8850,SC-8850 Map,001 049 Bright Str:,,Priest Seto,
Roland,SR-JV80-02 Orchestral,XP-X,001 Warm Violins,,"Main Menu, Seto's Betrayal",
Roland,SR-JV80-02 Orchestral,XP-X,087 Flute,,Town Plaza,
Roland,SR-JV80-02 Orchestral,XP-X,092 Oboe 1,,"Egypt in Ruins, Darknite (Fnal Duel), Town Plaza",
Roland,SR-JV80-02 Orchestral,XP-X,100 Bassoon 1,,Town Plaza,
Roland,SR-JV80-02 Orchestral,XP-X,118 Bs Tb 2 /,,Town Plaza,
Roland,SR-JV80-02 Orchestral,XP-X,200 Celesta 1,,Egypt in Ruins,
Roland,SR-JV80-02 Orchestral,XP-X,217 TubulaBells 2,,Main Menu,
